OBJECTID;Àngul / Ángulo;Id. Càmera / Id. Cámara;Tipus Càmera / Tipo Cámara;Pas Inferior / Paso Inferior;Descripció / Descripción;URL;geo_shape;geo_point_2d
114881;0.0;10609;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10609;"{""coordinates"": [-0.37423728849259796, 39.47041285862714], ""type"": ""Point""}";39.47041285862714, -0.37423728849259796
114882;0.0;10608;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10608;"{""coordinates"": [-0.3742073186617608, 39.470576141509916], ""type"": ""Point""}";39.470576141509916, -0.3742073186617608
114883;0.0;10708;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10708;"{""coordinates"": [-0.3839865524786756, 39.48987624019328], ""type"": ""Point""}";39.48987624019328, -0.3839865524786756
114885;0.0;10705;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10705;"{""coordinates"": [-0.3881587707372578, 39.488873998020196], ""type"": ""Point""}";39.488873998020196, -0.3881587707372578
114887;0.0;10711;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10711;"{""coordinates"": [-0.38907616521374694, 39.488804076903], ""type"": ""Point""}";39.488804076903, -0.38907616521374694
114888;0.0;10712;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10712;"{""coordinates"": [-0.3907244001462418, 39.48822751158867], ""type"": ""Point""}";39.48822751158867, -0.3907244001462418
114893;0.0;12601;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12601;"{""coordinates"": [-0.4291126106495175, 39.50211456317261], ""type"": ""Point""}";39.50211456317261, -0.4291126106495175
114894;0.0;12606;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12606;"{""coordinates"": [-0.4254868357502218, 39.50368676890698], ""type"": ""Point""}";39.50368676890698, -0.4254868357502218
114895;0.0;12607;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12607;"{""coordinates"": [-0.42472711277297753, 39.50452414886401], ""type"": ""Point""}";39.50452414886401, -0.42472711277297753
114902;0.0;12902;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12902;"{""coordinates"": [-0.3680967710480877, 39.4975036772766], ""type"": ""Point""}";39.4975036772766, -0.3680967710480877
114903;0.0;12901;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12901;"{""coordinates"": [-0.36709736371055923, 39.49721680788019], ""type"": ""Point""}";39.49721680788019, -0.36709736371055923
114907;0.0;13102;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=13102;"{""coordinates"": [-0.3812500996541365, 39.49789087683087], ""type"": ""Point""}";39.49789087683087, -0.3812500996541365
114915;31.17000008;00606;CF;No;QUEVEDO direccion BARON DE CARCER;https://camaras.valencia.es/camaras/visualizador.html?id=00606;"{""coordinates"": [-0.3812318529203731, 39.468664425814005], ""type"": ""Point""}";39.468664425814005, -0.3812318529203731
114918;212.1000061;13303;CF;No;PUENTE DE ASTILLEROS direccion NAZARET;https://camaras.valencia.es/camaras/visualizador.html?id=13303;"{""coordinates"": [-0.3299389960058124, 39.45527580563936], ""type"": ""Point""}";39.45527580563936, -0.3299389960058124
114921;0.0;03506;CF;No;Islas Canarias-Rio Escalona (Eduardo Boscd);https://camaras.valencia.es/camaras/visualizador.html?id=03506;"{""coordinates"": [-0.3531062772203293, 39.46576116323997], ""type"": ""Point""}";39.46576116323997, -0.3531062772203293
114922;0.0;03507;CF;No;Islas Canarias - Pintor Maella (Eduardo Boscq);https://camaras.valencia.es/camaras/visualizador.html?id=03507;"{""coordinates"": [-0.34626592488863767, 39.463699270725016], ""type"": ""Point""}";39.463699270725016, -0.34626592488863767
114926;0.0;05104;CF;No;Gomez Ferrer;https://camaras.valencia.es/camaras/visualizador.html?id=05104;"{""coordinates"": [-0.35970391330155405, 39.481226333973616], ""type"": ""Point""}";39.481226333973616, -0.35970391330155405
114927;0.0;10206;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10206;"{""coordinates"": [-0.34817543133952883, 39.45804147850991], ""type"": ""Point""}";39.45804147850991, -0.34817543133952883
114928;0.0;13104;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=13104;"{""coordinates"": [-0.38134331612049754, 39.50014327811282], ""type"": ""Point""}";39.50014327811282, -0.38134331612049754
114929;91.05000305;13603;CF;No;DR. MARCOS SOPENA direccion PASEO NEPTUNO;https://camaras.valencia.es/camaras/visualizador.html?id=13603;"{""coordinates"": [-0.32482321735307057, 39.46321647820316], ""type"": ""Point""}";39.46321647820316, -0.32482321735307057
114934;54.47000122;04002;CF;No;PUENTE DE MONTEOLIVETE direccion PL. EUROPA;https://camaras.valencia.es/camaras/visualizador.html?id=04002;"{""coordinates"": [-0.3560352102851343, 39.4564905061173], ""type"": ""Point""}";39.4564905061173, -0.3560352102851343
114937;59.50999832;04102;CF;No;AV. DE LA PLATA direccion AUTOPISTA DEL SALER;https://camaras.valencia.es/camaras/visualizador.html?id=04102;"{""coordinates"": [-0.3632114408362698, 39.45668840443132], ""type"": ""Point""}";39.45668840443132, -0.3632114408362698
114939;267.57000732;00705;CF;No;LAURIA direccion PL. AYUNTAMIENTO;https://camaras.valencia.es/camaras/visualizador.html?id=00705;"{""coordinates"": [-0.37213589320377366, 39.469180612710815], ""type"": ""Point""}";39.469180612710815, -0.37213589320377366
114941;149.78999329;00703;CF;No;HERNAN CORTES direccion MARQUES DEL TURIA;https://camaras.valencia.es/camaras/visualizador.html?id=00703;"{""coordinates"": [-0.3720357139196889, 39.46914321304741], ""type"": ""Point""}";39.46914321304741, -0.3720357139196889
114943;330.17999268;01105;CF;No;GIORGETA direccion PEREZ GALDOS;https://camaras.valencia.es/camaras/visualizador.html?id=01105;"{""coordinates"": [-0.3835592828822198, 39.457901315668664], ""type"": ""Point""}";39.457901315668664, -0.3835592828822198
114945;160.16000366;01405;CF;No;PASEO DE LA ALAMEDA direccion EDUARDO BOSCA;https://camaras.valencia.es/camaras/visualizador.html?id=01405;"{""coordinates"": [-0.36078811663234944, 39.46834779277825], ""type"": ""Point""}";39.46834779277825, -0.36078811663234944
114951;108.29000092;03203;CF;No;SANTOS JUSTO Y PASTOR direccion DR. MANUEL CANDELA;https://camaras.valencia.es/camaras/visualizador.html?id=03203;"{""coordinates"": [-0.3543168936875277, 39.471407499071525], ""type"": ""Point""}";39.471407499071525, -0.3543168936875277
114953;287.94000244;03304;CF;No;BLASCO IBAnEZ direccion CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=03304;"{""coordinates"": [-0.3478574152587622, 39.47398405563702], ""type"": ""Point""}";39.47398405563702, -0.3478574152587622
114954;197.92999268;03305;CF;No;DR. MANUEL CANDELA direccion AV. PUERTO;https://camaras.valencia.es/camaras/visualizador.html?id=03305;"{""coordinates"": [-0.3478170700972637, 39.47392007357495], ""type"": ""Point""}";39.47392007357495, -0.3478170700972637
114959;138.44000244;04004;CF;No;AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=04004;"{""coordinates"": [-0.35605879529224177, 39.45642005343155], ""type"": ""Point""}";39.45642005343155, -0.35605879529224177
114961;253.57000732;04703;CF;No;DR. PESET ALEIXANDRE direccion GENERAL AVILES;https://camaras.valencia.es/camaras/visualizador.html?id=04703;"{""coordinates"": [-0.3786358217174209, 39.491024177542734], ""type"": ""Point""}";39.491024177542734, -0.3786358217174209
114962;334.70999146;04702;CF;No;CAMINO DE MONCADA direccion HERMANOS MACHADO;https://camaras.valencia.es/camaras/visualizador.html?id=04702;"{""coordinates"": [-0.3785922653182248, 39.491087967991135], ""type"": ""Point""}";39.491087967991135, -0.3785922653182248
114967;289.45999146;05303;CF;No;BLASCO IBAnEZ direccion DR. MANUEL CANDELA;https://camaras.valencia.es/camaras/visualizador.html?id=05303;"{""coordinates"": [-0.334443272394007, 39.46972112709295], ""type"": ""Point""}";39.46972112709295, -0.334443272394007
114974;225.19999695;05918;CF;Si;P.I. AV. CATALUeA (ENTRADA) direccion BLASCO IBALEZ;https://camaras.valencia.es/camaras/visualizador.html?id=05918;"{""coordinates"": [-0.3538269094079451, 39.4797636783125], ""type"": ""Point""}";39.4797636783125, -0.3538269094079451
114977;60.90999985;12303;CF;No;JOAQUIN BALLESTER direccion REUS;https://camaras.valencia.es/camaras/visualizador.html?id=12303;"{""coordinates"": [-0.3859747798206612, 39.484767147204536], ""type"": ""Point""}";39.484767147204536, -0.3859747798206612
114980;288.61999512;12910;CF;Si;P.I. HERMANOS MACHADO direccion CAMINO DE MONCADA;https://camaras.valencia.es/camaras/visualizador.html?id=12910;"{""coordinates"": [-0.3690000858290571, 39.49761935803581], ""type"": ""Point""}";39.49761935803581, -0.3690000858290571
114992;273.16000366;12205;CF;No;REUS direccion JOAQUIN BALLESTER;https://camaras.valencia.es/camaras/visualizador.html?id=12205;"{""coordinates"": [-0.3786748127707038, 39.48568546424318], ""type"": ""Point""}";39.48568546424318, -0.3786748127707038
114995;319.39001465;10823;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10823;"{""coordinates"": [-0.35616362107526284, 39.45683747285866], ""type"": ""Point""}";39.45683747285866, -0.35616362107526284
114996;132.6499939;10803;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10803;"{""coordinates"": [-0.3558924630261376, 39.455960514886605], ""type"": ""Point""}";39.455960514886605, -0.3558924630261376
115000;0.0;07908;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07908;"{""coordinates"": [-0.38580190572725914, 39.47024296205819], ""type"": ""Point""}";39.47024296205819, -0.38580190572725914
115002;148.1000061;06805;CF;No;PIO XII direccion PUENTE DE ADEMUZ;https://camaras.valencia.es/camaras/visualizador.html?id=06805;"{""coordinates"": [-0.39289555948662663, 39.481334783309364], ""type"": ""Point""}";39.481334783309364, -0.39289555948662663
115003;81.41000366;06702;CF;No;VALLE DE LA BALLESTERA direccion MAESTRO RODRIGO;https://camaras.valencia.es/camaras/visualizador.html?id=06702;"{""coordinates"": [-0.4066223107886704, 39.47823678442853], ""type"": ""Point""}";39.47823678442853, -0.4066223107886704
115004;0.0;05920;CF;Si;CLARIANO direccion P.I. AV.CATALUiA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05920;"{""coordinates"": [-0.351402849475053, 39.479843853493875], ""type"": ""Point""}";39.479843853493875, -0.351402849475053
115007;199.46000671;10903;CF;No;RAMON LLULL direccion BLASCO IBAUEZ;https://camaras.valencia.es/camaras/visualizador.html?id=10903;"{""coordinates"": [-0.3451178555815025, 39.479811957440745], ""type"": ""Point""}";39.479811957440745, -0.3451178555815025
115012;75.95999908;14004;CF;No;CARRERA RIO direccion SUR;https://camaras.valencia.es/camaras/visualizador.html?id=14004;"{""coordinates"": [-0.3411362385551923, 39.45121956584652], ""type"": ""Point""}";39.45121956584652, -0.3411362385551923
115018;270.0;14204;CF;No;MEDITERRANEO direccion SERRERIA;https://camaras.valencia.es/camaras/visualizador.html?id=14204;"{""coordinates"": [-0.3251533856756254, 39.467448992842186], ""type"": ""Point""}";39.467448992842186, -0.3251533856756254
115021;268.16000366;14404;CF;No;SAN VICENTE MARTIR direccion V-30;https://camaras.valencia.es/camaras/visualizador.html?id=14404;"{""coordinates"": [-0.3881788420607537, 39.4419769667063], ""type"": ""Point""}";39.4419769667063, -0.3881788420607537
115026;164.86999512;12405;CF;No;RONDA NORTE direccion AV. CATALUAA;https://camaras.valencia.es/camaras/visualizador.html?id=12405;"{""coordinates"": [-0.35277736762348877, 39.48784206077607], ""type"": ""Point""}";39.48784206077607, -0.35277736762348877
115030;289.61999512;02306;CF;No;BLASCO IBAnEZ - DR. GOMEZ FERRER direccion GENERAL ELIO;https://camaras.valencia.es/camaras/visualizador.html?id=02306;"{""coordinates"": [-0.36160527445338203, 39.47839302195012], ""type"": ""Point""}";39.47839302195012, -0.36160527445338203
115031;108.94999695;02311;CF;No;BLASCO IBAnEZ - DR. GOMEZ FERRER direccion AV. CATALUIA;https://camaras.valencia.es/camaras/visualizador.html?id=02311;"{""coordinates"": [-0.361479881327094, 39.47835819372312], ""type"": ""Point""}";39.47835819372312, -0.361479881327094
115032;0.0;13202;CF;Si;A. SALER direccion P.I. BULEVER SUR - ANTONIO FERRANDIS;https://camaras.valencia.es/camaras/visualizador.html?id=13202;"{""coordinates"": [-0.3707593521768367, 39.44534289810461], ""type"": ""Point""}";39.44534289810461, -0.3707593521768367
115033;57.88999939;13203;CF;Si;P.I. BULEVAR SUR - ANTONIO FERRANDIS direccion AUTOPISTA DEL SALER;https://camaras.valencia.es/camaras/visualizador.html?id=13203;"{""coordinates"": [-0.3698764502730755, 39.44571516659553], ""type"": ""Point""}";39.44571516659553, -0.3698764502730755
115034;58.84999847;13204;CF;Si;P.I. BULEVAR SUR - ANTONIO FERRANDIS direccion AUTOPISTA DEL SALER;https://camaras.valencia.es/camaras/visualizador.html?id=13204;"{""coordinates"": [-0.3690660044326814, 39.44606996967051], ""type"": ""Point""}";39.44606996967051, -0.3690660044326814
115035;59.31000137;13205;CF;Si;P.I. FDO. ABRIL MARTORELL - ANTONIO FERRANDIS direccion AV.PROF. LOPEZ PI;https://camaras.valencia.es/camaras/visualizador.html?id=13205;"{""coordinates"": [-0.36819055139777507, 39.446438339740475], ""type"": ""Point""}";39.446438339740475, -0.36819055139777507
114383;199.16999817;05202;CF;No;SERRERIA direccion AV. PUERTO;https://camaras.valencia.es/camaras/visualizador.html?id=05202;"{""coordinates"": [-0.3352342313401557, 39.46587226440254], ""type"": ""Point""}";39.46587226440254, -0.3352342313401557
114387;288.42999268;05502;CF;No;AV. PUERTO direccion PL. ZARAGOZA;https://camaras.valencia.es/camaras/visualizador.html?id=05502;"{""coordinates"": [-0.3387937876716545, 39.461709537784614], ""type"": ""Point""}";39.461709537784614, -0.3387937876716545
114393;287.76998901;05704;CF;No;AV. NARANJOS direccion AV. CATALUEA;https://camaras.valencia.es/camaras/visualizador.html?id=05704;"{""coordinates"": [-0.3334842305353265, 39.4763057699358], ""type"": ""Point""}";39.4763057699358, -0.3334842305353265
114398;337.11999512;03805;CF;No;PASEO DE LA ALAMEDA direccion PL. ZARAGOZA;https://camaras.valencia.es/camaras/visualizador.html?id=03805;"{""coordinates"": [-0.3583682899983893, 39.46365437301904], ""type"": ""Point""}";39.46365437301904, -0.3583682899983893
114401;352.86999512;12002;CF;No;CARRERA MALILLA direccion JOAQUIN BENLLOCH;https://camaras.valencia.es/camaras/visualizador.html?id=12002;"{""coordinates"": [-0.3802128236427024, 39.44561482744979], ""type"": ""Point""}";39.44561482744979, -0.3802128236427024
114403;344.11999512;12102;CF;No;AUSIAS MARCH direccion PERIS Y VALERO;https://camaras.valencia.es/camaras/visualizador.html?id=12102;"{""coordinates"": [-0.3688096338422992, 39.44675000742285], ""type"": ""Point""}";39.44675000742285, -0.3688096338422992
114407;85.86000061;04802;CF;No;AV. CID direccion NUEVE DE OCTUBRE;https://camaras.valencia.es/camaras/visualizador.html?id=04802;"{""coordinates"": [-0.41945756313203175, 39.469069980101814], ""type"": ""Point""}";39.469069980101814, -0.41945756313203175
114410;327.01998901;06602;CF;No;V-30 direccion AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=06602;"{""coordinates"": [-0.4160692432105777, 39.46293659685601], ""type"": ""Point""}";39.46293659685601, -0.4160692432105777
114416;0.0;14303;CF;Si;P.I. TRES FORQUES - CIUDAD ROS CASARES direccion P.I. TRES FORQUES - CIUDAD ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14303;"{""coordinates"": [-0.41265691508890934, 39.46326355561658], ""type"": ""Point""}";39.46326355561658, -0.41265691508890934
114423;0.0;00903;CF;No;Angel Guimera (Perez Galdos);https://camaras.valencia.es/camaras/visualizador.html?id=00903;"{""coordinates"": [-0.38996195985019244, 39.4694216232426], ""type"": ""Point""}";39.4694216232426, -0.38996195985019244
114437;148.36000061;04505;CF;No;GENERAL URRUTIA direccion ANTONIO FERRANDIS;https://camaras.valencia.es/camaras/visualizador.html?id=04505;"{""coordinates"": [-0.3614019997425123, 39.45415136156185], ""type"": ""Point""}";39.45415136156185, -0.3614019997425123
114442;0.0;05903;CF;Si;V-21 direccion P.I. AV.CATALUUA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05903;"{""coordinates"": [-0.35297883363771704, 39.48050623291184], ""type"": ""Point""}";39.48050623291184, -0.35297883363771704
114446;225.24000549;05914;CF;Si;P.I. AV. CATALUeA (ENTRADA) direccion BLASCO IBALEZ;https://camaras.valencia.es/camaras/visualizador.html?id=05914;"{""coordinates"": [-0.3515725658059414, 39.48143686519967], ""type"": ""Point""}";39.48143686519967, -0.3515725658059414
114450;0.0;05922;CF;Si;CLARIANO direccion P.I. AV.CATALUAA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05922;"{""coordinates"": [-0.35165867778393883, 39.48084343956965], ""type"": ""Point""}";39.48084343956965, -0.35165867778393883
114454;69.41000366;07703;CF;No;LLANO DE LA ZAIDIA direccion GUADALAVIAR;https://camaras.valencia.es/camaras/visualizador.html?id=07703;"{""coordinates"": [-0.3820325211420457, 39.48275736173344], ""type"": ""Point""}";39.48275736173344, -0.3820325211420457
114457;61.16999817;07804;CF;Si;P.I. PECHINA - BLANQUERIAS direccion CONDE DE TRENOR;https://camaras.valencia.es/camaras/visualizador.html?id=07804;"{""coordinates"": [-0.38251052607568514, 39.480669441859355], ""type"": ""Point""}";39.480669441859355, -0.38251052607568514
114463;151.78999329;11804;CF;No;MAESTRO RODRIGO direccion LA SAFOR;https://camaras.valencia.es/camaras/visualizador.html?id=11804;"{""coordinates"": [-0.40798695806961044, 39.49218487093222], ""type"": ""Point""}";39.49218487093222, -0.40798695806961044
114465;322.54998779;11802;CF;No;MAESTRO RODRIGO direccion BENIMAMET;https://camaras.valencia.es/camaras/visualizador.html?id=11802;"{""coordinates"": [-0.40805543483693874, 39.492269549793605], ""type"": ""Point""}";39.492269549793605, -0.40805543483693874
114470;164.21000671;12503;CF;No;INGENIERO MANUEL SOTO direccion PUENTE DE ASTILLEROS;https://camaras.valencia.es/camaras/visualizador.html?id=12503;"{""coordinates"": [-0.3328815802259412, 39.45989639503295], ""type"": ""Point""}";39.45989639503295, -0.3328815802259412
114471;290.94000244;12504;CF;No;AV. PUERTO direccion PL. ZARAGOZA;https://camaras.valencia.es/camaras/visualizador.html?id=12504;"{""coordinates"": [-0.33293527629036035, 39.45996627398967], ""type"": ""Point""}";39.45996627398967, -0.33293527629036035
114472;239.91999817;12604;CF;Si;P.I. FERIA DE MUESTRAS direccion PATERNA;https://camaras.valencia.es/camaras/visualizador.html?id=12604;"{""coordinates"": [-0.42707979676155167, 39.502971169389916], ""type"": ""Point""}";39.502971169389916, -0.42707979676155167
114482;0.0;12803;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12803;"{""coordinates"": [-0.3703210478103176, 39.49804123341773], ""type"": ""Point""}";39.49804123341773, -0.3703210478103176
114489;83.23000336;13502;CF;No;DR. MARCOS SOPENA direccion EUGENIA VI ES;https://camaras.valencia.es/camaras/visualizador.html?id=13502;"{""coordinates"": [-0.3293021522447653, 39.46295860473198], ""type"": ""Point""}";39.46295860473198, -0.3293021522447653
114490;357.60998535;13504;CF;No;REINA direccion AV. NARANJOS;https://camaras.valencia.es/camaras/visualizador.html?id=13504;"{""coordinates"": [-0.3293953185173345, 39.46300227603227], ""type"": ""Point""}";39.46300227603227, -0.3293953185173345
114503;292.72000122;11905;CF;No;PIO BAROJA direccion GENERAL AVILES;https://camaras.valencia.es/camaras/visualizador.html?id=11905;"{""coordinates"": [-0.40489140652299715, 39.48781073520808], ""type"": ""Point""}";39.48781073520808, -0.40489140652299715
114510;80.41999817;04404;CF;No;PIO BAROJA direccion GENERAL AVILES;https://camaras.valencia.es/camaras/visualizador.html?id=04404;"{""coordinates"": [-0.40596710024934807, 39.474834840029985], ""type"": ""Point""}";39.474834840029985, -0.40596710024934807
114514;296.60998535;00605;CF;No;GUILLEM DE CASTRO - SAN VICENTE MARTIR direccion ANGEL GUIMERA;https://camaras.valencia.es/camaras/visualizador.html?id=00605;"{""coordinates"": [-0.379991244065984, 39.46816449167147], ""type"": ""Point""}";39.46816449167147, -0.379991244065984
114520;143.11999512;00804;CF;No;PASEO DE LA CIUDADELA direccion PL. AMERICA;https://camaras.valencia.es/camaras/visualizador.html?id=00804;"{""coordinates"": [-0.3692933963089245, 39.47562145465231], ""type"": ""Point""}";39.47562145465231, -0.3692933963089245
114521;86.69999695;00908;CF;No;ANGEL GUIMERA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=00908;"{""coordinates"": [-0.38532113588232125, 39.47043601543393], ""type"": ""Point""}";39.47043601543393, -0.38532113588232125
114522;329.60998535;00902;CF;No;FERNANDO EL CATOLICO ENTRADA direccion PIO XII;https://camaras.valencia.es/camaras/visualizador.html?id=00902;"{""coordinates"": [-0.3854159113000764, 39.47048139006385], ""type"": ""Point""}";39.47048139006385, -0.3854159113000764
114523;254.36000061;00906;CF;No;ANGEL GUIMERA direccion AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=00906;"{""coordinates"": [-0.3854484248003719, 39.47041707795919], ""type"": ""Point""}";39.47041707795919, -0.3854484248003719
114524;149.36000061;00904;CF;No;FERNANDO EL CATOLICO ENTRADA direccion PL. ESPAnA;https://camaras.valencia.es/camaras/visualizador.html?id=00904;"{""coordinates"": [-0.38533932427544565, 39.47040038942095], ""type"": ""Point""}";39.47040038942095, -0.38533932427544565
114542;56.54999924;01305;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01305;"{""coordinates"": [-0.3948043148540283, 39.47556753829593], ""type"": ""Point""}";39.47556753829593, -0.3948043148540283
114544;73.56999969;01302;CF;Si;P.I. PECHINA direccion GUILLEM DE CASTRO;https://camaras.valencia.es/camaras/visualizador.html?id=01302;"{""coordinates"": [-0.39662369059449143, 39.47479022061583], ""type"": ""Point""}";39.47479022061583, -0.39662369059449143
114553;199.07000732;00303;CF;No;EDUARDO BOSCA direccion PASEO DE LA ALAMEDA;https://camaras.valencia.es/camaras/visualizador.html?id=00303;"{""coordinates"": [-0.3565823379664621, 39.46693178579598], ""type"": ""Point""}";39.46693178579598, -0.3565823379664621
114558;278.48999023;00506;CF;No;PINTOR BENEDITO direccion AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=00506;"{""coordinates"": [-0.38130753641131093, 39.46548151762336], ""type"": ""Point""}";39.46548151762336, -0.38130753641131093
114561;176.25;02804;CF;No;GUILLEM DE CASTRO direccion JATIVA;https://camaras.valencia.es/camaras/visualizador.html?id=02804;"{""coordinates"": [-0.3841919889079347, 39.47575057385688], ""type"": ""Point""}";39.47575057385688, -0.3841919889079347
114564;0.0;03006;CF;Si;P.I. MENENDEZ PIDAL - TIRSO DE MOLINA direccion P.I. MENENDEZ PIDAL - TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=03006;"{""coordinates"": [-0.39136851716237536, 39.47875822795422], ""type"": ""Point""}";39.47875822795422, -0.39136851716237536
114573;108.31999969;03107;CF;No;MICER MASCO - PASEO DE LA ALAMEDA direccion DR. MOLINER;https://camaras.valencia.es/camaras/visualizador.html?id=03107;"{""coordinates"": [-0.3664238827471887, 39.4765809365357], ""type"": ""Point""}";39.4765809365357, -0.3664238827471887
114582;194.88000488;03505;CF;No;PADRE TOMAS MONTAcANA direccion AV. FRANCIA;https://camaras.valencia.es/camaras/visualizador.html?id=03505;"{""coordinates"": [-0.35134154468199424, 39.46537997403584], ""type"": ""Point""}";39.46537997403584, -0.35134154468199424
114585;15.76000023;03503;CF;No;DR. MANUEL CANDELA direccion BLASCO IBALEZ;https://camaras.valencia.es/camaras/visualizador.html?id=03503;"{""coordinates"": [-0.35129629769462717, 39.465475877131254], ""type"": ""Point""}";39.465475877131254, -0.35129629769462717
114601;17.36000061;02203;CF;No;EMILIO BARO direccion DR. VICENTE ZARAGOZA;https://camaras.valencia.es/camaras/visualizador.html?id=02203;"{""coordinates"": [-0.36273343491638177, 39.483850466028215], ""type"": ""Point""}";39.483850466028215, -0.36273343491638177
114604;288.42999268;02303;CF;No;BLASCO IBAnEZ direccion GENERAL ELIO;https://camaras.valencia.es/camaras/visualizador.html?id=02303;"{""coordinates"": [-0.3555926610054451, 39.476667295393874], ""type"": ""Point""}";39.476667295393874, -0.3555926610054451
114607;240.67999268;04905;CF;No;ISLA CABRERA direccion JOAQUIN BENLLOCH;https://camaras.valencia.es/camaras/visualizador.html?id=04905;"{""coordinates"": [-0.37105998599585804, 39.450112660160855], ""type"": ""Point""}";39.450112660160855, -0.37105998599585804
114614;8.13000011;05204;CF;No;SERRERIA direccion MARINO BLAS DE LEZO;https://camaras.valencia.es/camaras/visualizador.html?id=05204;"{""coordinates"": [-0.33520509600441706, 39.465971773560746], ""type"": ""Point""}";39.465971773560746, -0.33520509600441706
114619;329.41000366;07302;CF;No;CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=07302;"{""coordinates"": [-0.4028288393253068, 39.49517565854305], ""type"": ""Point""}";39.49517565854305, -0.4028288393253068
114624;306.66000366;10821;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10821;"{""coordinates"": [-0.3547349976766926, 39.455540492070085], ""type"": ""Point""}";39.455540492070085, -0.3547349976766926
114633;317.58999634;10817;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10817;"{""coordinates"": [-0.3521481292674088, 39.4537239710685], ""type"": ""Point""}";39.4537239710685, -0.3521481292674088
114634;140.0;10809;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10809;"{""coordinates"": [-0.35220283461684937, 39.453369100159975], ""type"": ""Point""}";39.453369100159975, -0.35220283461684937
114643;26.56999969;11502;CF;No;GASPAR AGUILAR direccion JAIME BELTRAN;https://camaras.valencia.es/camaras/visualizador.html?id=11502;"{""coordinates"": [-0.3947892212918137, 39.44980473274434], ""type"": ""Point""}";39.44980473274434, -0.3947892212918137
114657;328.07998657;06207;CF;Si;P.I. PEREZ GALDOS direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06207;"{""coordinates"": [-0.39258736904255653, 39.47059350771933], ""type"": ""Point""}";39.47059350771933, -0.39258736904255653
114666;329.73001099;06302;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06302;"{""coordinates"": [-0.39503113900548575, 39.48441747386674], ""type"": ""Point""}";39.48441747386674, -0.39503113900548575
114672;329.73001099;06306;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06306;"{""coordinates"": [-0.3972004350053229, 39.48743025202692], ""type"": ""Point""}";39.48743025202692, -0.3972004350053229
114676;84.69999695;06503;CF;No;PUENTE DE ARAGON direccion PL. ZARAGOZA;https://camaras.valencia.es/camaras/visualizador.html?id=06503;"{""coordinates"": [-0.3640347418512777, 39.46912182227457], ""type"": ""Point""}";39.46912182227457, -0.3640347418512777
