OBJECTID;Àngul / Ángulo;Id. Càmera / Id. Cámara;Tipus Càmera / Tipo Cámara;Pas Inferior / Paso Inferior;Descripció / Descripción;URL;geo_shape;geo_point_2d
114835;240.66999817;04104;CF;No;AV. DE LA PLATA direccion AUSIAS MARCH;https://camaras.valencia.es/camaras/visualizador.html?id=04104;"{""coordinates"": [-0.36332804880567443, 39.45664096104121], ""type"": ""Point""}";39.45664096104121, -0.36332804880567443
114846;0.0;07807;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07807;"{""coordinates"": [-0.3805561148185274, 39.48131016024602], ""type"": ""Point""}";39.48131016024602, -0.3805561148185274
114847;0.0;07808;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07808;"{""coordinates"": [-0.37961834738817796, 39.48117586690046], ""type"": ""Point""}";39.48117586690046, -0.37961834738817796
114851;0.0;07901;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07901;"{""coordinates"": [-0.38203626217956993, 39.469399831004004], ""type"": ""Point""}";39.469399831004004, -0.38203626217956993
114853;0.0;07909;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07909;"{""coordinates"": [-0.3814069506367572, 39.46890782545021], ""type"": ""Point""}";39.46890782545021, -0.3814069506367572
114856;0.0;10208;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10208;"{""coordinates"": [-0.34822143043107395, 39.45799613290597], ""type"": ""Point""}";39.45799613290597, -0.34822143043107395
114858;0.0;10414;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10414;"{""coordinates"": [-0.37646217849203, 39.46370281374921], ""type"": ""Point""}";39.46370281374921, -0.37646217849203
114862;0.0;10412;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10412;"{""coordinates"": [-0.37856199497731413, 39.463145345948554], ""type"": ""Point""}";39.463145345948554, -0.37856199497731413
114863;0.0;10406;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10406;"{""coordinates"": [-0.37951199477430897, 39.46335910879496], ""type"": ""Point""}";39.46335910879496, -0.37951199477430897
114874;0.0;10501;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10501;"{""coordinates"": [-0.37682197432813297, 39.47213326327489], ""type"": ""Point""}";39.47213326327489, -0.37682197432813297
114879;0.0;10611;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=10611;"{""coordinates"": [-0.3721226422359126, 39.47150259927288], ""type"": ""Point""}";39.47150259927288, -0.3721226422359126
114889;0.0;12006;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12006;"{""coordinates"": [-0.3785532696473414, 39.44489850443368], ""type"": ""Point""}";39.44489850443368, -0.3785532696473414
114897;0.0;12904;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12904;"{""coordinates"": [-0.3701824150355397, 39.498128273324994], ""type"": ""Point""}";39.498128273324994, -0.3701824150355397
114898;0.0;12909;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12909;"{""coordinates"": [-0.370793913315399, 39.49815661644242], ""type"": ""Point""}";39.49815661644242, -0.370793913315399
114899;0.0;12908;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12908;"{""coordinates"": [-0.37151574789159436, 39.4983396103652], ""type"": ""Point""}";39.4983396103652, -0.37151574789159436
114901;0.0;12906;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12906;"{""coordinates"": [-0.3733065482325086, 39.49885946496643], ""type"": ""Point""}";39.49885946496643, -0.3733065482325086
114904;0.0;12911;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=12911;"{""coordinates"": [-0.36569848987617193, 39.49469030700181], ""type"": ""Point""}";39.49469030700181, -0.36569848987617193
114906;0.0;13105;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=13105;"{""coordinates"": [-0.38134566423100547, 39.49939947707193], ""type"": ""Point""}";39.49939947707193, -0.38134566423100547
114908;0.0;13101;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=13101;"{""coordinates"": [-0.38124640709143864, 39.49742251772402], ""type"": ""Point""}";39.49742251772402, -0.38124640709143864
114910;184.52000427;13804;CF;No;CAMINO DEL CANAL direccion SUR;https://camaras.valencia.es/camaras/visualizador.html?id=13804;"{""coordinates"": [-0.3348424349463754, 39.452756626165105], ""type"": ""Point""}";39.452756626165105, -0.3348424349463754
114911;283.39001465;13905;CF;No;BARRANQUES DEL FIGUERO direccion CARRERA RIO;https://camaras.valencia.es/camaras/visualizador.html?id=13905;"{""coordinates"": [-0.3356147164370952, 39.4495946001386], ""type"": ""Point""}";39.4495946001386, -0.3356147164370952
114913;110.16999817;13903;CF;No;MARTINEZ BAGUENA direccion MAYOR DE NAZARET;https://camaras.valencia.es/camaras/visualizador.html?id=13903;"{""coordinates"": [-0.33548608623762766, 39.449579309282484], ""type"": ""Point""}";39.449579309282484, -0.33548608623762766
114914;273.57998657;14502;CF;No;VIA DE SERVICIO direccion CARRERA MALILLA;https://camaras.valencia.es/camaras/visualizador.html?id=14502;"{""coordinates"": [-0.37149750362878436, 39.44415430320899], ""type"": ""Point""}";39.44415430320899, -0.37149750362878436
114916;311.52999878;00608;CF;No;GUILLEM DE CASTRO - JESUS direccion ANGEL GUIMERA;https://camaras.valencia.es/camaras/visualizador.html?id=00608;"{""coordinates"": [-0.38129110741661365, 39.46865576128227], ""type"": ""Point""}";39.46865576128227, -0.38129110741661365
114917;326.29998779;13302;CF;No;INGENIERO MANUEL SOTO direccion JUAN VERDEGUER;https://camaras.valencia.es/camaras/visualizador.html?id=13302;"{""coordinates"": [-0.32994768348656345, 39.4553707772798], ""type"": ""Point""}";39.4553707772798, -0.32994768348656345
114924;0.0;03302;CF;No;Blasco Ibanez - Cabacal;https://camaras.valencia.es/camaras/visualizador.html?id=03302;"{""coordinates"": [-0.34774352078307785, 39.473616421535475], ""type"": ""Point""}";39.473616421535475, -0.34774352078307785
114925;0.0;03403;CF;No;Dr. Manuel Candela (Blasco Ibarez);https://camaras.valencia.es/camaras/visualizador.html?id=03403;"{""coordinates"": [-0.34947472555375075, 39.47029673549297], ""type"": ""Point""}";39.47029673549297, -0.34947472555375075
114930;267.07000732;13602;CF;No;DR. MARCOS SOPENA direccion PL. ARMADA ESPASOLA;https://camaras.valencia.es/camaras/visualizador.html?id=13602;"{""coordinates"": [-0.32494786492117594, 39.46320889733573], ""type"": ""Point""}";39.46320889733573, -0.32494786492117594
114931;5.07999992;13802;CF;No;C/ EP SECTOR MORERAS H direccion NORTE;https://camaras.valencia.es/camaras/visualizador.html?id=13802;"{""coordinates"": [-0.33482081450133244, 39.45285729874912], ""type"": ""Point""}";39.45285729874912, -0.33482081450133244
114932;98.48000336;13805;CF;No;CAMINO DE LAS MORERAS direccion PUENTE DE ASTILLEROS;https://camaras.valencia.es/camaras/visualizador.html?id=13805;"{""coordinates"": [-0.3347664909741827, 39.45279785641003], ""type"": ""Point""}";39.45279785641003, -0.3347664909741827
114933;0.0;02402;CF;No;"""U"" DE ENLACE (SALIDA)";https://camaras.valencia.es/camaras/visualizador.html?id=02402;"{""coordinates"": [-0.35114736527192064, 39.481803018295935], ""type"": ""Point""}";39.481803018295935, -0.35114736527192064
114938;43.86999893;00704;CF;No;COLON direccion PL. PORTA DE LA MAR;https://camaras.valencia.es/camaras/visualizador.html?id=00704;"{""coordinates"": [-0.3720212959291312, 39.46922054279517], ""type"": ""Point""}";39.46922054279517, -0.3720212959291312
114944;189.08999634;01102;CF;No;SAN VICENTE MARTIR direccion BULEVAR SUR;https://camaras.valencia.es/camaras/visualizador.html?id=01102;"{""coordinates"": [-0.383546752452665, 39.45780770217436], ""type"": ""Point""}";39.45780770217436, -0.383546752452665
114948;239.55999756;00102;CF;No;GERMANIAS direccion PL. ESPAAA;https://camaras.valencia.es/camaras/visualizador.html?id=00102;"{""coordinates"": [-0.3740568760628168, 39.46478296836147], ""type"": ""Point""}";39.46478296836147, -0.3740568760628168
114949;104.19000244;02902;CF;No;BLANQUERIAS direccion CONDE DE TRENOR;https://camaras.valencia.es/camaras/visualizador.html?id=02902;"{""coordinates"": [-0.3801327314807985, 39.481458539623915], ""type"": ""Point""}";39.481458539623915, -0.3801327314807985
114950;244.52000427;02903;CF;No;GUILLEM DE CASTRO direccion PASEO DE LA PECHINA;https://camaras.valencia.es/camaras/visualizador.html?id=02903;"{""coordinates"": [-0.3802527058689376, 39.48143683065012], ""type"": ""Point""}";39.48143683065012, -0.3802527058689376
114955;108.06999969;03405;CF;No;SANTOS JUSTO Y PASTOR direccion SERRERIA;https://camaras.valencia.es/camaras/visualizador.html?id=03405;"{""coordinates"": [-0.3493499911733202, 39.47000633085345], ""type"": ""Point""}";39.47000633085345, -0.3493499911733202
114963;72.72000122;04705;CF;No;DR. PESET ALEIXANDRE direccion PRIMADO REIG;https://camaras.valencia.es/camaras/visualizador.html?id=04705;"{""coordinates"": [-0.37850951201228944, 39.49105312889673], ""type"": ""Point""}";39.49105312889673, -0.37850951201228944
114965;330.20999146;04902;CF;No;AUSIAS MARCH direccion PERIS Y VALERO;https://camaras.valencia.es/camaras/visualizador.html?id=04902;"{""coordinates"": [-0.3710377109779598, 39.45018891141686], ""type"": ""Point""}";39.45018891141686, -0.3710377109779598
114969;232.25;05505;CF;No;IBIZA direccion MENORCA;https://camaras.valencia.es/camaras/visualizador.html?id=05505;"{""coordinates"": [-0.33878588370066526, 39.461654673648944], ""type"": ""Point""}";39.461654673648944, -0.33878588370066526
114970;37.45999908;04202;CF;No;ARCHIDUQUE CARLOS direccion AV. CID;https://camaras.valencia.es/camaras/visualizador.html?id=04202;"{""coordinates"": [-0.3958067622117134, 39.46413006148954], ""type"": ""Point""}";39.46413006148954, -0.3958067622117134
114971;84.65000153;04205;CF;No;TRES FORQUES direccion PEREZ GALDOS;https://camaras.valencia.es/camaras/visualizador.html?id=04205;"{""coordinates"": [-0.3957823135001777, 39.464081316389816], ""type"": ""Point""}";39.464081316389816, -0.3957823135001777
114972;0.0;05924;CF;Sl;Clariano Salida;https://camaras.valencia.es/camaras/visualizador.html?id=05924;"{""coordinates"": [-0.3513063248463949, 39.481443589200396], ""type"": ""Point""}";39.481443589200396, -0.3513063248463949
114975;0.0;05902;CF;Si;V-21 direccion P.I. AV.CATALUiA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05902;"{""coordinates"": [-0.35370949754792946, 39.47980965180501], ""type"": ""Point""}";39.47980965180501, -0.35370949754792946
114979;239.61999512;12305;CF;No;JOAQUIN BALLESTER direccion RICARDO MICO;https://camaras.valencia.es/camaras/visualizador.html?id=12305;"{""coordinates"": [-0.3861020230003762, 39.484740821089105], ""type"": ""Point""}";39.484740821089105, -0.3861020230003762
114983;359.57000732;13002;CF;No;CAMINO DE MONCADA direccion POBLE NOU;https://camaras.valencia.es/camaras/visualizador.html?id=13002;"{""coordinates"": [-0.3812978615493279, 39.49868751774997], ""type"": ""Point""}";39.49868751774997, -0.3812978615493279
114984;0.0;13403;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=13403;"{""coordinates"": [-0.33269376871147033, 39.459364081910515], ""type"": ""Point""}";39.459364081910515, -0.33269376871147033
114985;103.76000214;10104;CF;No;AV. FRANCIA direccion PL. EUROPA;https://camaras.valencia.es/camaras/visualizador.html?id=10104;"{""coordinates"": [-0.35730812554956476, 39.46147654101392], ""type"": ""Point""}";39.46147654101392, -0.35730812554956476
114986;126.63999939;10105;CF;No;PASEO DE LA ALAMEDA direccion PL. EUROPA;https://camaras.valencia.es/camaras/visualizador.html?id=10105;"{""coordinates"": [-0.3573264477352671, 39.46143461637438], ""type"": ""Point""}";39.46143461637438, -0.3573264477352671
114988;307.17001343;10205;CF;No;PASEO DE LA ALAMEDA direccion PL. EUROPA;https://camaras.valencia.es/camaras/visualizador.html?id=10205;"{""coordinates"": [-0.3478775023129754, 39.45608788417357], ""type"": ""Point""}";39.45608788417357, -0.3478775023129754
114989;184.91999817;12104;CF;No;AUSIAS MARCH direccion V-31 (PISTA DE SILLA);https://camaras.valencia.es/camaras/visualizador.html?id=12104;"{""coordinates"": [-0.3687478430236689, 39.446659871753006], ""type"": ""Point""}";39.446659871753006, -0.3687478430236689
114990;93.97000122;12203;CF;No;RUAYA direccion SAGUNTO;https://camaras.valencia.es/camaras/visualizador.html?id=12203;"{""coordinates"": [-0.37854384436250027, 39.48567467202657], ""type"": ""Point""}";39.48567467202657, -0.37854384436250027
114994;0.0;00107;CF;No;M. Turia - H. Cortes (Germanias);https://camaras.valencia.es/camaras/visualizador.html?id=00107;"{""coordinates"": [-0.3700712899373348, 39.46667432777548], ""type"": ""Point""}";39.46667432777548, -0.3700712899373348
114997;16.0;11403;CF;No;PIO BAROJA direccion MAESTRO RODRIGO;https://camaras.valencia.es/camaras/visualizador.html?id=11403;"{""coordinates"": [-0.40771092872887976, 39.48079489723287], ""type"": ""Point""}";39.48079489723287, -0.40771092872887976
114998;58.13999939;11402;CF;No;GENERAL AVILES direccion MAESTRO RODRIGO;https://camaras.valencia.es/camaras/visualizador.html?id=11402;"{""coordinates"": [-0.4076413643560115, 39.48074604902965], ""type"": ""Point""}";39.48074604902965, -0.4076413643560115
115009;0.0;07205;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07205;"{""coordinates"": [-0.37518247973541363, 39.491847095605685], ""type"": ""Point""}";39.491847095605685, -0.37518247973541363
115010;181.55000305;14002;CF;No;CAMINO VIEJO NAZARET direccion NORTE;https://camaras.valencia.es/camaras/visualizador.html?id=14002;"{""coordinates"": [-0.341115748002227, 39.45131828364867], ""type"": ""Point""}";39.45131828364867, -0.341115748002227
115011;18.55999947;14003;CF;No;DE LES MORERES direccion CAMINO CANAL;https://camaras.valencia.es/camaras/visualizador.html?id=14003;"{""coordinates"": [-0.3410485986923878, 39.45127818989382], ""type"": ""Point""}";39.45127818989382, -0.3410485986923878
115013;54.45000076;14102;CF;No;AV. CATALUnA  direccion V-21;https://camaras.valencia.es/camaras/visualizador.html?id=14102;"{""coordinates"": [-0.35275552365164103, 39.4810637423161], ""type"": ""Point""}";39.4810637423161, -0.35275552365164103
115014;205.6499939;14104;CF;No;AV. CATALUnA direccion BLASCO IBAAEZ;https://camaras.valencia.es/camaras/visualizador.html?id=14104;"{""coordinates"": [-0.35285176765678816, 39.48100278352003], ""type"": ""Point""}";39.48100278352003, -0.35285176765678816
115015;127.31999969;14103;CF;No;CLARIANO  direccion BLASCO IBAIEZ;https://camaras.valencia.es/camaras/visualizador.html?id=14103;"{""coordinates"": [-0.3527926157936483, 39.480999183794395], ""type"": ""Point""}";39.480999183794395, -0.3527926157936483
115016;22.34000015;14202;CF;No;PAVIA direccion PASEO MARITIMO;https://camaras.valencia.es/camaras/visualizador.html?id=14202;"{""coordinates"": [-0.32507712910936976, 39.46750993834337], ""type"": ""Point""}";39.46750993834337, -0.32507712910936976
115017;180.0;14203;CF;No;EUGENIA VInES direccion PASEO NEPTUNO;https://camaras.valencia.es/camaras/visualizador.html?id=14203;"{""coordinates"": [-0.3250860091543402, 39.46740861437302], ""type"": ""Point""}";39.46740861437302, -0.3250860091543402
115019;0.0;07905;CF;;;https://camaras.valencia.es/camaras/visualizador.html?id=07905;"{""coordinates"": [-0.3844838110383852, 39.47037005710513], ""type"": ""Point""}";39.47037005710513, -0.3844838110383852
115020;16.38999939;14402;CF;No;SAN VICENTE MARTIR direccion DOCTOR TOMAS SALA;https://camaras.valencia.es/camaras/visualizador.html?id=14402;"{""coordinates"": [-0.38810605903132356, 39.44202181687747], ""type"": ""Point""}";39.44202181687747, -0.38810605903132356
115022;190.3500061;14403;CF;No;JOSE SOTO MICO direccion CARRETERA REAL DE MADRID;https://camaras.valencia.es/camaras/visualizador.html?id=14403;"{""coordinates"": [-0.388137498590448, 39.44192360619675], ""type"": ""Point""}";39.44192360619675, -0.388137498590448
115023;212.33000183;00607;CF;No;JESUS - GUILLEM DE CASTRO direccion RAMON Y CAJAL;https://camaras.valencia.es/camaras/visualizador.html?id=00607;"{""coordinates"": [-0.3812950765426111, 39.46857783446063], ""type"": ""Point""}";39.46857783446063, -0.3812950765426111
115025;277.05999756;12404;CF;No;CAMINO DE FARINOS direccion AV. VALLADOLID;https://camaras.valencia.es/camaras/visualizador.html?id=12404;"{""coordinates"": [-0.35286370142008555, 39.487910782420876], ""type"": ""Point""}";39.487910782420876, -0.35286370142008555
115029;0.0;13201;CF;No;A. SALER direccion P.I. BULEVER SUR - ANTONIO FERRANDIS;https://camaras.valencia.es/camaras/visualizador.html?id=13201;"{""coordinates"": [-0.371614759844166, 39.44497540632738], ""type"": ""Point""}";39.44497540632738, -0.371614759844166
115036;58.66999817;13206;CF;Si;P.I. FDO. ABRIL MARTORELL - ANTONIO FERRANDIS direccion AV.PROF. LOPEZ PI;https://camaras.valencia.es/camaras/visualizador.html?id=13206;"{""coordinates"": [-0.367238032081174, 39.44684423586622], ""type"": ""Point""}";39.44684423586622, -0.367238032081174
114390;208.55000305;05605;CF;No;GASPAR AGUILAR direccion TRES CRUCES;https://camaras.valencia.es/camaras/visualizador.html?id=05605;"{""coordinates"": [-0.390263492536969, 39.45652496416062], ""type"": ""Point""}";39.45652496416062, -0.390263492536969
114397;250.63999939;03804;CF;No;PUENTE DEL ANGEL CUSTODIO direccion PERIS Y VALERO;https://camaras.valencia.es/camaras/visualizador.html?id=03804;"{""coordinates"": [-0.3583974061714399, 39.46359440575073], ""type"": ""Point""}";39.46359440575073, -0.3583974061714399
114412;0.0;14306;CF;Si;P.I. TRES FORQUES - CIUDAD ROS CASARES direccion P.I. TRES FORQUES - CIUDAD ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14306;"{""coordinates"": [-0.41413692816721864, 39.46312163333642], ""type"": ""Point""}";39.46312163333642, -0.41413692816721864
114417;263.19000244;14301;CF;Si;P.I TRES FORQUES  - ROS CASARES direccion P.I TRES FORQUES  - ROS CASARES;https://camaras.valencia.es/camaras/visualizador.html?id=14301;"{""coordinates"": [-0.41101657655228735, 39.463331528365245], ""type"": ""Point""}";39.463331528365245, -0.41101657655228735
114426;312.45001221;07403;CF;No;AUTOPISTA DEL SALER direccion PROFESOR LOPEZ PIAERO (PUENTE DE MONTEOLIVETE);https://camaras.valencia.es/camaras/visualizador.html?id=07403;"{""coordinates"": [-0.35172932179561717, 39.453325519606295], ""type"": ""Point""}";39.453325519606295, -0.35172932179561717
114439;329.67001343;04503;CF;No;GENERAL URRUTIA direccion AV. DE LA PLATA;https://camaras.valencia.es/camaras/visualizador.html?id=04503;"{""coordinates"": [-0.36147182508362147, 39.45423789972993], ""type"": ""Point""}";39.45423789972993, -0.36147182508362147
114451;0.0;05921;CF;Si;CLARIANO direccion P.I. AV.CATALUAA - CLARIANO;https://camaras.valencia.es/camaras/visualizador.html?id=05921;"{""coordinates"": [-0.3515576156400226, 39.48027475610939], ""type"": ""Point""}";39.48027475610939, -0.3515576156400226
114458;314.98999023;07902;CF;Si;P.I. GUILLEM DE CASTRO - ANGEL GUIMERA direccion ANGEL GUIMERA;https://camaras.valencia.es/camaras/visualizador.html?id=07902;"{""coordinates"": [-0.3830727335198311, 39.47019613110703], ""type"": ""Point""}";39.47019613110703, -0.3830727335198311
114464;57.00999832;11803;CF;No;CAMP DE TURIA direccion CORTES VALENCIANAS;https://camaras.valencia.es/camaras/visualizador.html?id=11803;"{""coordinates"": [-0.40795337539395315, 39.492259435473166], ""type"": ""Point""}";39.492259435473166, -0.40795337539395315
114466;63.0;11903;CF;No;LA SAFOR direccion CORTES VALENCIANAS;https://camaras.valencia.es/camaras/visualizador.html?id=11903;"{""coordinates"": [-0.4048077312255048, 39.487884810743125], ""type"": ""Point""}";39.487884810743125, -0.4048077312255048
114467;150.27000427;12304;CF;No;PADRE FERRIS direccion PUENTE DE LAS ARTES;https://camaras.valencia.es/camaras/visualizador.html?id=12304;"{""coordinates"": [-0.3860211113412468, 39.484706569319215], ""type"": ""Point""}";39.484706569319215, -0.3860211113412468
114469;32.86999893;12502;CF;No;DR. J.J. DOMINE direccion PL. ARMADA ESPASOLA;https://camaras.valencia.es/camaras/visualizador.html?id=12502;"{""coordinates"": [-0.3328643493475968, 39.45999761827598], ""type"": ""Point""}";39.45999761827598, -0.3328643493475968
114476;147.66999817;12703;CF;No;RONDA NORTE direccion AV. CATALU A;https://camaras.valencia.es/camaras/visualizador.html?id=12703;"{""coordinates"": [-0.35714708909256565, 39.49436116290002], ""type"": ""Point""}";39.49436116290002, -0.35714708909256565
114478;231.69999695;12705;CF;No;ALFAHUIR direccion ALMAZORA;https://camaras.valencia.es/camaras/visualizador.html?id=12705;"{""coordinates"": [-0.3572238200668108, 39.49438290758293], ""type"": ""Point""}";39.49438290758293, -0.3572238200668108
114479;289.83999634;12706;CF;No;HERMANOS MACHADO direccion AV. CONSTITUCION;https://camaras.valencia.es/camaras/visualizador.html?id=12706;"{""coordinates"": [-0.357227951032217, 39.49443038751942], ""type"": ""Point""}";39.49443038751942, -0.357227951032217
114481;188.83000183;12804;CF;No;AV. CONSTITUCION direccion PL. DON BOSCO;https://camaras.valencia.es/camaras/visualizador.html?id=12804;"{""coordinates"": [-0.37040136566145326, 39.49799890830573], ""type"": ""Point""}";39.49799890830573, -0.37040136566145326
114488;246.86000061;13402;CF;No;JUAN VERDEGUER direccion AV. BALEARES;https://camaras.valencia.es/camaras/visualizador.html?id=13402;"{""coordinates"": [-0.33278160285257674, 39.45938907008068], ""type"": ""Point""}";39.45938907008068, -0.33278160285257674
114492;357.60998535;13604;CF;No;EUGENIA VInES direccion PAVIA;https://camaras.valencia.es/camaras/visualizador.html?id=13604;"{""coordinates"": [-0.3248843689798402, 39.463279685780925], ""type"": ""Point""}";39.463279685780925, -0.3248843689798402
114518;89.5;00707;CF;No;SORNI - COLON direccion PL. AMERICA;https://camaras.valencia.es/camaras/visualizador.html?id=00707;"{""coordinates"": [-0.3704291715606015, 39.470275132055654], ""type"": ""Point""}";39.470275132055654, -0.3704291715606015
114525;328.1499939;00907;CF;No;FERNANDO EL CATOLICO DE SALIDA direccion PIO XII;https://camaras.valencia.es/camaras/visualizador.html?id=00907;"{""coordinates"": [-0.38477587923446116, 39.47035843238488], ""type"": ""Point""}";39.47035843238488, -0.38477587923446116
114625;7.17999983;11602;CF;No;CARTEROS direccion LLANERA DE RANES;https://camaras.valencia.es/camaras/visualizador.html?id=11602;"{""coordinates"": [-0.3898100518980129, 39.44730360440144], ""type"": ""Point""}";39.44730360440144, -0.3898100518980129
114626;122.18000031;10805;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10805;"{""coordinates"": [-0.35494204162077103, 39.455111971834796], ""type"": ""Point""}";39.455111971834796, -0.35494204162077103
114630;313.3999939;10819;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10819;"{""coordinates"": [-0.35324098529286124, 39.45457514977795], ""type"": ""Point""}";39.45457514977795, -0.35324098529286124
114631;134.27000427;10807;CF;Si;P.I. AUTOPISTA DEL SALER direccion CV-500 (AUTOPISTA DEL SALER);https://camaras.valencia.es/camaras/visualizador.html?id=10807;"{""coordinates"": [-0.3535126997378356, 39.45442125120349], ""type"": ""Point""}";39.45442125120349, -0.3535126997378356
114635;323.11999512;10816;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10816;"{""coordinates"": [-0.3517629276580306, 39.45333412299211], ""type"": ""Point""}";39.45333412299211, -0.3517629276580306
114636;310.83999634;10815;CF;Si;P.I. AUTOPISTA DEL SALER direccion ALCALDE REIG;https://camaras.valencia.es/camaras/visualizador.html?id=10815;"{""coordinates"": [-0.3513454136383597, 39.45284344970185], ""type"": ""Point""}";39.45284344970185, -0.3513454136383597
114641;150.25;11303;CF;No;MAESTRO RODRIGO direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=11303;"{""coordinates"": [-0.4016997833057155, 39.48322617649528], ""type"": ""Point""}";39.48322617649528, -0.4016997833057155
114646;104.45999908;11603;CF;No;DR. TOMAS SALA direccion SAN VICENTE MARTIR;https://camaras.valencia.es/camaras/visualizador.html?id=11603;"{""coordinates"": [-0.38976629785611877, 39.44724001033519], ""type"": ""Point""}";39.44724001033519, -0.38976629785611877
114647;284.60998535;11605;CF;No;DR. TOMAS SALA direccion GASPAR AGUILAR;https://camaras.valencia.es/camaras/visualizador.html?id=11605;"{""coordinates"": [-0.38989218163172146, 39.44726995392542], ""type"": ""Point""}";39.44726995392542, -0.38989218163172146
114651;85.59999847;06009;CF;Si;P.I. AV. CID direccion PL. ESPA A;https://camaras.valencia.es/camaras/visualizador.html?id=06009;"{""coordinates"": [-0.408526071608701, 39.46983743409682], ""type"": ""Point""}";39.46983743409682, -0.408526071608701
114656;329.6499939;06206;CF;Si;P.I. PEREZ GALDOS direccion PUENTE DE CAMPANAR;https://camaras.valencia.es/camaras/visualizador.html?id=06206;"{""coordinates"": [-0.39168363965660286, 39.46929938047436], ""type"": ""Point""}";39.46929938047436, -0.39168363965660286
114668;148.3500061;06311;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion FERNANDO EL CATOLICO;https://camaras.valencia.es/camaras/visualizador.html?id=06311;"{""coordinates"": [-0.3961317684061577, 39.48579409384966], ""type"": ""Point""}";39.48579409384966, -0.3961317684061577
114671;329.73001099;06305;CF;Si;P.I. PIO XII - CORTES VALENCIANAS direccion CV-35 (AUTOVIA DE ADEMUZ);https://camaras.valencia.es/camaras/visualizador.html?id=06305;"{""coordinates"": [-0.39671495696205344, 39.48676245450437], ""type"": ""Point""}";39.48676245450437, -0.39671495696205344
114681;57.15000153;06806;CF;No;JOAQUIN BALLESTER direccion PADRE FERRIS;https://camaras.valencia.es/camaras/visualizador.html?id=06806;"{""coordinates"": [-0.39286749491001466, 39.48140451243611], ""type"": ""Point""}";39.48140451243611, -0.39286749491001466
114684;198.66999817;06804;CF;No;AV. CAMPANAR direccion TIRSO DE MOLINA;https://camaras.valencia.es/camaras/visualizador.html?id=06804;"{""coordinates"": [-0.3929454321891764, 39.48133166808813], ""type"": ""Point""}";39.48133166808813, -0.3929454321891764
114686;328.38000488;06902;CF;No;MAESTRO RODRIGO direccion GENERAL AVILES;https://camaras.valencia.es/camaras/visualizador.html?id=06902;"{""coordinates"": [-0.3985103393513156, 39.47880608134621], ""type"": ""Point""}";39.47880608134621, -0.3985103393513156
114688;58.88999939;06905;CF;No;VALLE DE LA BALLESTERA direccion PIO XII;https://camaras.valencia.es/camaras/visualizador.html?id=06905;"{""coordinates"": [-0.39843577439681493, 39.478801168867804], ""type"": ""Point""}";39.478801168867804, -0.39843577439681493
114690;157.74000549;07004;CF;No;TRES CRUCES direccion ARCHIDUQUE CARLOS;https://camaras.valencia.es/camaras/visualizador.html?id=07004;"{""coordinates"": [-0.4056489495685545, 39.46352777073075], ""type"": ""Point""}";39.46352777073075, -0.4056489495685545
114699;227.02999878;05910;CF;Si;P.I. AV. CATALUeA (ENTRADA) direccion BLASCO IBALEZ;https://camaras.valencia.es/camaras/visualizador.html?id=05910;"{""coordinates"": [-0.34935901239729417, 39.482960671347925], ""type"": ""Point""}";39.482960671347925, -0.34935901239729417
114701;281.19000244;06002;CF;Si;P.I. AV. CID direccion A-3 (AUTOVIA DE MADRID);https://camaras.valencia.es/camaras/visualizador.html?id=06002;"{""coordinates"": [-0.40403525761287534, 39.4695809020208], ""type"": ""Point""}";39.4695809020208, -0.40403525761287534
