Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Led;;;2927;EUGENIA VINES - ESPADAN;117761;"{""coordinates"": [-0.32569488784631406, 39.47112044017235], ""type"": ""Point""}";39.47112044017235, -0.32569488784631406
Led;;;2928;MALVARROSA - SAN RAFAEL;117762;"{""coordinates"": [-0.32816332227810874, 39.478706892198936], ""type"": ""Point""}";39.478706892198936, -0.32816332227810874
Led;;;3005;EUGENIA VIRES - COLUMBRETES;117768;"{""coordinates"": [-0.32574130543099294, 39.46843420521155], ""type"": ""Point""}";39.46843420521155, -0.32574130543099294
Led;;;3006;MARTIN GRAJALES - FCO. EIXIMENIS;117769;"{""coordinates"": [-0.33288447287931117, 39.468635122808934], ""type"": ""Point""}";39.468635122808934, -0.33288447287931117
Led;;;3011;DR. LLUCH - MEDITERRANEO;117771;"{""coordinates"": [-0.3283562256585743, 39.46782148923543], ""type"": ""Point""}";39.46782148923543, -0.3283562256585743
Led;;;3017;DR. LLUCH - TRAVESIA IGLESIA DEL ROSARIO;117777;"{""coordinates"": [-0.3288544549069648, 39.4643868307466], ""type"": ""Point""}";39.4643868307466, -0.3288544549069648
Led;;;3018;FUENTE PODRIDA - VIRGEN DEL SUFRAGIO;117778;"{""coordinates"": [-0.327978245216098, 39.46691354721322], ""type"": ""Point""}";39.46691354721322, -0.327978245216098
Led;;;3020;REINA - AMPARO GUILLEM;117780;"{""coordinates"": [-0.32868443105447415, 39.46899467405277], ""type"": ""Point""}";39.46899467405277, -0.32868443105447415
Led;;;3021;DR. LLUCH - JUSTO VILAR;117781;"{""coordinates"": [-0.32845062369760863, 39.467107194827314], ""type"": ""Point""}";39.467107194827314, -0.32845062369760863
Led;;;3023;DR. LLUCH - TRAVESIA DEL TEATRO;117783;"{""coordinates"": [-0.32863483842376207, 39.46599560769097], ""type"": ""Point""}";39.46599560769097, -0.32863483842376207
Led;;;3025;FUENTE PODRIDA - DR. MARCOS SOPENA;117785;"{""coordinates"": [-0.32787078004673464, 39.46320740490682], ""type"": ""Point""}";39.46320740490682, -0.32787078004673464
Led;;;3029;EUGENIA VIEES - DR. MARCO SOPENA;117788;"{""coordinates"": [-0.3251138519107333, 39.46349955606171], ""type"": ""Point""}";39.46349955606171, -0.3251138519107333
Led;;;3032;FUENTE PODRIDA - VICENTE GALLART;117791;"{""coordinates"": [-0.3282176694839549, 39.46537990972242], ""type"": ""Point""}";39.46537990972242, -0.3282176694839549
Led;;;3104;AVDA. DEL PUERTO - PADRE PORTA;117795;"{""coordinates"": [-0.3355693015368458, 39.46073739317148], ""type"": ""Point""}";39.46073739317148, -0.3355693015368458
Led;;;3106;AVDA. DEL PUERTO - TRIB.DE LES AIGUES;117797;"{""coordinates"": [-0.3330923696805034, 39.45976015536074], ""type"": ""Point""}";39.45976015536074, -0.3330923696805034
Led;;;3116;CNO. DEL CANAL - CNO. VIEJO DE LA PUNTA;117805;"{""coordinates"": [-0.33559315064100503, 39.44696705925663], ""type"": ""Point""}";39.44696705925663, -0.33559315064100503
Led;;;3120;JUAN VERDEGUER - ISAAC PERAL;117809;"{""coordinates"": [-0.33898404053929637, 39.45903171702368], ""type"": ""Point""}";39.45903171702368, -0.33898404053929637
Led;;;3201;PAVIA - COLUMBRETES;117812;"{""coordinates"": [-0.3249354888148407, 39.4683278235173], ""type"": ""Point""}";39.4683278235173, -0.3249354888148407
Led;;;3204;PAVIA - ESPADAN;117815;"{""coordinates"": [-0.3248524566666071, 39.47108303258438], ""type"": ""Point""}";39.47108303258438, -0.3248524566666071
Led;;;3207;PAVIA - ACEQUIA CADENA;117818;"{""coordinates"": [-0.3248448670580072, 39.474762830551], ""type"": ""Point""}";39.474762830551, -0.3248448670580072
Led;;;3301;SERRERIA - F. SALVADOR - J. AGUIRRE;117823;"{""coordinates"": [-0.33805649179391595, 39.462468666187696], ""type"": ""Point""}";39.462468666187696, -0.33805649179391595
Led;;;3307;ARQUITECTO ALFARO - FCO. CUBELLS;117826;"{""coordinates"": [-0.3351021839091318, 39.463348228899534], ""type"": ""Point""}";39.463348228899534, -0.3351021839091318
Led;;;3311;SERRERIA - PEDRO DE VALENCIA;117829;"{""coordinates"": [-0.33471339145475076, 39.4685826721504], ""type"": ""Point""}";39.4685826721504, -0.33471339145475076
Led;;;3312;FRANCISCO CUBELLS - FRANCISCO BALDOMA;117830;"{""coordinates"": [-0.3335264484542459, 39.46328424801085], ""type"": ""Point""}";39.46328424801085, -0.3335264484542459
Led;;;3313;FRANCISCO CUBELLS - SAN PASCUAL;117831;"{""coordinates"": [-0.33276351089572254, 39.46316404055091], ""type"": ""Point""}";39.46316404055091, -0.33276351089572254
Led;;;3316;FRANCISCO CUBELLS - J.J. DOMINE;117834;"{""coordinates"": [-0.33045924058001275, 39.46284032934038], ""type"": ""Point""}";39.46284032934038, -0.33045924058001275
Led;;;3403;RAFAEL FERRERES  - RICARDO MUNOZ SUAY;117836;"{""coordinates"": [-0.35843799407508664, 39.45271397482515], ""type"": ""Point""}";39.45271397482515, -0.35843799407508664
Led;;;3801;AVDA. CORTES VALENCIANAS (VIA DE SERVICIO) - CAMP DE TURIA;117839;"{""coordinates"": [-0.4017981557896631, 39.494258222073725], ""type"": ""Point""}";39.494258222073725, -0.4017981557896631
Led;;;3809;NICASIO BENLLOCH - CAMP DEL TURIA;117844;"{""coordinates"": [-0.40011059774447905, 39.49542341952094], ""type"": ""Point""}";39.49542341952094, -0.40011059774447905
Led;;;3812;CAMP DEL TURIA - CIUDAD DE CORDOBA;117847;"{""coordinates"": [-0.4039206634761252, 39.49377639650891], ""type"": ""Point""}";39.49377639650891, -0.4039206634761252
Led;;;3815;NICASIO BENLLOCH - BENICADELL;117850;"{""coordinates"": [-0.3948524526829052, 39.490317656499805], ""type"": ""Point""}";39.490317656499805, -0.3948524526829052
Led;;;3818;NICASIO BENLLOCH - SERRATELLA;117853;"{""coordinates"": [-0.39729245143507813, 39.49253030403237], ""type"": ""Point""}";39.49253030403237, -0.39729245143507813
Led;;;3819;MAESTRO RODRIGO - CAMP DEL TURIA;117854;"{""coordinates"": [-0.40770881631289146, 39.49198830978642], ""type"": ""Point""}";39.49198830978642, -0.40770881631289146
Led;;;3832;AVDA. CORTES VALENCIANAS - CAMP DE TURIA;117857;"{""coordinates"": [-0.40310620421186344, 39.49428124777566], ""type"": ""Point""}";39.49428124777566, -0.40310620421186344
Led;;;3902;BALEARES - DAMA DE ELCHE;117859;"{""coordinates"": [-0.3444095223410789, 39.45993363363738], ""type"": ""Point""}";39.45993363363738, -0.3444095223410789
Led;;;3906;BALEARES - ESCULTOR VICENT BELTRAN GRIMALT;117863;"{""coordinates"": [-0.34912599819560775, 39.461138308571], ""type"": ""Point""}";39.461138308571, -0.34912599819560775
Led;;;3907;AVD. BALEARES - ALFRED TORAN I OLMOS;117864;"{""coordinates"": [-0.3503265943527857, 39.46151351640096], ""type"": ""Point""}";39.46151351640096, -0.3503265943527857
Led;;;3908;AVDA. FRANCIA - ALFRED TORAN I OLMOS (NORTE);117865;"{""coordinates"": [-0.3504548938778273, 39.45996990549944], ""type"": ""Point""}";39.45996990549944, -0.3504548938778273
Led;;;3909;AVDA. FRANCIA - ALFRED TORAN I OLMOS (SUR);117866;"{""coordinates"": [-0.3505454097946497, 39.459933591685605], ""type"": ""Point""}";39.459933591685605, -0.3505454097946497
Led;;;3910;FRANCIA - PINTOR MAELLA;117867;"{""coordinates"": [-0.34800729424477267, 39.459372111264756], ""type"": ""Point""}";39.459372111264756, -0.34800729424477267
Led;;;3912;AV. FRANCIA - TRAFALGAR SUR;117869;"{""coordinates"": [-0.3459142769318209, 39.45892497278162], ""type"": ""Point""}";39.45892497278162, -0.3459142769318209
Hal5gena/Incandescencia;;;4005;AVDA. ECUADOR - GENERAL LLORENS;117881;"{""coordinates"": [-0.38658599400196736, 39.49255304771853], ""type"": ""Point""}";39.49255304771853, -0.38658599400196736
Hal1gena/Incandescencia;;;4011;AVENIDA ECUADOR - MIGUEL GALAN;117887;"{""coordinates"": [-0.39288762934634514, 39.49594543354178], ""type"": ""Point""}";39.49594543354178, -0.39288762934634514
Hal5gena/Incandescencia;;;4105;;117893;"{""coordinates"": [-0.38647474642778545, 39.447061541069836], ""type"": ""Point""}";39.447061541069836, -0.38647474642778545
Led;;;4107;DR TOMAS SALA - SAN VICENTE;117895;"{""coordinates"": [-0.3867983072987855, 39.446547024111545], ""type"": ""Point""}";39.446547024111545, -0.3867983072987855
Led;;;4110;PRIMERO DE MAYO - CARTEROS (1925);117898;"{""coordinates"": [-0.389547047809022, 39.44909937623744], ""type"": ""Point""}";39.44909937623744, -0.389547047809022
Led;;;4113;SAN VICENTE - TOMAS DE VILLAROYA (1918);117900;"{""coordinates"": [-0.38603700167234717, 39.44774573812543], ""type"": ""Point""}";39.44774573812543, -0.38603700167234717
Hal2gena/Incandescencia;;;4202;ALFAHUIR - RVDO. JOSE MARIA PINAZO;117904;"{""coordinates"": [-0.36553852450171764, 39.48928971489688], ""type"": ""Point""}";39.48928971489688, -0.36553852450171764
Hal4gena/Incandescencia;;;4204;ALFAHUIR - CIRCULO BELLAS ARTES;117906;"{""coordinates"": [-0.36304804089948156, 39.49070948690557], ""type"": ""Point""}";39.49070948690557, -0.36304804089948156
Hal3gena/Incandescencia;;;4213;ALFAHUIR - DIPUTADA CLARA CAMPOAMOR;117915;"{""coordinates"": [-0.36594838429460963, 39.48972944529277], ""type"": ""Point""}";39.48972944529277, -0.36594838429460963
Hal4gena/Incandescencia;;;4214;AVDA. ALFAHUIR - PASO DE PEATONES TRANVIA;117916;"{""coordinates"": [-0.36593421521002684, 39.489454987554225], ""type"": ""Point""}";39.489454987554225, -0.36593421521002684
Led;;;4309;ANTONIO FERRANDIS - FUENTE SAN LUIS;117928;"{""coordinates"": [-0.3671148714641656, 39.447155493238036], ""type"": ""Point""}";39.447155493238036, -0.3671148714641656
Led;;;4312;ENTRADA NOROESTE HOSPITAL LA FE;117931;"{""coordinates"": [-0.3783610064613998, 39.44488209618124], ""type"": ""Point""}";39.44488209618124, -0.3783610064613998
Led;;;4313;PP EDIFICIO ADMINISTRACION LA FE;117932;"{""coordinates"": [-0.3774920319996633, 39.444643037740676], ""type"": ""Point""}";39.444643037740676, -0.3774920319996633
Led;;;4316;PP ESTE - VIA SERVICIO DEL. LA FE;117935;"{""coordinates"": [-0.37159915940537797, 39.44404957723979], ""type"": ""Point""}";39.44404957723979, -0.37159915940537797
Led;;;4317;SALIDA ESTE HOSPITAL LA FE;117936;"{""coordinates"": [-0.3714206114969244, 39.444820748637284], ""type"": ""Point""}";39.444820748637284, -0.3714206114969244
Hal1gena/Incandescencia;;;4401;AV. H. MACHADO - Ce MONCADA(NORTE);117938;"{""coordinates"": [-0.3809654595884105, 39.49885344431058], ""type"": ""Point""}";39.49885344431058, -0.3809654595884105
Hal2gena/Incandescencia;;;4402;AV. H. MACHADO - Ce MONCADA(SUR);117939;"{""coordinates"": [-0.3811610096887541, 39.4983403883736], ""type"": ""Point""}";39.4983403883736, -0.3811610096887541
Hal3gena/Incandescencia;;;4403;AV. H. MACHADO - OP. CONDE TORREFIEL;117940;"{""coordinates"": [-0.378164390408356, 39.49943358707721], ""type"": ""Point""}";39.49943358707721, -0.378164390408356
Hal2gena/Incandescencia;;;4412;AV. H. MACHADO - S. VICENTE PAUL;117949;"{""coordinates"": [-0.36361924341913004, 39.49603815224689], ""type"": ""Point""}";39.49603815224689, -0.36361924341913004
Hal3gena/Incandescencia;;;4413;AV. H. MACHADO - OP. S. VICENTE PAUL;117950;"{""coordinates"": [-0.3635533469696045, 39.496314126449505], ""type"": ""Point""}";39.496314126449505, -0.3635533469696045
Hal5gena/Incandescencia;;;4415;AV. H. MACHADO - OP. GENOVEVA TORRES;117952;"{""coordinates"": [-0.3607452546089479, 39.49549958581043], ""type"": ""Point""}";39.49549958581043, -0.3607452546089479
Hal8gena/Incandescencia;;;4418;SAN VICENTE DE PAUL - PASO DE PEATONES;117954;"{""coordinates"": [-0.3648479313869078, 39.495158303282494], ""type"": ""Point""}";39.495158303282494, -0.3648479313869078
Hal7gena/Incandescencia;;;4507;C/ DE LES MORERES - C/ DELS LLAURADORS;117962;"{""coordinates"": [-0.3397098692584457, 39.45146953093803], ""type"": ""Point""}";39.45146953093803, -0.3397098692584457
Hal9gena/Incandescencia;;;4509;C/ LES BARRAQUES DEL FIGUERO - C/ L'ALQUERRA DEL FAVERO;117964;"{""coordinates"": [-0.3382298335202483, 39.4502884678507], ""type"": ""Point""}";39.4502884678507, -0.3382298335202483
Led;;;5001;CAMPAMENTO - COLEGIO;117967;"{""coordinates"": [-0.42415258734593314, 39.50085779496002], ""type"": ""Point""}";39.50085779496002, -0.42415258734593314
Led;;;5005;DOCTOR ANDRES PIQUER - PLAZA EL SOLADOR (MASSARROJOS);117970;"{""coordinates"": [-0.40418644894270794, 39.538936766220125], ""type"": ""Point""}";39.538936766220125, -0.40418644894270794
Led;;;5006;DR. ANDRES PIQUER - PEDRERA (MASSARROJOS);117971;"{""coordinates"": [-0.4029029677870507, 39.53976742175354], ""type"": ""Point""}";39.53976742175354, -0.4029029677870507
Led;;;5012;CASAS DE BARCENA NN65;117976;"{""coordinates"": [-0.35834214854588614, 39.52089111117538], ""type"": ""Point""}";39.52089111117538, -0.35834214854588614
Led;;;5015;CAMINO MONCADA 205 (Paso de Peatones Poble Nou);117978;"{""coordinates"": [-0.38355585734871356, 39.503896357762265], ""type"": ""Point""}";39.503896357762265, -0.38355585734871356
Led;;;5016;CAMINO MONCADA N0 262 (control velocidad Poble Nou);117979;"{""coordinates"": [-0.38423253337585966, 39.507641312818976], ""type"": ""Point""}";39.507641312818976, -0.38423253337585966
Led;;;5019;AV DE LAS FERIAS - AVE MARIA;117981;"{""coordinates"": [-0.42530459161985806, 39.50381633141897], ""type"": ""Point""}";39.50381633141897, -0.42530459161985806
Led;;;5026;CD PASO INFERIOR FERIA MUESTRAS DE BURJASSOT A PATERNA;117984;"{""coordinates"": [-0.42720222340321146, 39.503160993707944], ""type"": ""Point""}";39.503160993707944, -0.42720222340321146
Led;;;5306;CRA. DEL RIU - CAMI LE ANOUERS;117987;"{""coordinates"": [-0.3429898836634197, 39.43169082081066], ""type"": ""Point""}";39.43169082081066, -0.3429898836634197
Led;;;5309;TUNEL DE PINEDO;117990;"{""coordinates"": [-0.3415201762932506, 39.424888905562156], ""type"": ""Point""}";39.424888905562156, -0.3415201762932506
Led;;;5312;AV. PINARES - HISTORIADOR BETI;117991;"{""coordinates"": [-0.33257009936237897, 39.383735021316085], ""type"": ""Point""}";39.383735021316085, -0.33257009936237897
Led;;;5404;GRABADOR JORDA - CURA PALANCA;117994;"{""coordinates"": [-0.36738989422408563, 39.444636372000886], ""type"": ""Point""}";39.444636372000886, -0.36738989422408563
Led;;;5410;CRISTO DEL REFUGIO - CTRA. DEL PI (CASTELLAR);117997;"{""coordinates"": [-0.36425111680287925, 39.42636687359841], ""type"": ""Point""}";39.42636687359841, -0.36425111680287925
Led;;;5514;CARRETERA DE ALBA - CAMINO SABONER;118009;"{""coordinates"": [-0.3965103140085037, 39.43600397869212], ""type"": ""Point""}";39.43600397869212, -0.3965103140085037
Led;;;0324;BURRIANA - JOAQUIN COSTA;118012;"{""coordinates"": [-0.366438455374466, 39.46538650320891], ""type"": ""Point""}";39.46538650320891, -0.366438455374466
Led;;;1607;ISLAS CANARIAS - NOGUERA;118014;"{""coordinates"": [-0.3418400070585678, 39.461715831301625], ""type"": ""Point""}";39.461715831301625, -0.3418400070585678
Hal8gena/Incandescencia;;;2028;;118016;"{""coordinates"": [-0.35023747769978236, 39.47484012994055], ""type"": ""Point""}";39.47484012994055, -0.35023747769978236
Led;;;5302;PASO DE PEATONES AV. DE LAS GAVIOTAS 107 (PERELLONET);118017;"{""coordinates"": [-0.2916108179652131, 39.30192012704657], ""type"": ""Point""}";39.30192012704657, -0.2916108179652131
Led;;;5305;PASO DE PEATONES AV. DE LAS GAVIOTAS 197 (PERELLONET);118018;"{""coordinates"": [-0.2855020481698151, 39.29145303891759], ""type"": ""Point""}";39.29145303891759, -0.2855020481698151
Led;;;2317;ISLA CABRERA - VICENT MIGUEL CARCELLER (PERIODISTA);118021;"{""coordinates"": [-0.37638538673751565, 39.448685188080596], ""type"": ""Point""}";39.448685188080596, -0.37638538673751565
Led;;;2320;PIANISTA MARTINEZ CARRASCO - INGENIERO JOAQUIN BENLLOCH;118023;"{""coordinates"": [-0.37169672016825217, 39.44684604946345], ""type"": ""Point""}";39.44684604946345, -0.37169672016825217
Led;;;2321;PIANISTA MARTINEZ CARRASCO - JUAN RAMON JIMENEZ;118025;"{""coordinates"": [-0.37057093611481695, 39.447317602962286], ""type"": ""Point""}";39.447317602962286, -0.37057093611481695
Led;;;5301;PASO DE PEATONES AV. DE LAS GAVIOTAS 59 (PERELLONET);118026;"{""coordinates"": [-0.2942828610569746, 39.305079555681516], ""type"": ""Point""}";39.305079555681516, -0.2942828610569746
Led;;;5320;PASO DE PEATONES AV DE LAS GAVIOTAS 269 (PERELLONET);118031;"{""coordinates"": [-0.2803419056116136, 39.28253581022228], ""type"": ""Point""}";39.28253581022228, -0.2803419056116136
Led;;;1914;GASPAR AGUILAR - PRIMERO DE MAYO;118033;"{""coordinates"": [-0.3941704788748658, 39.45060778443143], ""type"": ""Point""}";39.45060778443143, -0.3941704788748658
Led;;;0537;AV. FILIPINAS - PUERTO RICO;118034;"{""coordinates"": [-0.378372291393206, 39.46007518830491], ""type"": ""Point""}";39.46007518830491, -0.378372291393206
Led;;;0901;AVDA. DEL CID - ADEMUZ;118038;"{""coordinates"": [-0.4027261842806015, 39.46960723715357], ""type"": ""Point""}";39.46960723715357, -0.4027261842806015
Hal9gena/Incandescencia;;;3529;;118044;"{""coordinates"": [-0.4054558943777148, 39.46706240502664], ""type"": ""Point""}";39.46706240502664, -0.4054558943777148
Hal6gena/Incandescencia;;;4416;;118045;"{""coordinates"": [-0.35832512172204445, 39.49391138965952], ""type"": ""Point""}";39.49391138965952, -0.35832512172204445
Led;;;2902;;118049;"{""coordinates"": [-0.3293318843679365, 39.4819073467532], ""type"": ""Point""}";39.4819073467532, -0.3293318843679365
Hal8gena/Incandescencia;;;0718;;118053;"{""coordinates"": [-0.40327572493270203, 39.46380115905773], ""type"": ""Point""}";39.46380115905773, -0.40327572493270203
Led;;;2532;;118055;"{""coordinates"": [-0.38245760680418683, 39.469681928555964], ""type"": ""Point""}";39.469681928555964, -0.38245760680418683
Led;;;2918;Dr. lluch - En Vicent Guillot;118057;"{""coordinates"": [-0.3275229981073228, 39.47322216163434], ""type"": ""Point""}";39.47322216163434, -0.3275229981073228
Led;;;1701;MTRO. RODRIGO - AMADOR MARTINEZ ROCHINA (PP);118060;"{""coordinates"": [-0.4029897621558175, 39.485290915899505], ""type"": ""Point""}";39.485290915899505, -0.4029897621558175
Led;;;0519;FILIPINAS - OP.LITERATO AZORIN;118061;"{""coordinates"": [-0.37772115304159776, 39.45916141888052], ""type"": ""Point""}";39.45916141888052, -0.37772115304159776
Led;;;1217;Avda. Constitucion - Benipeixcar (PP);118068;"{""coordinates"": [-0.3772778644639386, 39.48731137730507], ""type"": ""Point""}";39.48731137730507, -0.3772778644639386
Led;;;0601;San Vicente - Amparo Iturbi;118070;"{""coordinates"": [-0.3838592605498265, 39.45512686424032], ""type"": ""Point""}";39.45512686424032, -0.3838592605498265
Led;;;2225;Bombero Ramon Duarte - Pintor Juan de Ribera;118071;"{""coordinates"": [-0.3646308402354046, 39.4516835981694], ""type"": ""Point""}";39.4516835981694, -0.3646308402354046
Led;;;2227;Angel de Villena - Pintor Sabater;118073;"{""coordinates"": [-0.366939539523191, 39.44896508517771], ""type"": ""Point""}";39.44896508517771, -0.366939539523191
Led;;;0307;MARQUES DEL TURIA - SALAMANCA;118077;"{""coordinates"": [-0.3658665717392168, 39.46829905561542], ""type"": ""Point""}";39.46829905561542, -0.3658665717392168
Led;;;2510;FERNANDO EL CATOLICO - PO PECHINA;118080;"{""coordinates"": [-0.3902033435909255, 39.47713273224322], ""type"": ""Point""}";39.47713273224322, -0.3902033435909255
Led;;;0306;MARQUES DEL TURIA - CISCAR;118083;"{""coordinates"": [-0.3669161782239987, 39.467770963645755], ""type"": ""Point""}";39.467770963645755, -0.3669161782239987
Led;;;1013;CAMPANAR - PIO XII;118094;"{""coordinates"": [-0.3925193156524921, 39.4818058801375], ""type"": ""Point""}";39.4818058801375, -0.3925193156524921
