Òptica / Óptica;Tipus Regulador / Tipo Regulador;Cod. Regulador;Cod. Encreuament / Cod. Cruce;Descripció / Descripción;OBJECTID;geo_shape;geo_point_2d
Hal4gena/Incandescencia;;;2114;TOMAS DE MONTAdANA - JUAN BAUTISTA MUNOZ;117576;"{""coordinates"": [-0.35222936278283284, 39.46373187102326], ""type"": ""Point""}";39.46373187102326, -0.35222936278283284
Hal5gena/Incandescencia;;;2115;ASTURIAS - RIO ESCALONA;117577;"{""coordinates"": [-0.3543145459211708, 39.463657561349834], ""type"": ""Point""}";39.463657561349834, -0.3543145459211708
Hal0gena/Incandescencia;;;2120;ISLAS CANARIAS - GAS LEBON;117582;"{""coordinates"": [-0.3503341022293548, 39.46485927429648], ""type"": ""Point""}";39.46485927429648, -0.3503341022293548
Led;;;2121;ALAMEDA - PTE. REINO DE VALENCIA;117583;"{""coordinates"": [-0.3566260428681429, 39.461371932054774], ""type"": ""Point""}";39.461371932054774, -0.3566260428681429
Led;;;2201;AV. DEL PROFESSOR L-PEZ PIIERO - UMBRACLE P.P.;117588;"{""coordinates"": [-0.3539868106090529, 39.45504131032788], ""type"": ""Point""}";39.45504131032788, -0.3539868106090529
Led;;;2203;PTE. DE MONTEOLIVETE - AV. DEL PROFESSOR LPPEZ PIOERO;117590;"{""coordinates"": [-0.3567835546142285, 39.456599417830404], ""type"": ""Point""}";39.456599417830404, -0.3567835546142285
Led;;;2205;INST. OBRERO VALENCIANO - PP;117592;"{""coordinates"": [-0.3577803699483503, 39.45562373029498], ""type"": ""Point""}";39.45562373029498, -0.3577803699483503
Led;;;2207;INST. OBRERO VALENCIANO - PL.VICENTE BALLESTER;117593;"{""coordinates"": [-0.35901970460991994, 39.455059300903095], ""type"": ""Point""}";39.455059300903095, -0.35901970460991994
Led;;;2208;INST. OBRERO VALENCIANO - RAFAEL FERRERES;117594;"{""coordinates"": [-0.35993427911701903, 39.454945218114275], ""type"": ""Point""}";39.454945218114275, -0.35993427911701903
Led;;;2210;HNOS. MARISTAS-RAMON DUART;117596;"{""coordinates"": [-0.36537374938393014, 39.45241628066088], ""type"": ""Point""}";39.45241628066088, -0.36537374938393014
Led;;;2213;AVDA. DE LA PLATA - ESCULTOR JOSE CAPUZ;117599;"{""coordinates"": [-0.3602323422646855, 39.45777426272646], ""type"": ""Point""}";39.45777426272646, -0.3602323422646855
Led;;;2220;AVDA. DE LA PLATA - AUSIAS MARCH;117604;"{""coordinates"": [-0.3722588968500448, 39.45243386697557], ""type"": ""Point""}";39.45243386697557, -0.3722588968500448
Led;;;2222;AVDA. DE LA PLATA - ALBEROLA;117606;"{""coordinates"": [-0.36884122758538235, 39.45413623603585], ""type"": ""Point""}";39.45413623603585, -0.36884122758538235
Led;;;2223;AVDA. DE LA PLATA - DR. WAKSMAN;117607;"{""coordinates"": [-0.3674751601149955, 39.45469258575056], ""type"": ""Point""}";39.45469258575056, -0.3674751601149955
Led;;;2224;DR. WAKSMAN - PUIGCAMPANA;117608;"{""coordinates"": [-0.369754423412445, 39.45563498109581], ""type"": ""Point""}";39.45563498109581, -0.369754423412445
Led;;;2307;ING. JOAQUIN BENLLOCH - AMPARO ITURBI;117615;"{""coordinates"": [-0.3769068508872139, 39.45421927517682], ""type"": ""Point""}";39.45421927517682, -0.3769068508872139
Led;;;2310;Ce MALILLA - AMPARO ITURBI;117618;"{""coordinates"": [-0.3783182486151578, 39.45427039983026], ""type"": ""Point""}";39.45427039983026, -0.3783182486151578
Led;;;2314;Ce MALILLA - ISLA CABRERA;117622;"{""coordinates"": [-0.3792980045172853, 39.44921206001462], ""type"": ""Point""}";39.44921206001462, -0.3792980045172853
Led;;;2403;Ce NUEVO DE PICASA - COETERS;117626;"{""coordinates"": [-0.4033533919188761, 39.4569490538156], ""type"": ""Point""}";39.4569490538156, -0.4033533919188761
Led;;;2404;Ce NUEVO DE PICASA - NICOLAU PRIMITIU;117627;"{""coordinates"": [-0.40333160518499483, 39.45696928741352], ""type"": ""Point""}";39.45696928741352, -0.40333160518499483
Led;;;2414;TRES CRUCES - CEMENTERIO;117635;"{""coordinates"": [-0.3968298399664502, 39.451506821640905], ""type"": ""Point""}";39.451506821640905, -0.3968298399664502
Led;;;2417;TRES CRUCES - BOLIVIA;117638;"{""coordinates"": [-0.40072121155627394, 39.45611437403968], ""type"": ""Point""}";39.45611437403968, -0.40072121155627394
Led;;;2420;AV. JOSE ROCA COLL - HUMANISTA MARINER;117641;"{""coordinates"": [-0.3962574367574454, 39.45776938056859], ""type"": ""Point""}";39.45776938056859, -0.3962574367574454
Led;;;2503;RAMON Y CAJAL - HISTORIADOR DIAGO;117645;"{""coordinates"": [-0.3833638440490621, 39.46783769375484], ""type"": ""Point""}";39.46783769375484, -0.3833638440490621
Led;;;2512;CD PASO INFERIOR NNGEL GUIMERO;117653;"{""coordinates"": [-0.38243458993525536, 39.46970059888202], ""type"": ""Point""}";39.46970059888202, -0.38243458993525536
Led;;;2514;GUILLEM DE CASTRO - MAESTRO PALAU;117655;"{""coordinates"": [-0.3838459697659664, 39.47169296702719], ""type"": ""Point""}";39.47169296702719, -0.3838459697659664
Led;;;2515;GUILLEM DE CASTRO - TRIADOR;117656;"{""coordinates"": [-0.3838581673229434, 39.47265772431605], ""type"": ""Point""}";39.47265772431605, -0.3838581673229434
Led;;;2520;GUILLEM DE CASTRO - PO PECHINA;117661;"{""coordinates"": [-0.38284959319618395, 39.480329519621066], ""type"": ""Point""}";39.480329519621066, -0.38284959319618395
Led;;;2526;Pe PECHINA - SANCHIS BERGON;117664;"{""coordinates"": [-0.38657100185792265, 39.47850493983404], ""type"": ""Point""}";39.47850493983404, -0.38657100185792265
Led;;;2527;ANGEL GUIMERA - FERNANDO EL CATOLICO (SALIDA);117665;"{""coordinates"": [-0.3851843942230759, 39.47011150443644], ""type"": ""Point""}";39.47011150443644, -0.3851843942230759
Hal8gena/Incandescencia;;;2608;BURJASOT - SAN MAURO;117673;"{""coordinates"": [-0.3984594131638581, 39.49715813126739], ""type"": ""Point""}";39.49715813126739, -0.3984594131638581
Hal3gena/Incandescencia;;;2613;FLORISTA - BENICADELL;117678;"{""coordinates"": [-0.3936322043353377, 39.49161881900359], ""type"": ""Point""}";39.49161881900359, -0.3936322043353377
Hal6gena/Incandescencia;;;2616;FLORISTA - SIERRA AGULLENT;117681;"{""coordinates"": [-0.3968850500196967, 39.49468590154327], ""type"": ""Point""}";39.49468590154327, -0.3968850500196967
Hal7gena/Incandescencia;;;2617;FLORISTA - CUARTELL;117682;"{""coordinates"": [-0.3976778537487342, 39.49529571835498], ""type"": ""Point""}";39.49529571835498, -0.3976778537487342
Hal2gena/Incandescencia;;;2622;GIL SUMBIELA - JOSE DE PIGNATELLI;117687;"{""coordinates"": [-0.3842681484666532, 39.491870097306965], ""type"": ""Point""}";39.491870097306965, -0.3842681484666532
Hal6gena/Incandescencia;;;2626;BURJASOT - PLAZA PINTOR DUBON;117691;"{""coordinates"": [-0.3990908726119389, 39.49772396661478], ""type"": ""Point""}";39.49772396661478, -0.3990908726119389
Led;;;2708;AVDA. DE LOS NARANJOS - AVDA. CATALUGA;117699;"{""coordinates"": [-0.35085555436989174, 39.480903148576196], ""type"": ""Point""}";39.480903148576196, -0.35085555436989174
Led;;;2713;RONDA NORTE - VALLADOLID;117704;"{""coordinates"": [-0.3534782746559167, 39.487898386187354], ""type"": ""Point""}";39.487898386187354, -0.3534782746559167
Led;;;2716;PRIMADO REIG - RIO EBRO;117707;"{""coordinates"": [-0.36214941205243956, 39.483344790693565], ""type"": ""Point""}";39.483344790693565, -0.36214941205243956
Led;;;2719;JAIME ROIG - ALVARO DE BAZAN;117710;"{""coordinates"": [-0.3638764966045118, 39.48142800128279], ""type"": ""Point""}";39.48142800128279, -0.3638764966045118
Led;;;2723;POETA EMILIO BARO - VALLADOLID;117714;"{""coordinates"": [-0.3600426796442038, 39.489178042089385], ""type"": ""Point""}";39.489178042089385, -0.3600426796442038
Led;;;2728;ERU - PASO INFERIOR V-21;117717;"{""coordinates"": [-0.3514374299072603, 39.4813371212531], ""type"": ""Point""}";39.4813371212531, -0.3514374299072603
Led;;;2802;AVDA. DE LOS NARANJOS - ARZOBISPO COMPANY;117720;"{""coordinates"": [-0.3301236124240541, 39.47526998694386], ""type"": ""Point""}";39.47526998694386, -0.3301236124240541
Led;;;2806;AVDA. DE LOS NARANJOS - OP. CEMENTERIO CABANYAL;117724;"{""coordinates"": [-0.33811858901088143, 39.47799233402459], ""type"": ""Point""}";39.47799233402459, -0.33811858901088143
Led;;;2811;AVDA. DE LOS NARANJOS - D'ERNEST LLUCH (PROFESOR);117728;"{""coordinates"": [-0.339920372228645, 39.478057376994826], ""type"": ""Point""}";39.478057376994826, -0.339920372228645
Led;;;2812;AVDA. DE LOS NARANJOS - PLARA MANUEL BROSETA Y PONT;117729;"{""coordinates"": [-0.3417040988141721, 39.47857214562125], ""type"": ""Point""}";39.47857214562125, -0.3417040988141721
Led;;;2823;FAUSTO ELIO - MENDIZABAL;117737;"{""coordinates"": [-0.3312569554284855, 39.48408871406276], ""type"": ""Point""}";39.48408871406276, -0.3312569554284855
Led;;;2901;MALVARROSA - MENDIZABAL;117739;"{""coordinates"": [-0.3277237805639032, 39.483630948565335], ""type"": ""Point""}";39.483630948565335, -0.3277237805639032
Led;;;2906;VICENTE LA RODA - CAVITE;117743;"{""coordinates"": [-0.32687272004738216, 39.479347818910064], ""type"": ""Point""}";39.479347818910064, -0.32687272004738216
Led;;;2909;RIO TAJO - P. ANTON MARTIN;117746;"{""coordinates"": [-0.3285519329777107, 39.47661769579466], ""type"": ""Point""}";39.47661769579466, -0.3285519329777107
Led;;;2910;MALVARROSA - RIO TAJO;117747;"{""coordinates"": [-0.3279488592559621, 39.476717880290124], ""type"": ""Point""}";39.476717880290124, -0.3279488592559621
Led;;;2911;RIO TAJO - CAVITE;117748;"{""coordinates"": [-0.32651865848306416, 39.47640355205251], ""type"": ""Point""}";39.47640355205251, -0.32651865848306416
Led;;;2922;PINTOR FERRANDIS - PL. LOS ANGELES;117757;"{""coordinates"": [-0.33161144210226695, 39.47234974834992], ""type"": ""Point""}";39.47234974834992, -0.33161144210226695
Led;;;2926;EUGENIA VINES - PINTOR FERRANDIS;117760;"{""coordinates"": [-0.32569086476929704, 39.47185347759113], ""type"": ""Point""}";39.47185347759113, -0.32569086476929704
Led;;;2929;ISABEL DE VILLENA - VICENTE LA RODA (SUR);117763;"{""coordinates"": [-0.32558508729699015, 39.478679112324436], ""type"": ""Point""}";39.478679112324436, -0.32558508729699015
Led;;;2930;AV. MALVARROSA - SAN JUAN DE DIOS;117764;"{""coordinates"": [-0.3278534156508838, 39.47776853473133], ""type"": ""Point""}";39.47776853473133, -0.3278534156508838
Led;;;3014;REINA - VICENTE GALLART;117774;"{""coordinates"": [-0.3291910176322949, 39.46562398853929], ""type"": ""Point""}";39.46562398853929, -0.3291910176322949
Led;;;3015;DR. LLUCH - VICENTE GALLART;117775;"{""coordinates"": [-0.32870956361114917, 39.46537004710516], ""type"": ""Point""}";39.46537004710516, -0.32870956361114917
Led;;;3016;REINA - TRAVESIA IGLESIA DEL ROSARIO;117776;"{""coordinates"": [-0.32922479758569556, 39.46446137652827], ""type"": ""Point""}";39.46446137652827, -0.32922479758569556
Led;;;3030;PLAZA DE LA ADUANA - DR. MARCOS SOPENA;117789;"{""coordinates"": [-0.3263391607897281, 39.463333163952456], ""type"": ""Point""}";39.463333163952456, -0.3263391607897281
Led;;;3031;FUENTE PODRIDA - DE L'OMET;117790;"{""coordinates"": [-0.32813510112855254, 39.46594303925968], ""type"": ""Point""}";39.46594303925968, -0.32813510112855254
Led;;;3105;AVDA. DEL PUERTO - CRISTO DEL GRAO;117796;"{""coordinates"": [-0.3346062162433024, 39.46045090211776], ""type"": ""Point""}";39.46045090211776, -0.3346062162433024
Led;;;3108;AVDA. DEL PUERTO - TONELEROS;117799;"{""coordinates"": [-0.3367786105491215, 39.46109834594651], ""type"": ""Point""}";39.46109834594651, -0.3367786105491215
Led;;;3109;JUAN VERDEGUER - J.J. SISTER;117800;"{""coordinates"": [-0.3345339185486603, 39.45884352409639], ""type"": ""Point""}";39.45884352409639, -0.3345339185486603
Led;;;3111;MANUEL SOTO - COMANDANCIA DE MARINA;117801;"{""coordinates"": [-0.33029199463996484, 39.455137072336996], ""type"": ""Point""}";39.455137072336996, -0.33029199463996484
Led;;;3117;CNO. DEL CANAL - CNO. DE LA PUNTA;117806;"{""coordinates"": [-0.3356468468735742, 39.44486122902267], ""type"": ""Point""}";39.44486122902267, -0.3356468468735742
Led;;;3118;CRA. DEL RIU - CNO. DE LA PUNTA;117807;"{""coordinates"": [-0.3405582887687992, 39.445516581239424], ""type"": ""Point""}";39.445516581239424, -0.3405582887687992
Led;;;3119;JUAN VERDEGUER - TONELEROS;117808;"{""coordinates"": [-0.33693033149597634, 39.458841706390054], ""type"": ""Point""}";39.458841706390054, -0.33693033149597634
Led;;;3121;AVDA DEL PUERTO - J.J. SISTER;117810;"{""coordinates"": [-0.3339626730029566, 39.46026344305453], ""type"": ""Point""}";39.46026344305453, -0.3339626730029566
Led;;;3205;PAVIA - PINTOR FERRANDIS;117816;"{""coordinates"": [-0.3246401007909493, 39.47182289498782], ""type"": ""Point""}";39.47182289498782, -0.3246401007909493
Led;;;3208;Pe MARITIMO - INSTITUTO;117819;"{""coordinates"": [-0.3250282766342846, 39.47694094651447], ""type"": ""Point""}";39.47694094651447, -0.3250282766342846
Led;;;3209;Pe MARITIMO - SAN RAFAEL;117820;"{""coordinates"": [-0.32505034559296003, 39.478657975275546], ""type"": ""Point""}";39.478657975275546, -0.32505034559296003
Led;;;3210;Pe MARITIMO - VICENTE LA RODA;117821;"{""coordinates"": [-0.3251416644047883, 39.47945392532275], ""type"": ""Point""}";39.47945392532275, -0.3251416644047883
Led;;;3211;Pe MARITIMO - FUENTE ENCARROZ;117822;"{""coordinates"": [-0.32514318977746365, 39.481248946497715], ""type"": ""Point""}";39.481248946497715, -0.32514318977746365
Led;;;3308;ARQUITECTO ALFARO - MARIANO CUBER;117827;"{""coordinates"": [-0.33512241867976156, 39.46407876178732], ""type"": ""Point""}";39.46407876178732, -0.33512241867976156
Led;;;3402;C/ RICARDO MUEOZ SUAY - C/ MI JOSV VICTORIA FUSTER (P. P.);117835;"{""coordinates"": [-0.3572564400774164, 39.45318349855511], ""type"": ""Point""}";39.45318349855511, -0.3572564400774164
Led;;;3804;AVDA. CORTES VALENCIANAS (VIA DE SERVICIO) (SALIDA) - LA SAFOR;117841;"{""coordinates"": [-0.3993535065274451, 39.49103279398395], ""type"": ""Point""}";39.49103279398395, -0.3993535065274451
Led;;;3807;AVDA. DE LES CORTS - OP. L'ALACANTE;117842;"{""coordinates"": [-0.39771974782978997, 39.488578253872326], ""type"": ""Point""}";39.488578253872326, -0.39771974782978997
Led;;;3811;NICASIO BENLLOCH - LA SAFOR;117846;"{""coordinates"": [-0.39680422396568155, 39.491586325684466], ""type"": ""Point""}";39.491586325684466, -0.39680422396568155
Led;;;3813;CAMP DEL TURIA - MARINA BAIXA;117848;"{""coordinates"": [-0.4063366545435431, 39.49273379836158], ""type"": ""Point""}";39.49273379836158, -0.4063366545435431
Led;;;3814;LA SAFOR - LA MARINA ALTA;117849;"{""coordinates"": [-0.4012711839715908, 39.48958960582981], ""type"": ""Point""}";39.48958960582981, -0.4012711839715908
Led;;;3816;NICASIO BENLLOCH - BUEN RETIRO;117851;"{""coordinates"": [-0.39308249512397103, 39.4892382550553], ""type"": ""Point""}";39.4892382550553, -0.39308249512397103
Led;;;3820;MAESTRO RODRIGO - LA SAFOR;117855;"{""coordinates"": [-0.4049055603216323, 39.488186628798395], ""type"": ""Point""}";39.488186628798395, -0.4049055603216323
Led;;;3901;BALEARES - MENORCA;117858;"{""coordinates"": [-0.3420379868084005, 39.45933574041632], ""type"": ""Point""}";39.45933574041632, -0.3420379868084005
Led;;;3904;BALEARES - SAMUEL ROS;117861;"{""coordinates"": [-0.34702416636218403, 39.460563694615786], ""type"": ""Point""}";39.460563694615786, -0.34702416636218403
Led;;;3914;PINTOR MAELLA - ESCULTOR LUIS BOLINCHES;117871;"{""coordinates"": [-0.34812903633816056, 39.45830230489829], ""type"": ""Point""}";39.45830230489829, -0.34812903633816056
Led;;;3916;ALAMEDA - VICENTE BELTRAN GRIMALT;117872;"{""coordinates"": [-0.3503662497600473, 39.457595243495376], ""type"": ""Point""}";39.457595243495376, -0.3503662497600473
Led;;;3917;ALAMEDA - MENORCA;117873;"{""coordinates"": [-0.3481155060616208, 39.45669374995469], ""type"": ""Point""}";39.45669374995469, -0.3481155060616208
Led;;;3919;MENORCA - ESCULTOR LUIS BOLINCHES;117875;"{""coordinates"": [-0.34547158202463, 39.45736346197972], ""type"": ""Point""}";39.45736346197972, -0.34547158202463
Hal3gena/Incandescencia;;;4003;JUAN XXIII - RIO NERVION;117879;"{""coordinates"": [-0.38376019961590013, 39.49520776507774], ""type"": ""Point""}";39.49520776507774, -0.38376019961590013
Hal4gena/Incandescencia;;;4004;JUAN XXIII - PEDRO CABANES;117880;"{""coordinates"": [-0.3829913920269652, 39.4931125772437], ""type"": ""Point""}";39.4931125772437, -0.3829913920269652
Hal8gena/Incandescencia;;;4008;GENERAL LLORENS - SERRANO CLAVERO;117884;"{""coordinates"": [-0.3869016476331488, 39.49472937177107], ""type"": ""Point""}";39.49472937177107, -0.3869016476331488
Hal0gena/Incandescencia;;;4010;AVENIDA DEL LEVANTE - FEDERICO ALCACER AGUILAR;117886;"{""coordinates"": [-0.38871563496908257, 39.496251827596076], ""type"": ""Point""}";39.496251827596076, -0.38871563496908257
Hal3gena/Incandescencia;;;4013;SALVADOR CERVERO - ENCARNA ALBARRACIN (INDUMENTARISTA);117889;"{""coordinates"": [-0.39124281172282765, 39.49858971003137], ""type"": ""Point""}";39.49858971003137, -0.39124281172282765
Led;;;4101;TRES CRUCES  - GASPAR AGUILAR;117890;"{""coordinates"": [-0.3953058243294302, 39.44992693972155], ""type"": ""Point""}";39.44992693972155, -0.3953058243294302
Led;;;4103;DOCTOR TOMAS SALA - GENERAL BARROSO;117891;"{""coordinates"": [-0.3931796946154667, 39.4487655095948], ""type"": ""Point""}";39.4487655095948, -0.3931796946154667
Led;;;4104;DR TOMAS SALA - PIO IX;117892;"{""coordinates"": [-0.391873861671326, 39.447931094040825], ""type"": ""Point""}";39.447931094040825, -0.391873861671326
Led;;;4108;SAN VICENTE - DR TOMAS SALA P.P.(NORTE);117896;"{""coordinates"": [-0.3864446899275937, 39.44708536926426], ""type"": ""Point""}";39.44708536926426, -0.3864446899275937
Led;;;4109;SAN VICENTE - DR TOMAS SALA  P.P.(SUR);117897;"{""coordinates"": [-0.38693120003640014, 39.44523372996733], ""type"": ""Point""}";39.44523372996733, -0.38693120003640014
Led;;;4111;CARTEROS - LITOGRAFO PASCUAL Y ABAD;117899;"{""coordinates"": [-0.3889548460425782, 39.450490462119454], ""type"": ""Point""}";39.450490462119454, -0.3889548460425782
Led;;;4115;S.VICENTE MARTIR - S. PIO X;117902;"{""coordinates"": [-0.38950236114025066, 39.44197931225667], ""type"": ""Point""}";39.44197931225667, -0.38950236114025066
Hal1gena/Incandescencia;;;4201;ALFAHUIR - BENICARLO;117903;"{""coordinates"": [-0.3670703883682723, 39.489087866144146], ""type"": ""Point""}";39.489087866144146, -0.3670703883682723
Hal3gena/Incandescencia;;;4203;ALFAHUIR - VALLADOLID;117905;"{""coordinates"": [-0.36352752768322, 39.49043578099606], ""type"": ""Point""}";39.49043578099606, -0.36352752768322
Hal7gena/Incandescencia;;;4207;ALFAHUIR - P.P. SALIDA;117909;"{""coordinates"": [-0.3588768837208709, 39.493274582661904], ""type"": ""Point""}";39.493274582661904, -0.3588768837208709
Hal0gena/Incandescencia;;;4210;ALFAHUIR - SANTIAGO RUSIAOL;117912;"{""coordinates"": [-0.36185747853023187, 39.492052332477066], ""type"": ""Point""}";39.492052332477066, -0.36185747853023187
Hal1gena/Incandescencia;;;4211;ALFAHUIR - OP. CIRCULO BELLAS ARTES;117913;"{""coordinates"": [-0.3633790768825243, 39.49124419134277], ""type"": ""Point""}";39.49124419134277, -0.3633790768825243
Hal2gena/Incandescencia;;;4212;ALFAHUIR - DUQUE DE MANDAS;117914;"{""coordinates"": [-0.3642916447450098, 39.49066950672677], ""type"": ""Point""}";39.49066950672677, -0.3642916447450098
Hal9gena/Incandescencia;;;4219;SAN VICENTE DE PAUL - ARQUITECTO TOLSA;117921;"{""coordinates"": [-0.36702041765235954, 39.49341823498321], ""type"": ""Point""}";39.49341823498321, -0.36702041765235954
Led;;;4220;SANTIAGO RUSIEOL - SANTA GENOVEVA TORRES;117922;"{""coordinates"": [-0.36325821862813634, 39.49320805938625], ""type"": ""Point""}";39.49320805938625, -0.36325821862813634
Led;;;4301;FDO. ABRIL MARTORELL - C  MALILLA;117923;"{""coordinates"": [-0.38036646902164617, 39.44584315092124], ""type"": ""Point""}";39.44584315092124, -0.38036646902164617
Led;;;4303;FDO. ABRIL MARTORELL - RIO ERESMA;117924;"{""coordinates"": [-0.37701645572440085, 39.44547264998003], ""type"": ""Point""}";39.44547264998003, -0.37701645572440085
Led;;;4305;PP ENTRADA INGRESOS - VIA SERVICIO TRAS. LA FE;117926;"{""coordinates"": [-0.37666985162432093, 39.4425387596537], ""type"": ""Point""}";39.4425387596537, -0.37666985162432093
Led;;;4306;PP URGENCIAS - VIA SERVICIO TRAS. LA FE;117927;"{""coordinates"": [-0.3748125895493068, 39.44234998315288], ""type"": ""Point""}";39.44234998315288, -0.3748125895493068
Led;;;4310;ANTONIO FERRANDIS - GRABADOR JORDAN;117929;"{""coordinates"": [-0.3672241348170197, 39.446479154214735], ""type"": ""Point""}";39.446479154214735, -0.3672241348170197
Led;;;4311;FUENTE SAN LUIS - ANGEL VILLENA;117930;"{""coordinates"": [-0.3683545038706833, 39.44855137575656], ""type"": ""Point""}";39.44855137575656, -0.3683545038706833
Led;;;4314;PP ENTRADA PRINCIPAL HOSPITAL LA FE;117933;"{""coordinates"": [-0.37542097538938246, 39.44443422147513], ""type"": ""Point""}";39.44443422147513, -0.37542097538938246
Hal5gena/Incandescencia;;;4405;AV. H. MACHADO - OP. STO. DOMINGO SABIO;117942;"{""coordinates"": [-0.3768084809429912, 39.499540005829424], ""type"": ""Point""}";39.499540005829424, -0.3768084809429912
Hal6gena/Incandescencia;;;4406;AV. H. MACHADO - STO. DOMINGO SABIO;117943;"{""coordinates"": [-0.37685576067268073, 39.499225946758216], ""type"": ""Point""}";39.499225946758216, -0.37685576067268073
Hal7gena/Incandescencia;;;4407;AV. H. MACHADO - OP. CONDE LUMIARES;117944;"{""coordinates"": [-0.37146018698404376, 39.498607444959795], ""type"": ""Point""}";39.498607444959795, -0.37146018698404376
Hal8gena/Incandescencia;;;4408;AV. H. MACHADO - CONDE LUMIARES;117945;"{""coordinates"": [-0.3711479542002756, 39.49810507951242], ""type"": ""Point""}";39.49810507951242, -0.3711479542002756
Hal0gena/Incandescencia;;;4410;AV. H. MACHADO - SAN JUAN BOSCO;117947;"{""coordinates"": [-0.36909678433706833, 39.497515784877095], ""type"": ""Point""}";39.497515784877095, -0.36909678433706833
Hal1gena/Incandescencia;;;4411;AV. H. MACHADO - OP. SAN JUAN BOSCO;117948;"{""coordinates"": [-0.36878402050970965, 39.49783247705617], ""type"": ""Point""}";39.49783247705617, -0.36878402050970965
Hal7gena/Incandescencia;;;4417;AV. H. MACHADO - ALFAHUIR;117953;"{""coordinates"": [-0.35824809569861743, 39.493636493314575], ""type"": ""Point""}";39.493636493314575, -0.35824809569861743
Hal9gena/Incandescencia;;;4419;SANTIAGO RUSInOL - SAN VICENTE DE PAUL;117955;"{""coordinates"": [-0.3656700664026511, 39.494503902102444], ""type"": ""Point""}";39.494503902102444, -0.3656700664026511
Hal1gena/Incandescencia;;;4421;HERMANOS MACHADO - LLANO DE SAN BERNARDO;117957;"{""coordinates"": [-0.37300204665556147, 39.49854042720157], ""type"": ""Point""}";39.49854042720157, -0.37300204665556147
Hal1gena/Incandescencia;;;4501;C/ DE LES MORERES - CAMINO CANAL;117958;"{""coordinates"": [-0.3348747635732472, 39.45242098038806], ""type"": ""Point""}";39.45242098038806, -0.3348747635732472
Hal8gena/Incandescencia;;;4508;EDUARDO PRIMO YeFERA - CARRERA RIU;117963;"{""coordinates"": [-0.34061294808211046, 39.45123570064919], ""type"": ""Point""}";39.45123570064919, -0.34061294808211046
Led;;;4510;CAMINO CANAL - FONTILLES;117965;"{""coordinates"": [-0.33564273502714803, 39.45009387758861], ""type"": ""Point""}";39.45009387758861, -0.33564273502714803
Led;;;5009;CAMINO MONCADA NR 243 (frente fuente Poble Nou);117973;"{""coordinates"": [-0.38403492238214326, 39.50626888295502], ""type"": ""Point""}";39.50626888295502, -0.38403492238214326
Led;;;5011;CNO.  MONCADA - CONSTANTINO GPMEZ (BORBOTR);117975;"{""coordinates"": [-0.38699813171832187, 39.51539009067355], ""type"": ""Point""}";39.51539009067355, -0.38699813171832187
Led;;;5013;CASAS DE BARCENA - BENIRREDRA;117977;"{""coordinates"": [-0.35735498710031227, 39.52254644117745], ""type"": ""Point""}";39.52254644117745, -0.35735498710031227
Led;;;5023;CD PASO INFERIOR FERIA MUESTRAS DE PATERNA A BURJASSOT;117982;"{""coordinates"": [-0.4270413038890304, 39.502923921528584], ""type"": ""Point""}";39.502923921528584, -0.4270413038890304
Led;;;5027;CAMINO CASA DE BARCENA - CARRETERA DE BONREPOS;117985;"{""coordinates"": [-0.36057878915344976, 39.517925831860474], ""type"": ""Point""}";39.517925831860474, -0.36057878915344976
Led;;;5308;TRAVESIA DE PINEDO AL MAR;117989;"{""coordinates"": [-0.340196460437474, 39.42107123357767], ""type"": ""Point""}";39.42107123357767, -0.340196460437474
Led;;;5313;AV. PINARES - SALER;117992;"{""coordinates"": [-0.3320286666302945, 39.38251298225332], ""type"": ""Point""}";39.38251298225332, -0.3320286666302945
Led;;;5315;PROTECCION DE BOMBEROS - SALER (CV-500);117993;"{""coordinates"": [-0.32698422355569134, 39.36048905141842], ""type"": ""Point""}";39.36048905141842, -0.32698422355569134
Led;;;5408;DR. RUIZ Y COMES - LEONOR PERALES (CASTELLAR);117995;"{""coordinates"": [-0.36108903183522867, 39.42814140227964], ""type"": ""Point""}";39.42814140227964, -0.36108903183522867
Led;;;5413;ESCULTOR FEDERICO SIURANA - VICENTE PUCHOL;118000;"{""coordinates"": [-0.3637891120287721, 39.429168143595355], ""type"": ""Point""}";39.429168143595355, -0.3637891120287721
Led;;;5506;GUADALQUIVIR - CNO DE ALABAU (HORNO ALCEDO);118001;"{""coordinates"": [-0.3762278039660293, 39.43224744623501], ""type"": ""Point""}";39.43224744623501, -0.3762278039660293
Led;;;5507;JOSu SOTO MIC- - ALCALA DE CHIVERT;118002;"{""coordinates"": [-0.38882215109814106, 39.4405378423449], ""type"": ""Point""}";39.4405378423449, -0.38882215109814106
Led;;;5508;CNO. REAL DE MADRID - CTRA. DE ALBA (LA TORRE);118003;"{""coordinates"": [-0.39078583875458484, 39.435516979715835], ""type"": ""Point""}";39.435516979715835, -0.39078583875458484
Led;;;5304;PASO DE PEATONES AV. DE LAS GAVIOTAS 173 (PERELLONET);118028;"{""coordinates"": [-0.2869625019979391, 39.29395941187467], ""type"": ""Point""}";39.29395941187467, -0.2869625019979391
Led;;;5310;PASO DE PEATONES AV. DE LAS GAVIOTAS 225 (PERELLONET);118029;"{""coordinates"": [-0.2838485373956238, 39.28869214467899], ""type"": ""Point""}";39.28869214467899, -0.2838485373956238
