objectid;Código;Bocas;Situación;Estado;Tipo calle;Calle;Número;APERTURA;M_DERECHA;M_INFERIOR;M_IZQUIERDA;OPERATIVO;geo_shape;geo_point_2d
2620;H1210;3 O 70;U;O;Avd;PIO XII;Entre 35-37;D;;2.0;;S;"{""coordinates"": [-0.39506457872168366, 39.483636051924606], ""type"": ""Point""}";39.483636051924606, -0.39506457872168366
2624;H1233;3 O 70;U;O;C;DOCTOR VICENTE ZARAGOZA;95;D;;8.0;;S;"{""coordinates"": [-0.3534638029036024, 39.48260054404033], ""type"": ""Point""}";39.48260054404033, -0.3534638029036024
2633;H1322;3 O 70;U;O;C;TRES FORQUES;10;D;;0.5;;S;"{""coordinates"": [-0.3896529504509102, 39.46435759072105], ""type"": ""Point""}";39.46435759072105, -0.3896529504509102
2640;H1224;3 O 70;U;O;C;CAMPOS CRESPO;94;D;;1.5;2.0;S;"{""coordinates"": [-0.4025227803409635, 39.451344797088346], ""type"": ""Point""}";39.451344797088346, -0.4025227803409635
2641;H1433;3 O 70;U;O;C;CAMPOS CRESPO;Pares;D;;1.5;;S;"{""coordinates"": [-0.40089405660509997, 39.45279635191301], ""type"": ""Point""}";39.45279635191301, -0.40089405660509997
2646;H1436;3 O 70;U;O;C;BORRASCA;s/n;D;;0.5;;S;"{""coordinates"": [-0.3991052086980337, 39.45505813199607], ""type"": ""Point""}";39.45505813199607, -0.3991052086980337
2653;H1416;3 O 70;P;O;C;AZAGADOR DE LA TORRE;63;D;;0.5;1400.0;S;"{""coordinates"": [-0.37750243443767534, 39.42757035700565], ""type"": ""Point""}";39.42757035700565, -0.37750243443767534
2241;H1388;3 O 70;U;O;Avd;HERMANOS MACHADO;141;D;;1.0;2.0;S;"{""coordinates"": [-0.38377219192266204, 39.497677556626584], ""type"": ""Point""}";39.497677556626584, -0.38377219192266204
2242;H1390;3 O 70;U;O;C;RIO BIDASOA;53 Acc;D;;1.5;;S;"{""coordinates"": [-0.38214693036753844, 39.49698927305416], ""type"": ""Point""}";39.49698927305416, -0.38214693036753844
2243;H1391;3 O 70;U;O;C;RIO SEGRE;s/n;D;;5.0;;S;"{""coordinates"": [-0.3825622522953588, 39.496169237065786], ""type"": ""Point""}";39.496169237065786, -0.3825622522953588
2246;H1330;3 O 70;U;O;C;CAMPOS CRESPO;80ac;D;1.0;1.0;;S;"{""coordinates"": [-0.40132999840899913, 39.45240786346041], ""type"": ""Point""}";39.45240786346041, -0.40132999840899913
2248;H1230;1 O 70;U;O;C;CURA AGUILAR;11;D;;0.5;;S;"{""coordinates"": [-0.38506300776597474, 39.52788249093266], ""type"": ""Point""}";39.52788249093266, -0.38506300776597474
2258;H1243;3 O 70;U;O;Avd;Profesor Lopez Piñero;1;D;;3.0;;S;"{""coordinates"": [-0.35703775986846154, 39.458287679832615], ""type"": ""Point""}";39.458287679832615, -0.35703775986846154
3011;H720;3 O 70;P;O;Plza.;SEQUIOTA, LA;20;D;;1.5;1.5;S;"{""coordinates"": [-0.31786189675561116, 39.31033152385567], ""type"": ""Point""}";39.31033152385567, -0.31786189675561116
3042;H595;3 O 70;U;F;C;VILANOVA Y PIERA;2;D;;1.0;;S;"{""coordinates"": [-0.3335383956506792, 39.451873973040016], ""type"": ""Point""}";39.451873973040016, -0.3335383956506792
3734;H431;3 O 70;U;O;C;BOLSERIA;40;D;1.5;1.0;;S;"{""coordinates"": [-0.38016274436409814, 39.47592890796343], ""type"": ""Point""}";39.47592890796343, -0.38016274436409814
3996;H1593;3 O 70;U;A;C;B;s/n;D;;;;N;"{""coordinates"": [-0.3753275261144612, 39.44676543328137], ""type"": ""Point""}";39.44676543328137, -0.3753275261144612
3286;H468;3 O 70;U;O;C;JOSE MARIA HARO;38 acc;D;;0.5;;S;"{""coordinates"": [-0.3368686961983075, 39.471887150001336], ""type"": ""Point""}";39.471887150001336, -0.3368686961983075
2563;H1393;3 O 70;U;O;C;RIO SEGRE;s/n;D;;1.0;;S;"{""coordinates"": [-0.3818887808585358, 39.494301445457715], ""type"": ""Point""}";39.494301445457715, -0.3818887808585358
3267;H262;3 O 70;U;O;C;TRES FORQUES;123;I;;1.5;;S;"{""coordinates"": [-0.4031978191052282, 39.4635608551748], ""type"": ""Point""}";39.4635608551748, -0.4031978191052282
3573;H295;3 O 70;U;O;PL;CARMEN;1;I;;3.0;;S;"{""coordinates"": [-0.3783957615644148, 39.479034279849856], ""type"": ""Point""}";39.479034279849856, -0.3783957615644148
3728;H953;3 O 70;U;O;C;ARQUITECTO TOLSA;Pares;D;;6.0;;S;"{""coordinates"": [-0.36614359955378056, 39.49232986109192], ""type"": ""Point""}";39.49232986109192, -0.36614359955378056
2800;H334;3 O 70;U;O;AV;DOCTOR WAKSMAN;15;D;;2.0;4.0;S;"{""coordinates"": [-0.37367551961886536, 39.45670300186377], ""type"": ""Point""}";39.45670300186377, -0.37367551961886536
2813;H107;3 O 70;U;O;Ctra.;Font de San Lluis;127;D;;2.0;;S;"{""coordinates"": [-0.3710750581865289, 39.45244141893115], ""type"": ""Point""}";39.45244141893115, -0.3710750581865289
2925;H77;3 O 70;U;O;G.V.;RAMON Y CAJAL;19;D;;3.0;0.5;S;"{""coordinates"": [-0.3813575744471724, 39.464804011434296], ""type"": ""Point""}";39.464804011434296, -0.3813575744471724
3047;H658;3 O 70;U;O;Avd;AUSIAS MARCH;68;D;;5.0;;S;"{""coordinates"": [-0.3713502279572346, 39.45008404539424], ""type"": ""Point""}";39.45008404539424, -0.3713502279572346
3129;H635;3 O 70;U;O;C;PADRE ESTEBAN PERNET;16;D;;2.5;2.0;S;"{""coordinates"": [-0.41245414763634813, 39.467116605292176], ""type"": ""Point""}";39.467116605292176, -0.41245414763634813
3146;H309;3 O 70;U;O;C;CIRILO AMOROS;69;D;;2.5;;S;"{""coordinates"": [-0.3670929807542751, 39.46924091518543], ""type"": ""Point""}";39.46924091518543, -0.3670929807542751
4108;H1417;3 O 70;U;O;C;PUERTO RICO;41;D;1.0;1.0;;S;"{""coordinates"": [-0.37707181326867584, 39.460687696027854], ""type"": ""Point""}";39.460687696027854, -0.37707181326867584
2281;H1193;3 O 70;U;O;C;GENERAL URRUTIA;11;D;;5.0;;S;"{""coordinates"": [-0.36546771405390327, 39.46012480774956], ""type"": ""Point""}";39.46012480774956, -0.36546771405390327
2364;H1304;3 O 70;U;O;Avd;GASPAR AGUILAR;78;D;;1.0;;S;"{""coordinates"": [-0.39211727399432394, 39.45402670477132], ""type"": ""Point""}";39.45402670477132, -0.39211727399432394
2385;H1302;3 O 70;U;O;Avd;PRIMERO DE MAYO;Pares;D;;1.5;;S;"{""coordinates"": [-0.39413272336432037, 39.45051717380041], ""type"": ""Point""}";39.45051717380041, -0.39413272336432037
2703;H41;3 O 70;U;O;AV;GASPAR AGUILAR;43;I;;0.5;;S;"{""coordinates"": [-0.3902952631821959, 39.45636669866799], ""type"": ""Point""}";39.45636669866799, -0.3902952631821959
2710;H702;3 O 70;U;O;C;CAMPOS CRESPO;10;D;;3.0;1.0;S;"{""coordinates"": [-0.3921785625177963, 39.45646534893153], ""type"": ""Point""}";39.45646534893153, -0.3921785625177963
2824;H333;3 O 70;U;A;AV;DOCTOR WAKSMAN;32;D;;2.0;;N;"{""coordinates"": [-0.3720474668782364, 39.45595920711966], ""type"": ""Point""}";39.45595920711966, -0.3720474668782364
2935;H872;3 O 70;U;O;C;"VICENTE BELTRAN GRIMALT ""ESCULTOR""";22-24;D;;1.0;;S;"{""coordinates"": [-0.3497275693858753, 39.459143633748695], ""type"": ""Point""}";39.459143633748695, -0.3497275693858753
2994;H849;3 O 70;U;O;C;LUIS GARCIA-BERLANGA ´DIRECTOR CINEMA´;22 Acc;D;;1.5;;S;"{""coordinates"": [-0.3480343655223952, 39.4568177510495], ""type"": ""Point""}";39.4568177510495, -0.3480343655223952
3276;H346;3 O 70;U;O;C;LUIS OLIAG;55;I;;1.0;1.0;S;"{""coordinates"": [-0.36344318922937563, 39.46079611337929], ""type"": ""Point""}";39.46079611337929, -0.36344318922937563
3292;H275;3 O 70;U;O;AV;GIORGETA;24;I;;0.5;;S;"{""coordinates"": [-0.3849503227868984, 39.45960132761667], ""type"": ""Point""}";39.45960132761667, -0.3849503227868984
3380;H28;3 O 70;U;O;C;SAN JOSE DE LA MONTAÑA;26;D;;2.5;;S;"{""coordinates"": [-0.3946784869827151, 39.47444409263245], ""type"": ""Point""}";39.47444409263245, -0.3946784869827151
3410;H719;3 O 70;U;O;C;BEATO GASPAR BONO;1 Acc;D;;;;S;"{""coordinates"": [-0.3872486208734674, 39.47535077194913], ""type"": ""Point""}";39.47535077194913, -0.3872486208734674
3442;H143;1 O 70;U;O;C;BAILEN;2;D;;1.3;1.0;S;"{""coordinates"": [-0.37775691769017483, 39.467435347304395], ""type"": ""Point""}";39.467435347304395, -0.37775691769017483
3550;H498;3 O 70;U;O;C;PINTOR GENARO LAHUERTA;47;I;;2.6;;S;"{""coordinates"": [-0.3668393153844227, 39.486632372690195], ""type"": ""Point""}";39.486632372690195, -0.3668393153844227
3577;H603;3 O 70;U;O;C;POZO;1ac;D;;1.5;;S;"{""coordinates"": [-0.380191950398983, 39.4786836718076], ""type"": ""Point""}";39.4786836718076, -0.380191950398983
3649;H566;3 O 70;U;O;C;PINTOR GENARO LAHUERTA;Impares;D;;0.5;;S;"{""coordinates"": [-0.369058247471589, 39.48207229778502], ""type"": ""Point""}";39.48207229778502, -0.369058247471589
3687;H287;3 O 70;U;O;C;SAN FERNANDO;28;I;;0.5;;S;"{""coordinates"": [-0.377553034550253, 39.47329360086469], ""type"": ""Point""}";39.47329360086469, -0.377553034550253
3738;H371;3 O 70;U;O;PL;PORTAL NUEVO;5;D;;3.0;;S;"{""coordinates"": [-0.3803354805577496, 39.48116673041106], ""type"": ""Point""}";39.48116673041106, -0.3803354805577496
3750;H1120;1 O 70;U;O;C;Rafael Moya Rodrigo;26;D;;1.5;;S;"{""coordinates"": [-0.4155622382620619, 39.497878789259595], ""type"": ""Point""}";39.497878789259595, -0.4155622382620619
3781;H663;3 O 70;U;F;C;Salvador Rubio;2;D;;3.0;3.0;S;"{""coordinates"": [-0.39390609618001526, 39.49864356716949], ""type"": ""Point""}";39.49864356716949, -0.39390609618001526
3840;H947;3 O 70;U;O;C;Favanella;54;D;;4.0;;S;"{""coordinates"": [-0.40825644332143823, 39.49481529335486], ""type"": ""Point""}";39.49481529335486, -0.40825644332143823
7057;H1702;3 O 70;U;O;Calle;Mariano Cuber con C. Ernest Anastasio;;I;;;;S;"{""coordinates"": [-0.3342079695199886, 39.46408515578706], ""type"": ""Point""}";39.46408515578706, -0.3342079695199886
3235;H485;3 O 70;U;O;C;ARQUITECTO SEGURA DE LAGO;4;I;;3.0;;S;"{""coordinates"": [-0.4043991754636744, 39.455611320319626], ""type"": ""Point""}";39.455611320319626, -0.4043991754636744
3236;H484;3 O 70;U;O;C;JOSE ANDREU ALABARTA;5;D;1.0;3.0;;S;"{""coordinates"": [-0.4051609597629637, 39.454843938469814], ""type"": ""Point""}";39.454843938469814, -0.4051609597629637
3372;H374;3 O 70;U;O;C;MARTIN EL HUMANO;19;I;;3.0;1.5;S;"{""coordinates"": [-0.3908051059096776, 39.47066738633103], ""type"": ""Point""}";39.47066738633103, -0.3908051059096776
2946;H994;3 O 70;U;O;C;PADRE TOMAS MONTAÑANA;7 Acc;D;;0.5;;S;"{""coordinates"": [-0.35250127981479684, 39.461926671936766], ""type"": ""Point""}";39.461926671936766, -0.35250127981479684
2976;H604;3 O 70;U;O;C;"VICENTE BELTRAN GRIMAL ""ESCULTOR""";2;D;;0.5;1.0;S;"{""coordinates"": [-0.34802113923083156, 39.463249909266466], ""type"": ""Point""}";39.463249909266466, -0.34802113923083156
9975;H1780;1 O 70;U;O;Cami;la Cossa, frente al 4-1a Massarrochos;;D;;;;S;"{""coordinates"": [-0.4112720947413095, 39.53993264414053], ""type"": ""Point""}";39.53993264414053, -0.4112720947413095
9978;H1782;3 O 70;U;O;c;Les Penyetes esq C Pintor Orriente;;D;;;;S;"{""coordinates"": [-0.4168184832991939, 39.50122789458433], ""type"": ""Point""}";39.50122789458433, -0.4168184832991939
3258;H316;3 O 70;U;O;C;ALBERIQUE;39;I;;3.0;3.0;S;"{""coordinates"": [-0.38942855825484957, 39.468388618965164], ""type"": ""Point""}";39.468388618965164, -0.38942855825484957
3390;H101;3 O 70;U;O;G.V.;FERNANDO EL CATOLICO;1;D;;3.0;;S;"{""coordinates"": [-0.3844493202546189, 39.46902808535851], ""type"": ""Point""}";39.46902808535851, -0.3844493202546189
3393;H115;3 O 70;U;O;C;ANGEL GUIMERA;36;D;3.0;2.5;;S;"{""coordinates"": [-0.3872702045842301, 39.47000563692124], ""type"": ""Point""}";39.47000563692124, -0.3872702045842301
3400;H92;3 O 70;U;O;G.V.;FERNANDO EL CATOLICO;33;D;2.0;3.5;;S;"{""coordinates"": [-0.38656677020194014, 39.472062485887164], ""type"": ""Point""}";39.472062485887164, -0.38656677020194014
2389;H1309;3 O 70;U;O;Plza.;JESUS;7;D;;4.0;;S;"{""coordinates"": [-0.3881458294261591, 39.45961903329828], ""type"": ""Point""}";39.45961903329828, -0.3881458294261591
2395;H1440;3 O 70;U;O;C;VALL D´UXO;15;D;;1.0;;S;"{""coordinates"": [-0.3967172819672533, 39.45957520647673], ""type"": ""Point""}";39.45957520647673, -0.3967172819672533
2697;H428;3 O 70;U;O;C;MARIA DE MOLINA;11;D;;1.0;1.0;S;"{""coordinates"": [-0.39002515482966804, 39.45159896779784], ""type"": ""Point""}";39.45159896779784, -0.39002515482966804
2698;H244;3 O 70;U;O;C;MUSICO PENELLA;7;I;;0.5;1.1;S;"{""coordinates"": [-0.3924420698367824, 39.451998705855274], ""type"": ""Point""}";39.451998705855274, -0.3924420698367824
2702;H313;3 O 70;U;O;C;SAN LAZARO;3 Acc;D;;;;S;"{""coordinates"": [-0.3939410407783384, 39.453360310444246], ""type"": ""Point""}";39.453360310444246, -0.3939410407783384
2849;H892;3 O 70;U;O;Avd;Dr. Tomás Sala;Impares;D;;5.0;;S;"{""coordinates"": [-0.3945131441764241, 39.450099998304076], ""type"": ""Point""}";39.450099998304076, -0.3945131441764241
2922;H310;3 O 70;U;O;PJE;VENTURA FELIU;14y16;D;2.0;1.0;;S;"{""coordinates"": [-0.3834391014478058, 39.46240119998463], ""type"": ""Point""}";39.46240119998463, -0.3834391014478058
2923;H44;3 O 70;U;O;C;ALBACETE;Impares;D;;4.0;;S;"{""coordinates"": [-0.38366709806748983, 39.463583181654705], ""type"": ""Point""}";39.463583181654705, -0.38366709806748983
2927;H225;3 O 70;U;O;Avd;PEREZ GALDOS;42;I;;1.0;;S;"{""coordinates"": [-0.38875036440101063, 39.465386088675935], ""type"": ""Point""}";39.465386088675935, -0.38875036440101063
3137;H456;3 O 70;U;O;C;LLADRO Y MALLI;23;I;;2.5;;S;"{""coordinates"": [-0.3898082532678144, 39.46133630281799], ""type"": ""Point""}";39.46133630281799, -0.3898082532678144
3139;H373;3 O 70;U;O;C;VICENTE CLAVEL;20;D;;2.0;0.5;S;"{""coordinates"": [-0.3975444025378492, 39.46087366140583], ""type"": ""Point""}";39.46087366140583, -0.3975444025378492
3239;H985;3 O 70;U;O;C;JUAN DE CELAYA;Pares;D;;;;S;"{""coordinates"": [-0.3860108226285013, 39.451793792272575], ""type"": ""Point""}";39.451793792272575, -0.3860108226285013
3246;H405;3 O 70;U;O;C;MORA DE RUBIELOS;3;I;;2.0;;S;"{""coordinates"": [-0.385338276899121, 39.45896624072658], ""type"": ""Point""}";39.45896624072658, -0.385338276899121
3253;H439;3 O 70;U;O;C;MARIANO RIBERA;13;I;;2.5;;S;"{""coordinates"": [-0.39132345362461357, 39.464792037844056], ""type"": ""Point""}";39.464792037844056, -0.39132345362461357
3294;H53;3 O 70;U;O;Plza.;JESUS;11;D;;4.5;;S;"{""coordinates"": [-0.3888911230439568, 39.460111509300276], ""type"": ""Point""}";39.460111509300276, -0.3888911230439568
3298;H258;3 O 70;U;O;C;ALBACETE;45;I;1.0;2.5;;S;"{""coordinates"": [-0.38552713038157804, 39.46128628818186], ""type"": ""Point""}";39.46128628818186, -0.38552713038157804
3299;H71;3 O 70;U;A;C;SAN VICENTE MARTIR;174;D;;1.0;;N;"{""coordinates"": [-0.3828234829218468, 39.46099848487189], ""type"": ""Point""}";39.46099848487189, -0.3828234829218468
3303;H312;3 O 70;U;O;C;MALUQUER;6;D;;2.0;;S;"{""coordinates"": [-0.3849347279275913, 39.46278236954018], ""type"": ""Point""}";39.46278236954018, -0.3849347279275913
4106;H1397;3 O 70;U;O;C;MONTESA;35;I;;1.5;;S;"{""coordinates"": [-0.39445903124997894, 39.45542606599278], ""type"": ""Point""}";39.45542606599278, -0.39445903124997894
4107;H1398;3 O 70;U;O;C;DOCTOR MARAÑON;14;I;;1.2;1.0;S;"{""coordinates"": [-0.3942958966116915, 39.454899598619185], ""type"": ""Point""}";39.454899598619185, -0.3942958966116915
4228;H1319;3 O 70;U;O;C;JERONIMO MUÑOZ;19 Acc;D;2.0;1.0;;S;"{""coordinates"": [-0.38635985787784377, 39.459155071657335], ""type"": ""Point""}";39.459155071657335, -0.38635985787784377
4244;H1445;3 O 70;U;O;C;PROFESOR BLANCO;15;D;;4.0;2.0;S;"{""coordinates"": [-0.40007972905483935, 39.45736617422573], ""type"": ""Point""}";39.45736617422573, -0.40007972905483935
4246;H1434;3 O 70;U;O;C;DOCTOR RAFAEL BARTUAL;19;D;;5.0;;S;"{""coordinates"": [-0.40213137232018387, 39.45438414099256], ""type"": ""Point""}";39.45438414099256, -0.40213137232018387
9982;H1788;3 O 70;U;O;Calle;Felipe Vives de Cañamas;48;I;;;;S;"{""coordinates"": [-0.3330280170223323, 39.47374750970311], ""type"": ""Point""}";39.47374750970311, -0.3330280170223323
3306;H508;3 O 70;U;O;C;VALLE DE LA BALLESTERA;71-73;D;;0.8;;S;"{""coordinates"": [-0.4046355823583617, 39.47846126212065], ""type"": ""Point""}";39.47846126212065, -0.4046355823583617
2571;H1457;3 O 70;U;O;C;EMILIO BARO;Pares;D;;25.0;;S;"{""coordinates"": [-0.35799661940218247, 39.493328724894226], ""type"": ""Point""}";39.493328724894226, -0.35799661940218247
2743;H220;3 O 70;U;O;PL;HOLANDA;1;I;;1.5;;S;"{""coordinates"": [-0.3881987495195882, 39.448171637991216], ""type"": ""Point""}";39.448171637991216, -0.3881987495195882
3260;H831;3 O 70;U;O;C;ARCHIDUQUE CARLOS;70 Acc;D;;3.0;;S;"{""coordinates"": [-0.3996914840700636, 39.460771203183434], ""type"": ""Point""}";39.460771203183434, -0.3996914840700636
3181;H756;3 O 70;U;O;Avd;ARAGON;13;D;;3.0;;S;"{""coordinates"": [-0.3587390084748124, 39.470928777099566], ""type"": ""Point""}";39.470928777099566, -0.3587390084748124
2494;H880;3 O 70;U;O;C;Eduardo Primo Yúfera;1 B;D;;;;S;"{""coordinates"": [-0.3490253887485607, 39.45264756987031], ""type"": ""Point""}";39.45264756987031, -0.3490253887485607
2687;H659;3 O 70;U;O;Avd;CATALUÑA;(upv);D;;0.5;;S;"{""coordinates"": [-0.34637120577820973, 39.4843150386032], ""type"": ""Point""}";39.4843150386032, -0.34637120577820973
3020;H921;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;D;;;;S;"{""coordinates"": [-0.33569971847670865, 39.47954193051243], ""type"": ""Point""}";39.47954193051243, -0.33569971847670865
3067;H926;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;D;;0.5;;S;"{""coordinates"": [-0.33816968300085115, 39.478713032006446], ""type"": ""Point""}";39.478713032006446, -0.33816968300085115
3071;H684;3 O 70;U;O;C;Agusti Alaman i Rodrigo (Music);(upv);I;;1.0;;S;"{""coordinates"": [-0.3379368864627668, 39.482072099806864], ""type"": ""Point""}";39.482072099806864, -0.3379368864627668
3072;H682;3 O 70;U;O;C;Agusti Alaman i Rodrigo (Music)(upv);s/n;I;;1.0;;S;"{""coordinates"": [-0.3398324243378462, 39.48262241332524], ""type"": ""Point""}";39.48262241332524, -0.3398324243378462
3074;H918;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;D;;4.0;;S;"{""coordinates"": [-0.34220117571982356, 39.481433898461184], ""type"": ""Point""}";39.481433898461184, -0.34220117571982356
3077;H916;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;D;;4.0;;S;"{""coordinates"": [-0.3440813739056069, 39.48198453061915], ""type"": ""Point""}";39.48198453061915, -0.3440813739056069
3080;H679;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;I;;1.5;;S;"{""coordinates"": [-0.3439730088152496, 39.483621688824485], ""type"": ""Point""}";39.483621688824485, -0.3439730088152496
3656;H759;3 O 70;U;O;Avd;NARANJOS, LOS;(upv);D;;4.0;;S;"{""coordinates"": [-0.3369174872507644, 39.47774670345233], ""type"": ""Point""}";39.47774670345233, -0.3369174872507644
3994;H1480;3 O 70;U;O;Cno;VERA (upv);s/n;D;;3.0;;S;"{""coordinates"": [-0.34914391161562913, 39.48127774162192], ""type"": ""Point""}";39.48127774162192, -0.34914391161562913
3995;H1484;3 O 70;U;O;;UNIVERSIDAD POLITECNICA;s/n;D;;1.0;;S;"{""coordinates"": [-0.33689962630911247, 39.47870460701718], ""type"": ""Point""}";39.47870460701718, -0.33689962630911247
3708;H784;3 O 70;P;O;Externo;Rocafort URBANITZACIÓ GRUP MASSARROJOS;16 - 17;D;;;;S;"{""coordinates"": [-0.41465331104000097, 39.54341598130323], ""type"": ""Point""}";39.54341598130323, -0.41465331104000097
2298;H1283;3 O 70;U;O;Avd;AVENIDA ANTONIO FERRANDIS;s/n;D;;1.0;;S;"{""coordinates"": [-0.3661226160291091, 39.44771344945955], ""type"": ""Point""}";39.44771344945955, -0.3661226160291091
2336;H1368;3 O 70;U;O;C;CALLE CREU ROJA S/N;;D;;1.0;;S;"{""coordinates"": [-0.4122174179453925, 39.459452653997396], ""type"": ""Point""}";39.459452653997396, -0.4122174179453925
4192;H1640;3 O 70;U;O;Calle;En Proyecto;s/n;D;;;;S;"{""coordinates"": [-0.3855600227201648, 39.43936585983598], ""type"": ""Point""}";39.43936585983598, -0.3855600227201648
2464;H1578;3 O 70;U;O;C;Navarro Cabanes;s/n;D;;;;S;"{""coordinates"": [-0.4004164432823669, 39.47153322969492], ""type"": ""Point""}";39.47153322969492, -0.4004164432823669
2584;H1241;3 O 70;U;O;Avd;PEREZ GALDOS;111;D;;0.5;;S;"{""coordinates"": [-0.39374950393071845, 39.471882009405306], ""type"": ""Point""}";39.471882009405306, -0.39374950393071845
2588;H1363;3 O 70;U;O;C;CASTILLO DE BENISANO;23 ACC;D;;1.0;;S;"{""coordinates"": [-0.40189224292863407, 39.4703065101206], ""type"": ""Point""}";39.4703065101206, -0.40189224292863407
3131;H474;3 O 70;U;O;AV;TRES CRUCES;s/n;D;;;;S;"{""coordinates"": [-0.4061590811167455, 39.46906436206016], ""type"": ""Point""}";39.46906436206016, -0.4061590811167455
3227;H503;3 O 70;U;O;AV;TRES CRUCES;Impares;D;;;;S;"{""coordinates"": [-0.4028718546812468, 39.45955384243142], ""type"": ""Point""}";39.45955384243142, -0.4028718546812468
3231;H675;3 O 70;U;O;Cno.;Nou de Picanya;6 Acc.;D;;2.0;;S;"{""coordinates"": [-0.4041519141242229, 39.45684237123037], ""type"": ""Point""}";39.45684237123037, -0.4041519141242229
3663;H1125;1 O 70;U;O;C;DEMOCRACIA;99;D;;1.0;2.5;S;"{""coordinates"": [-0.4077215849009674, 39.4726459881803], ""type"": ""Point""}";39.4726459881803, -0.4077215849009674
3666;H352;3 O 70;U;O;AV;CID;104;D;;0.5;;S;"{""coordinates"": [-0.40256155092496887, 39.46955912603869], ""type"": ""Point""}";39.46955912603869, -0.40256155092496887
4040;H1542;3 O 70;U;O;C;DEMOCRACIA;77;D;;;;S;"{""coordinates"": [-0.40443854780861077, 39.47233711826274], ""type"": ""Point""}";39.47233711826274, -0.40443854780861077
4041;H1543;3 O 70;U;O;C;LUIS LAMARCA;50 ACC;D;;;;S;"{""coordinates"": [-0.404214264433414, 39.47073013978439], ""type"": ""Point""}";39.47073013978439, -0.404214264433414
6081;H1729;O;U;O;Paseo;Pechina;56-58;I;;;;S;"{""coordinates"": [-0.4000375416836147, 39.4740274738616], ""type"": ""Point""}";39.4740274738616, -0.4000375416836147
4057;H1687;3 O 70;U;O;Calle;FLORENCE NIGHTINGALE S/N;s/n;D;;;;S;"{""coordinates"": [-0.37620618017478075, 39.44018166862957], ""type"": ""Point""}";39.44018166862957, -0.37620618017478075
4196;H1685;3 O 70;U;O;Calle;FLORENCE NIGHTINGALE S/N;s/n;D;;;;S;"{""coordinates"": [-0.3800520063327423, 39.44052622197121], ""type"": ""Point""}";39.44052622197121, -0.3800520063327423
2249;H1365;3 O 70;U;O;C;Creu Roja;1;D;;1.0;;S;"{""coordinates"": [-0.4136242108251976, 39.46140831574946], ""type"": ""Point""}";39.46140831574946, -0.4136242108251976
2337;H1367;3 O 70;U;O;C;Perpendicular a EP. Sector Gremis B;4 Acc;D;;1.0;;S;"{""coordinates"": [-0.4135669411132527, 39.46030241083505], ""type"": ""Point""}";39.46030241083505, -0.4135669411132527
2362;H1200;3 O 70;U;O;C;CASA MISERICORDIA;1 ACC;D;;5.0;;S;"{""coordinates"": [-0.4101284430207998, 39.46830681384441], ""type"": ""Point""}";39.46830681384441, -0.4101284430207998
2585;H1414;3 O 70;U;O;C;JUAN LLORENS;25;D;2.0;1.0;;S;"{""coordinates"": [-0.390642183830718, 39.47281318654566], ""type"": ""Point""}";39.47281318654566, -0.390642183830718
3119;H562;3 O 70;U;O;C;TRAGINERS, DELS;5 Acc.;D;8.3;2.0;;S;"{""coordinates"": [-0.4072152038863435, 39.460603226528576], ""type"": ""Point""}";39.460603226528576, -0.4072152038863435
3121;H157;3 O 70;U;O;C;FUSTERS, DELS;2;D;;0.6;;S;"{""coordinates"": [-0.4083367742483549, 39.460848085484294], ""type"": ""Point""}";39.460848085484294, -0.4083367742483549
3130;H475;3 O 70;U;O;AV;TRES CRUCES;s/n;D;;;;S;"{""coordinates"": [-0.40569653117210025, 39.468967435255244], ""type"": ""Point""}";39.468967435255244, -0.40569653117210025
3226;H584;3 O 70;U;O;C;PUEBLA DE VALVERDE;4y6;D;;2.5;;S;"{""coordinates"": [-0.401648483242451, 39.459899533533175], ""type"": ""Point""}";39.459899533533175, -0.401648483242451
3263;H245;3 O 70;U;O;C;Emiliio Lluch;22;I;;1.0;1.0;S;"{""coordinates"": [-0.4024240509515422, 39.46163995880745], ""type"": ""Point""}";39.46163995880745, -0.4024240509515422
3264;H628;3 O 70;P;O;C;VIRGEN DE LA CABEZA;62-64;D;;2.0;;S;"{""coordinates"": [-0.3993106387464974, 39.46343544822231], ""type"": ""Point""}";39.46343544822231, -0.3993106387464974
3265;H261;3 O 70;U;O;C;JOSE MARIA MORTES LERMA;32;I;;0.6;;S;"{""coordinates"": [-0.40252394253189316, 39.462959419427776], ""type"": ""Point""}";39.462959419427776, -0.40252394253189316
3374;H325;3 O 70;U;O;C;LITERATO GABRIEL MIRO;47;I;;1.0;;S;"{""coordinates"": [-0.39105345935855923, 39.47185499991242], ""type"": ""Point""}";39.47185499991242, -0.39105345935855923
3471;H856;3 O 70;U;O;C;TRAGINERS, DELS;9;D;;1.5;;S;"{""coordinates"": [-0.40615540787574794, 39.45885465370263], ""type"": ""Point""}";39.45885465370263, -0.40615540787574794
3472;H1108;3 O 70;U;O;C;PEDRAPIQUERS, DELS;4;D;;1.5;;S;"{""coordinates"": [-0.4072233334395222, 39.45866195500841], ""type"": ""Point""}";39.45866195500841, -0.4072233334395222
