OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
223448;2;"{""coordinates"": [-0.38765293666417033, 39.481658221970235], ""type"": ""Point""}";39.481658221970235, -0.38765293666417033
223452;1;"{""coordinates"": [-0.350406487596682, 39.458662935034916], ""type"": ""Point""}";39.458662935034916, -0.350406487596682
223454;1;"{""coordinates"": [-0.3843801283108774, 39.4687826595729], ""type"": ""Point""}";39.4687826595729, -0.3843801283108774
223455;1;"{""coordinates"": [-0.37709400094004236, 39.48743800756125], ""type"": ""Point""}";39.48743800756125, -0.37709400094004236
223466;2;"{""coordinates"": [-0.3539826075015905, 39.48406206508053], ""type"": ""Point""}";39.48406206508053, -0.3539826075015905
223467;1;"{""coordinates"": [-0.3648899087814202, 39.45866943616667], ""type"": ""Point""}";39.45866943616667, -0.3648899087814202
223469;1;"{""coordinates"": [-0.32955955377488294, 39.47476067215359], ""type"": ""Point""}";39.47476067215359, -0.32955955377488294
223471;1;"{""coordinates"": [-0.32976586397674645, 39.47351082171493], ""type"": ""Point""}";39.47351082171493, -0.32976586397674645
223472;1;"{""coordinates"": [-0.32967234434958415, 39.473499114472666], ""type"": ""Point""}";39.473499114472666, -0.32967234434958415
223473;1;"{""coordinates"": [-0.32923123618429023, 39.47416392007205], ""type"": ""Point""}";39.47416392007205, -0.32923123618429023
223474;1;"{""coordinates"": [-0.32938303674127944, 39.473335687129634], ""type"": ""Point""}";39.473335687129634, -0.32938303674127944
223477;1;"{""coordinates"": [-0.3531315503337346, 39.47659872297173], ""type"": ""Point""}";39.47659872297173, -0.3531315503337346
223478;1;"{""coordinates"": [-0.35042045261347887, 39.477298340649924], ""type"": ""Point""}";39.477298340649924, -0.35042045261347887
223480;1;"{""coordinates"": [-0.3416119771467807, 39.462329021657766], ""type"": ""Point""}";39.462329021657766, -0.3416119771467807
223489;1;"{""coordinates"": [-0.2859458767470081, 39.29432658723305], ""type"": ""Point""}";39.29432658723305, -0.2859458767470081
223501;1;"{""coordinates"": [-0.383542727625177, 39.439072254666485], ""type"": ""Point""}";39.439072254666485, -0.383542727625177
223502;1;"{""coordinates"": [-0.3857669748412372, 39.43910446341963], ""type"": ""Point""}";39.43910446341963, -0.3857669748412372
223503;1;"{""coordinates"": [-0.3442188429083159, 39.454824872451105], ""type"": ""Point""}";39.454824872451105, -0.3442188429083159
223506;1;"{""coordinates"": [-0.33032341860118425, 39.472389604312355], ""type"": ""Point""}";39.472389604312355, -0.33032341860118425
223510;1;"{""coordinates"": [-0.35541604763089474, 39.47262049485067], ""type"": ""Point""}";39.47262049485067, -0.35541604763089474
223513;1;"{""coordinates"": [-0.3701415189337344, 39.47242520034471], ""type"": ""Point""}";39.47242520034471, -0.3701415189337344
223516;1;"{""coordinates"": [-0.373937717818793, 39.47529859254224], ""type"": ""Point""}";39.47529859254224, -0.373937717818793
223517;1;"{""coordinates"": [-0.36809174368574366, 39.47394603476748], ""type"": ""Point""}";39.47394603476748, -0.36809174368574366
223519;1;"{""coordinates"": [-0.33036205836288124, 39.47101792175997], ""type"": ""Point""}";39.47101792175997, -0.33036205836288124
223521;1;"{""coordinates"": [-0.33194696089744224, 39.47068139537614], ""type"": ""Point""}";39.47068139537614, -0.33194696089744224
223526;1;"{""coordinates"": [-0.283556792276176, 39.290658342082274], ""type"": ""Point""}";39.290658342082274, -0.283556792276176
223532;1;"{""coordinates"": [-0.3648099200833905, 39.467292043518235], ""type"": ""Point""}";39.467292043518235, -0.3648099200833905
223533;1;"{""coordinates"": [-0.3742606398876202, 39.43252813803498], ""type"": ""Point""}";39.43252813803498, -0.3742606398876202
223535;1;"{""coordinates"": [-0.3315074222666373, 39.46770693355608], ""type"": ""Point""}";39.46770693355608, -0.3315074222666373
223538;1;"{""coordinates"": [-0.3760611296856232, 39.432668450923636], ""type"": ""Point""}";39.432668450923636, -0.3760611296856232
223539;1;"{""coordinates"": [-0.39498719459744625, 39.499318425358524], ""type"": ""Point""}";39.499318425358524, -0.39498719459744625
223541;1;"{""coordinates"": [-0.39722689761266294, 39.4640948134676], ""type"": ""Point""}";39.4640948134676, -0.39722689761266294
223544;1;"{""coordinates"": [-0.32858387614843965, 39.471810041024426], ""type"": ""Point""}";39.471810041024426, -0.32858387614843965
223545;1;"{""coordinates"": [-0.3288316403774763, 39.47034150294216], ""type"": ""Point""}";39.47034150294216, -0.3288316403774763
223546;1;"{""coordinates"": [-0.33003517399741117, 39.47066260267406], ""type"": ""Point""}";39.47066260267406, -0.33003517399741117
223547;1;"{""coordinates"": [-0.27719009486941104, 39.280908641206246], ""type"": ""Point""}";39.280908641206246, -0.27719009486941104
223554;1;"{""coordinates"": [-0.32986570128807174, 39.47628222708773], ""type"": ""Point""}";39.47628222708773, -0.32986570128807174
223556;1;"{""coordinates"": [-0.3299264341877281, 39.46883083603074], ""type"": ""Point""}";39.46883083603074, -0.3299264341877281
223563;1;"{""coordinates"": [-0.3873942497995951, 39.48982505750325], ""type"": ""Point""}";39.48982505750325, -0.3873942497995951
223565;1;"{""coordinates"": [-0.3550382053949502, 39.46926194964749], ""type"": ""Point""}";39.46926194964749, -0.3550382053949502
223567;1;"{""coordinates"": [-0.3802922319247496, 39.44924420314], ""type"": ""Point""}";39.44924420314, -0.3802922319247496
223571;1;"{""coordinates"": [-0.3923434377295333, 39.44904002469569], ""type"": ""Point""}";39.44904002469569, -0.3923434377295333
223573;1;"{""coordinates"": [-0.39417816375224696, 39.49100314198425], ""type"": ""Point""}";39.49100314198425, -0.39417816375224696
223576;1;"{""coordinates"": [-0.3575159073550533, 39.46726805427298], ""type"": ""Point""}";39.46726805427298, -0.3575159073550533
223578;1;"{""coordinates"": [-0.33464526386905813, 39.46326584255231], ""type"": ""Point""}";39.46326584255231, -0.33464526386905813
223579;1;"{""coordinates"": [-0.3344246256507738, 39.4632382061045], ""type"": ""Point""}";39.4632382061045, -0.3344246256507738
223582;1;"{""coordinates"": [-0.4035101276756767, 39.450271408146264], ""type"": ""Point""}";39.450271408146264, -0.4035101276756767
223584;1;"{""coordinates"": [-0.3725894627054753, 39.457834581865825], ""type"": ""Point""}";39.457834581865825, -0.3725894627054753
223593;1;"{""coordinates"": [-0.37062740811875355, 39.45492299411789], ""type"": ""Point""}";39.45492299411789, -0.37062740811875355
223595;1;"{""coordinates"": [-0.37058451423880584, 39.454277236252786], ""type"": ""Point""}";39.454277236252786, -0.37058451423880584
223603;1;"{""coordinates"": [-0.33838092513114026, 39.421855299716405], ""type"": ""Point""}";39.421855299716405, -0.33838092513114026
223604;1;"{""coordinates"": [-0.35152918512396886, 39.46215056132234], ""type"": ""Point""}";39.46215056132234, -0.35152918512396886
223605;1;"{""coordinates"": [-0.34624693600490847, 39.46185887810315], ""type"": ""Point""}";39.46185887810315, -0.34624693600490847
223606;1;"{""coordinates"": [-0.3541154722204588, 39.464222095399194], ""type"": ""Point""}";39.464222095399194, -0.3541154722204588
223607;1;"{""coordinates"": [-0.3540454985375971, 39.464131801883916], ""type"": ""Point""}";39.464131801883916, -0.3540454985375971
223608;1;"{""coordinates"": [-0.3859059901830886, 39.45217339098609], ""type"": ""Point""}";39.45217339098609, -0.3859059901830886
223609;2;"{""coordinates"": [-0.32774759953646787, 39.38765732871961], ""type"": ""Point""}";39.38765732871961, -0.32774759953646787
223612;1;"{""coordinates"": [-0.41507621291746305, 39.496928322005076], ""type"": ""Point""}";39.496928322005076, -0.41507621291746305
223616;1;"{""coordinates"": [-0.3875814083907235, 39.440044376519644], ""type"": ""Point""}";39.440044376519644, -0.3875814083907235
223618;1;"{""coordinates"": [-0.3906851457273285, 39.43280793488221], ""type"": ""Point""}";39.43280793488221, -0.3906851457273285
223621;1;"{""coordinates"": [-0.39350943203190086, 39.42725867299363], ""type"": ""Point""}";39.42725867299363, -0.39350943203190086
223630;1;"{""coordinates"": [-0.40516372707484855, 39.46949169197271], ""type"": ""Point""}";39.46949169197271, -0.40516372707484855
223631;1;"{""coordinates"": [-0.36348691368781955, 39.452370475706374], ""type"": ""Point""}";39.452370475706374, -0.36348691368781955
223634;1;"{""coordinates"": [-0.34657027590986467, 39.461204837416176], ""type"": ""Point""}";39.461204837416176, -0.34657027590986467
223636;1;"{""coordinates"": [-0.33308980826029433, 39.47344512183548], ""type"": ""Point""}";39.47344512183548, -0.33308980826029433
223637;1;"{""coordinates"": [-0.3333924219842228, 39.47295806348879], ""type"": ""Point""}";39.47295806348879, -0.3333924219842228
223639;1;"{""coordinates"": [-0.3871747758404371, 39.48406713519943], ""type"": ""Point""}";39.48406713519943, -0.3871747758404371
223641;1;"{""coordinates"": [-0.33890745286395235, 39.46026267673659], ""type"": ""Point""}";39.46026267673659, -0.33890745286395235
223646;2;"{""coordinates"": [-0.3380191847815993, 39.458772996814446], ""type"": ""Point""}";39.458772996814446, -0.3380191847815993
223650;1;"{""coordinates"": [-0.32806558060892405, 39.472282515303434], ""type"": ""Point""}";39.472282515303434, -0.32806558060892405
223652;1;"{""coordinates"": [-0.3285197189441213, 39.47005227833358], ""type"": ""Point""}";39.47005227833358, -0.3285197189441213
223654;1;"{""coordinates"": [-0.33327066630851626, 39.451784733504], ""type"": ""Point""}";39.451784733504, -0.33327066630851626
223659;1;"{""coordinates"": [-0.3354854391898261, 39.42195534212075], ""type"": ""Point""}";39.42195534212075, -0.3354854391898261
223660;1;"{""coordinates"": [-0.4041514196496486, 39.452921373286394], ""type"": ""Point""}";39.452921373286394, -0.4041514196496486
223664;1;"{""coordinates"": [-0.4034443651480311, 39.48504589133547], ""type"": ""Point""}";39.48504589133547, -0.4034443651480311
223665;1;"{""coordinates"": [-0.3914480608687407, 39.46589669508798], ""type"": ""Point""}";39.46589669508798, -0.3914480608687407
223675;1;"{""coordinates"": [-0.38307795350015883, 39.48438426756549], ""type"": ""Point""}";39.48438426756549, -0.38307795350015883
223679;1;"{""coordinates"": [-0.36100576051235156, 39.453802463220725], ""type"": ""Point""}";39.453802463220725, -0.36100576051235156
223680;1;"{""coordinates"": [-0.3568812165358449, 39.489882733539545], ""type"": ""Point""}";39.489882733539545, -0.3568812165358449
223683;1;"{""coordinates"": [-0.3864642997171801, 39.46384254836742], ""type"": ""Point""}";39.46384254836742, -0.3864642997171801
223685;1;"{""coordinates"": [-0.3602603348634598, 39.491616538691815], ""type"": ""Point""}";39.491616538691815, -0.3602603348634598
223691;1;"{""coordinates"": [-0.3761863358617565, 39.5174773697591], ""type"": ""Point""}";39.5174773697591, -0.3761863358617565
223693;1;"{""coordinates"": [-0.3768092540817641, 39.5173836562132], ""type"": ""Point""}";39.5173836562132, -0.3768092540817641
223696;1;"{""coordinates"": [-0.3315159919800734, 39.4636550622112], ""type"": ""Point""}";39.4636550622112, -0.3315159919800734
223698;1;"{""coordinates"": [-0.3805944389979003, 39.439856105980624], ""type"": ""Point""}";39.439856105980624, -0.3805944389979003
223699;1;"{""coordinates"": [-0.36547324098471207, 39.45948910130579], ""type"": ""Point""}";39.45948910130579, -0.36547324098471207
223702;1;"{""coordinates"": [-0.3723906939358888, 39.44976444474533], ""type"": ""Point""}";39.44976444474533, -0.3723906939358888
223703;1;"{""coordinates"": [-0.38144249073234465, 39.45243936632703], ""type"": ""Point""}";39.45243936632703, -0.38144249073234465
223704;1;"{""coordinates"": [-0.3762575461982957, 39.5165955269736], ""type"": ""Point""}";39.5165955269736, -0.3762575461982957
223707;1;"{""coordinates"": [-0.3914040172818811, 39.44636881224284], ""type"": ""Point""}";39.44636881224284, -0.3914040172818811
223709;1;"{""coordinates"": [-0.3721871088780176, 39.450590238627065], ""type"": ""Point""}";39.450590238627065, -0.3721871088780176
223710;1;"{""coordinates"": [-0.39316543432762713, 39.43555791976632], ""type"": ""Point""}";39.43555791976632, -0.39316543432762713
223711;1;"{""coordinates"": [-0.40361225677311435, 39.45503171729974], ""type"": ""Point""}";39.45503171729974, -0.40361225677311435
223715;1;"{""coordinates"": [-0.3930844824011213, 39.458878473422615], ""type"": ""Point""}";39.458878473422615, -0.3930844824011213
223721;1;"{""coordinates"": [-0.38211517938853995, 39.4924828998785], ""type"": ""Point""}";39.4924828998785, -0.38211517938853995
223722;1;"{""coordinates"": [-0.3786119005187332, 39.43977844838811], ""type"": ""Point""}";39.43977844838811, -0.3786119005187332
223726;1;"{""coordinates"": [-0.4068586031833936, 39.46485069030823], ""type"": ""Point""}";39.46485069030823, -0.4068586031833936
223730;1;"{""coordinates"": [-0.3302849900931383, 39.48352242226409], ""type"": ""Point""}";39.48352242226409, -0.3302849900931383
223732;1;"{""coordinates"": [-0.37338668965069594, 39.43998271718091], ""type"": ""Point""}";39.43998271718091, -0.37338668965069594
223734;1;"{""coordinates"": [-0.3306195647882804, 39.46393939389687], ""type"": ""Point""}";39.46393939389687, -0.3306195647882804
223735;1;"{""coordinates"": [-0.3705599298925306, 39.438844123979415], ""type"": ""Point""}";39.438844123979415, -0.3705599298925306
223737;1;"{""coordinates"": [-0.3590429839293167, 39.45718690439167], ""type"": ""Point""}";39.45718690439167, -0.3590429839293167
223742;1;"{""coordinates"": [-0.3650393350534913, 39.4865910558066], ""type"": ""Point""}";39.4865910558066, -0.3650393350534913
223745;1;"{""coordinates"": [-0.40050945537013455, 39.46000844125555], ""type"": ""Point""}";39.46000844125555, -0.40050945537013455
223749;1;"{""coordinates"": [-0.39607741263175605, 39.46543126253297], ""type"": ""Point""}";39.46543126253297, -0.39607741263175605
223752;1;"{""coordinates"": [-0.36277633492299133, 39.48788089549118], ""type"": ""Point""}";39.48788089549118, -0.36277633492299133
223762;1;"{""coordinates"": [-0.38564006060821693, 39.45860749665195], ""type"": ""Point""}";39.45860749665195, -0.38564006060821693
223773;1;"{""coordinates"": [-0.4033898921083237, 39.481505163333665], ""type"": ""Point""}";39.481505163333665, -0.4033898921083237
223774;1;"{""coordinates"": [-0.3271929052563508, 39.466181878549094], ""type"": ""Point""}";39.466181878549094, -0.3271929052563508
223779;1;"{""coordinates"": [-0.3790278261375854, 39.496197830715204], ""type"": ""Point""}";39.496197830715204, -0.3790278261375854
223780;1;"{""coordinates"": [-0.40319042762304297, 39.48228387883184], ""type"": ""Point""}";39.48228387883184, -0.40319042762304297
223791;1;"{""coordinates"": [-0.3343559995814826, 39.449163739857575], ""type"": ""Point""}";39.449163739857575, -0.3343559995814826
223793;1;"{""coordinates"": [-0.4002789140616054, 39.49293066669112], ""type"": ""Point""}";39.49293066669112, -0.4002789140616054
223796;1;"{""coordinates"": [-0.38363020840428885, 39.493920609807724], ""type"": ""Point""}";39.493920609807724, -0.38363020840428885
223797;1;"{""coordinates"": [-0.3828412495588248, 39.49334777498279], ""type"": ""Point""}";39.49334777498279, -0.3828412495588248
223798;1;"{""coordinates"": [-0.3833046537033533, 39.49304097670828], ""type"": ""Point""}";39.49304097670828, -0.3833046537033533
223799;1;"{""coordinates"": [-0.4033031385168276, 39.47805332310729], ""type"": ""Point""}";39.47805332310729, -0.4033031385168276
223800;1;"{""coordinates"": [-0.40211447932476174, 39.47761867413187], ""type"": ""Point""}";39.47761867413187, -0.40211447932476174
223801;1;"{""coordinates"": [-0.3600290462957198, 39.48340957979188], ""type"": ""Point""}";39.48340957979188, -0.3600290462957198
223807;1;"{""coordinates"": [-0.398138049562974, 39.4777353815161], ""type"": ""Point""}";39.4777353815161, -0.398138049562974
