OBJECTID;Nombre Places / Número Plazas;geo_shape;geo_point_2d
222762;1;"{""coordinates"": [-0.2767762176258418, 39.2790739895378], ""type"": ""Point""}";39.2790739895378, -0.2767762176258418
222765;1;"{""coordinates"": [-0.3221979189810734, 39.355302484827085], ""type"": ""Point""}";39.355302484827085, -0.3221979189810734
222768;1;"{""coordinates"": [-0.32171845152974654, 39.36473904746323], ""type"": ""Point""}";39.36473904746323, -0.32171845152974654
222775;1;"{""coordinates"": [-0.3879617012063758, 39.483733249572055], ""type"": ""Point""}";39.483733249572055, -0.3879617012063758
222777;1;"{""coordinates"": [-0.39806457813164725, 39.484625920493656], ""type"": ""Point""}";39.484625920493656, -0.39806457813164725
222778;1;"{""coordinates"": [-0.3735384851212034, 39.48897308502122], ""type"": ""Point""}";39.48897308502122, -0.3735384851212034
222782;1;"{""coordinates"": [-0.3561665031933285, 39.474905842634406], ""type"": ""Point""}";39.474905842634406, -0.3561665031933285
222784;1;"{""coordinates"": [-0.39092810926880694, 39.444082585338506], ""type"": ""Point""}";39.444082585338506, -0.39092810926880694
222790;1;"{""coordinates"": [-0.39774810154313783, 39.4732571308816], ""type"": ""Point""}";39.4732571308816, -0.39774810154313783
222792;2;"{""coordinates"": [-0.4030274783612164, 39.47221888362426], ""type"": ""Point""}";39.47221888362426, -0.4030274783612164
222793;1;"{""coordinates"": [-0.3977616105627593, 39.47654210363846], ""type"": ""Point""}";39.47654210363846, -0.3977616105627593
222794;1;"{""coordinates"": [-0.4004883854941409, 39.47766162395679], ""type"": ""Point""}";39.47766162395679, -0.4004883854941409
222795;1;"{""coordinates"": [-0.39838541936234856, 39.477266785721355], ""type"": ""Point""}";39.477266785721355, -0.39838541936234856
222796;2;"{""coordinates"": [-0.4032468990840228, 39.47871625999367], ""type"": ""Point""}";39.47871625999367, -0.4032468990840228
222797;1;"{""coordinates"": [-0.40046333473258217, 39.47851674841766], ""type"": ""Point""}";39.47851674841766, -0.40046333473258217
222798;2;"{""coordinates"": [-0.4057510715053113, 39.47826133688165], ""type"": ""Point""}";39.47826133688165, -0.4057510715053113
222800;1;"{""coordinates"": [-0.3928836992954195, 39.47177337452492], ""type"": ""Point""}";39.47177337452492, -0.3928836992954195
222801;1;"{""coordinates"": [-0.3940769022972475, 39.47217457971646], ""type"": ""Point""}";39.47217457971646, -0.3940769022972475
222802;1;"{""coordinates"": [-0.3934562512586973, 39.473079478855766], ""type"": ""Point""}";39.473079478855766, -0.3934562512586973
222803;1;"{""coordinates"": [-0.39199296714967324, 39.4715819142785], ""type"": ""Point""}";39.4715819142785, -0.39199296714967324
222806;1;"{""coordinates"": [-0.39965781429420866, 39.481966021637476], ""type"": ""Point""}";39.481966021637476, -0.39965781429420866
222815;1;"{""coordinates"": [-0.3912491444666884, 39.44501467571443], ""type"": ""Point""}";39.44501467571443, -0.3912491444666884
222816;1;"{""coordinates"": [-0.3905263500127848, 39.445723608951006], ""type"": ""Point""}";39.445723608951006, -0.3905263500127848
222817;1;"{""coordinates"": [-0.38897784136733643, 39.445873992252096], ""type"": ""Point""}";39.445873992252096, -0.38897784136733643
222819;1;"{""coordinates"": [-0.3927976650046874, 39.446108285258205], ""type"": ""Point""}";39.446108285258205, -0.3927976650046874
222820;2;"{""coordinates"": [-0.3914745406554882, 39.446584364134345], ""type"": ""Point""}";39.446584364134345, -0.3914745406554882
222824;1;"{""coordinates"": [-0.40372475481397174, 39.45222892678091], ""type"": ""Point""}";39.45222892678091, -0.40372475481397174
222826;1;"{""coordinates"": [-0.40175350037131297, 39.45385141499005], ""type"": ""Point""}";39.45385141499005, -0.40175350037131297
222835;1;"{""coordinates"": [-0.39157091446655684, 39.4791393214279], ""type"": ""Point""}";39.4791393214279, -0.39157091446655684
222836;1;"{""coordinates"": [-0.3939039415222683, 39.48197782123376], ""type"": ""Point""}";39.48197782123376, -0.3939039415222683
222844;1;"{""coordinates"": [-0.38991697067017766, 39.474059098112896], ""type"": ""Point""}";39.474059098112896, -0.38991697067017766
222845;1;"{""coordinates"": [-0.39200871256216513, 39.47506213871015], ""type"": ""Point""}";39.47506213871015, -0.39200871256216513
222858;1;"{""coordinates"": [-0.38913181060003216, 39.44913821967032], ""type"": ""Point""}";39.44913821967032, -0.38913181060003216
222859;1;"{""coordinates"": [-0.3881258862843694, 39.45185923352737], ""type"": ""Point""}";39.45185923352737, -0.3881258862843694
222865;1;"{""coordinates"": [-0.3836063070750888, 39.45373889173553], ""type"": ""Point""}";39.45373889173553, -0.3836063070750888
222866;1;"{""coordinates"": [-0.3864800896608129, 39.454253288414925], ""type"": ""Point""}";39.454253288414925, -0.3864800896608129
222875;1;"{""coordinates"": [-0.3894116715131136, 39.454250301022874], ""type"": ""Point""}";39.454250301022874, -0.3894116715131136
222877;1;"{""coordinates"": [-0.39078437926680915, 39.454842863161765], ""type"": ""Point""}";39.454842863161765, -0.39078437926680915
222879;3;"{""coordinates"": [-0.3996356605193324, 39.45795470606688], ""type"": ""Point""}";39.45795470606688, -0.3996356605193324
222882;1;"{""coordinates"": [-0.3901158879771821, 39.486267207057224], ""type"": ""Point""}";39.486267207057224, -0.3901158879771821
222889;1;"{""coordinates"": [-0.3920324459414456, 39.48723318928941], ""type"": ""Point""}";39.48723318928941, -0.3920324459414456
222891;2;"{""coordinates"": [-0.3933145043134146, 39.485332073382665], ""type"": ""Point""}";39.485332073382665, -0.3933145043134146
222896;1;"{""coordinates"": [-0.3999392275183288, 39.48381190048966], ""type"": ""Point""}";39.48381190048966, -0.3999392275183288
222901;1;"{""coordinates"": [-0.3951322200461309, 39.48651275538566], ""type"": ""Point""}";39.48651275538566, -0.3951322200461309
222905;1;"{""coordinates"": [-0.4022426138514002, 39.4901704682804], ""type"": ""Point""}";39.4901704682804, -0.4022426138514002
222911;1;"{""coordinates"": [-0.3875231105828869, 39.45613213385633], ""type"": ""Point""}";39.45613213385633, -0.3875231105828869
222912;1;"{""coordinates"": [-0.38787015975066386, 39.456158321397396], ""type"": ""Point""}";39.456158321397396, -0.38787015975066386
222913;1;"{""coordinates"": [-0.3905762532165657, 39.45676633345865], ""type"": ""Point""}";39.45676633345865, -0.3905762532165657
222914;1;"{""coordinates"": [-0.3816945750870664, 39.45459827186613], ""type"": ""Point""}";39.45459827186613, -0.3816945750870664
222915;1;"{""coordinates"": [-0.38018647156446966, 39.45307602972874], ""type"": ""Point""}";39.45307602972874, -0.38018647156446966
222918;1;"{""coordinates"": [-0.37652452340276554, 39.45273085719697], ""type"": ""Point""}";39.45273085719697, -0.37652452340276554
222919;1;"{""coordinates"": [-0.37675184640176645, 39.45392209827235], ""type"": ""Point""}";39.45392209827235, -0.37675184640176645
222920;1;"{""coordinates"": [-0.37528431112982097, 39.45365621398722], ""type"": ""Point""}";39.45365621398722, -0.37528431112982097
222921;1;"{""coordinates"": [-0.3745366690165339, 39.454415932245475], ""type"": ""Point""}";39.454415932245475, -0.3745366690165339
222924;1;"{""coordinates"": [-0.3769219210413419, 39.45593176793522], ""type"": ""Point""}";39.45593176793522, -0.3769219210413419
222926;1;"{""coordinates"": [-0.38488172765764167, 39.45721786017783], ""type"": ""Point""}";39.45721786017783, -0.38488172765764167
222928;2;"{""coordinates"": [-0.3856565536067235, 39.461386837239466], ""type"": ""Point""}";39.461386837239466, -0.3856565536067235
222929;1;"{""coordinates"": [-0.3613581744769451, 39.48061323389584], ""type"": ""Point""}";39.48061323389584, -0.3613581744769451
222931;2;"{""coordinates"": [-0.4073281018915996, 39.492781536836915], ""type"": ""Point""}";39.492781536836915, -0.4073281018915996
222932;1;"{""coordinates"": [-0.4031814925137169, 39.491819832707954], ""type"": ""Point""}";39.491819832707954, -0.4031814925137169
222934;1;"{""coordinates"": [-0.34723878979506934, 39.473389077962274], ""type"": ""Point""}";39.473389077962274, -0.34723878979506934
222935;1;"{""coordinates"": [-0.345309056726114, 39.47282802493493], ""type"": ""Point""}";39.47282802493493, -0.345309056726114
222937;2;"{""coordinates"": [-0.34052438245535777, 39.47141530076945], ""type"": ""Point""}";39.47141530076945, -0.34052438245535777
222939;1;"{""coordinates"": [-0.3367629654499623, 39.470304188403276], ""type"": ""Point""}";39.470304188403276, -0.3367629654499623
222944;1;"{""coordinates"": [-0.3398879594786559, 39.47074634792825], ""type"": ""Point""}";39.47074634792825, -0.3398879594786559
222946;1;"{""coordinates"": [-0.3408011381831492, 39.47101592524665], ""type"": ""Point""}";39.47101592524665, -0.3408011381831492
222947;1;"{""coordinates"": [-0.3416102579552064, 39.470401906337536], ""type"": ""Point""}";39.470401906337536, -0.3416102579552064
222949;1;"{""coordinates"": [-0.342489619226462, 39.47076663095581], ""type"": ""Point""}";39.47076663095581, -0.342489619226462
222950;2;"{""coordinates"": [-0.34320476046927134, 39.47059691620889], ""type"": ""Point""}";39.47059691620889, -0.34320476046927134
222965;1;"{""coordinates"": [-0.3517023687309105, 39.47279350039996], ""type"": ""Point""}";39.47279350039996, -0.3517023687309105
222971;1;"{""coordinates"": [-0.35097718314088355, 39.465820630102556], ""type"": ""Point""}";39.465820630102556, -0.35097718314088355
222974;1;"{""coordinates"": [-0.3517610457030843, 39.46477427137812], ""type"": ""Point""}";39.46477427137812, -0.3517610457030843
222977;1;"{""coordinates"": [-0.3546392236260302, 39.46457180259547], ""type"": ""Point""}";39.46457180259547, -0.3546392236260302
222979;1;"{""coordinates"": [-0.35466666469417757, 39.46659795966719], ""type"": ""Point""}";39.46659795966719, -0.35466666469417757
222980;1;"{""coordinates"": [-0.3523220681366073, 39.46556119601721], ""type"": ""Point""}";39.46556119601721, -0.3523220681366073
223001;1;"{""coordinates"": [-0.3971771943410643, 39.46917690593594], ""type"": ""Point""}";39.46917690593594, -0.3971771943410643
223015;1;"{""coordinates"": [-0.42279414219299244, 39.500492831372156], ""type"": ""Point""}";39.500492831372156, -0.42279414219299244
223019;1;"{""coordinates"": [-0.35389495108849844, 39.48679026894354], ""type"": ""Point""}";39.48679026894354, -0.35389495108849844
223021;2;"{""coordinates"": [-0.3386332349228552, 39.467932160332225], ""type"": ""Point""}";39.467932160332225, -0.3386332349228552
223025;1;"{""coordinates"": [-0.39426355726299406, 39.48853709678047], ""type"": ""Point""}";39.48853709678047, -0.39426355726299406
223033;1;"{""coordinates"": [-0.3786625495025922, 39.48475799473983], ""type"": ""Point""}";39.48475799473983, -0.3786625495025922
223035;1;"{""coordinates"": [-0.3700299895507692, 39.457080301767895], ""type"": ""Point""}";39.457080301767895, -0.3700299895507692
223040;1;"{""coordinates"": [-0.3933342188565157, 39.46193130364439], ""type"": ""Point""}";39.46193130364439, -0.3933342188565157
223041;1;"{""coordinates"": [-0.39325899567398254, 39.46188380653424], ""type"": ""Point""}";39.46188380653424, -0.39325899567398254
223042;1;"{""coordinates"": [-0.31783942307663976, 39.31263660136167], ""type"": ""Point""}";39.31263660136167, -0.31783942307663976
223043;1;"{""coordinates"": [-0.3721683080811584, 39.49602441789383], ""type"": ""Point""}";39.49602441789383, -0.3721683080811584
223046;1;"{""coordinates"": [-0.3597406032049641, 39.4573440576885], ""type"": ""Point""}";39.4573440576885, -0.3597406032049641
223047;1;"{""coordinates"": [-0.33612011316334384, 39.47336125368402], ""type"": ""Point""}";39.47336125368402, -0.33612011316334384
223050;2;"{""coordinates"": [-0.3544274468391443, 39.4600923496137], ""type"": ""Point""}";39.4600923496137, -0.3544274468391443
223058;1;"{""coordinates"": [-0.4224960310163617, 39.50413378219645], ""type"": ""Point""}";39.50413378219645, -0.4224960310163617
223059;1;"{""coordinates"": [-0.3541669613771397, 39.462743044926114], ""type"": ""Point""}";39.462743044926114, -0.3541669613771397
223061;1;"{""coordinates"": [-0.39228754099409024, 39.44704557227771], ""type"": ""Point""}";39.44704557227771, -0.39228754099409024
223062;1;"{""coordinates"": [-0.348154597218466, 39.46089989154082], ""type"": ""Point""}";39.46089989154082, -0.348154597218466
223066;1;"{""coordinates"": [-0.3992651379076119, 39.49705772109144], ""type"": ""Point""}";39.49705772109144, -0.3992651379076119
223068;1;"{""coordinates"": [-0.3805483343562886, 39.44723102436042], ""type"": ""Point""}";39.44723102436042, -0.3805483343562886
223069;1;"{""coordinates"": [-0.3993807592843693, 39.49342267336585], ""type"": ""Point""}";39.49342267336585, -0.3993807592843693
223071;1;"{""coordinates"": [-0.3978572314513946, 39.494722614140926], ""type"": ""Point""}";39.494722614140926, -0.3978572314513946
223072;1;"{""coordinates"": [-0.3973793916216182, 39.49359003747759], ""type"": ""Point""}";39.49359003747759, -0.3973793916216182
223076;1;"{""coordinates"": [-0.39343933157322, 39.489661980186376], ""type"": ""Point""}";39.489661980186376, -0.39343933157322
223077;1;"{""coordinates"": [-0.39385309196617985, 39.49011882708591], ""type"": ""Point""}";39.49011882708591, -0.39385309196617985
223079;1;"{""coordinates"": [-0.41957369750021833, 39.5012865703718], ""type"": ""Point""}";39.5012865703718, -0.41957369750021833
223080;1;"{""coordinates"": [-0.3972478457062466, 39.49248054925995], ""type"": ""Point""}";39.49248054925995, -0.3972478457062466
223084;1;"{""coordinates"": [-0.420257951848623, 39.50166505443299], ""type"": ""Point""}";39.50166505443299, -0.420257951848623
223087;1;"{""coordinates"": [-0.39181966800773976, 39.49242980320639], ""type"": ""Point""}";39.49242980320639, -0.39181966800773976
223088;1;"{""coordinates"": [-0.3897027859859338, 39.49153172024103], ""type"": ""Point""}";39.49153172024103, -0.3897027859859338
223092;1;"{""coordinates"": [-0.3855259272263827, 39.49081506282588], ""type"": ""Point""}";39.49081506282588, -0.3855259272263827
223093;1;"{""coordinates"": [-0.38557394420090935, 39.49094448237414], ""type"": ""Point""}";39.49094448237414, -0.38557394420090935
223099;1;"{""coordinates"": [-0.3863021611340627, 39.492369091337125], ""type"": ""Point""}";39.492369091337125, -0.3863021611340627
223101;1;"{""coordinates"": [-0.3850481401381109, 39.492630535766914], ""type"": ""Point""}";39.492630535766914, -0.3850481401381109
223103;1;"{""coordinates"": [-0.38496424583789524, 39.49240548215127], ""type"": ""Point""}";39.49240548215127, -0.38496424583789524
223109;1;"{""coordinates"": [-0.3916112673372118, 39.495529319646096], ""type"": ""Point""}";39.495529319646096, -0.3916112673372118
223111;2;"{""coordinates"": [-0.39264318866360814, 39.49679959407933], ""type"": ""Point""}";39.49679959407933, -0.39264318866360814
223117;1;"{""coordinates"": [-0.3818147069598287, 39.49814869349778], ""type"": ""Point""}";39.49814869349778, -0.3818147069598287
223118;1;"{""coordinates"": [-0.3895967146337584, 39.49961547808802], ""type"": ""Point""}";39.49961547808802, -0.3895967146337584
223121;1;"{""coordinates"": [-0.378786577045042, 39.516460189259234], ""type"": ""Point""}";39.516460189259234, -0.378786577045042
223123;1;"{""coordinates"": [-0.3849787708106796, 39.52778677771278], ""type"": ""Point""}";39.52778677771278, -0.3849787708106796
223124;1;"{""coordinates"": [-0.38555306439992904, 39.52861337342377], ""type"": ""Point""}";39.52861337342377, -0.38555306439992904
223125;1;"{""coordinates"": [-0.38709920297363076, 39.52928937568139], ""type"": ""Point""}";39.52928937568139, -0.38709920297363076
223130;1;"{""coordinates"": [-0.38202298752389663, 39.482947944100516], ""type"": ""Point""}";39.482947944100516, -0.38202298752389663
223138;1;"{""coordinates"": [-0.39953197852342487, 39.45913967977236], ""type"": ""Point""}";39.45913967977236, -0.39953197852342487
223139;1;"{""coordinates"": [-0.39811807341649846, 39.46220021076144], ""type"": ""Point""}";39.46220021076144, -0.39811807341649846
223140;1;"{""coordinates"": [-0.4015139420486214, 39.45938890681378], ""type"": ""Point""}";39.45938890681378, -0.4015139420486214
223144;1;"{""coordinates"": [-0.4023459496174139, 39.46277284993888], ""type"": ""Point""}";39.46277284993888, -0.4023459496174139
223151;1;"{""coordinates"": [-0.410714674073734, 39.47044932458035], ""type"": ""Point""}";39.47044932458035, -0.410714674073734
223154;1;"{""coordinates"": [-0.40937371768245173, 39.46433666650803], ""type"": ""Point""}";39.46433666650803, -0.40937371768245173
223155;1;"{""coordinates"": [-0.4099777056947884, 39.4643557410395], ""type"": ""Point""}";39.4643557410395, -0.4099777056947884
223160;1;"{""coordinates"": [-0.40426003970512703, 39.46859060860712], ""type"": ""Point""}";39.46859060860712, -0.40426003970512703
223161;2;"{""coordinates"": [-0.4068242745291038, 39.47065291617261], ""type"": ""Point""}";39.47065291617261, -0.4068242745291038
223165;1;"{""coordinates"": [-0.4036180683485179, 39.469723507130006], ""type"": ""Point""}";39.469723507130006, -0.4036180683485179
223167;1;"{""coordinates"": [-0.401760432010956, 39.468851177132365], ""type"": ""Point""}";39.468851177132365, -0.401760432010956
223174;2;"{""coordinates"": [-0.40091607559937487, 39.468267280412874], ""type"": ""Point""}";39.468267280412874, -0.40091607559937487
223175;1;"{""coordinates"": [-0.39987806668095477, 39.46843779603784], ""type"": ""Point""}";39.46843779603784, -0.39987806668095477
223177;1;"{""coordinates"": [-0.4005812794305663, 39.464726247806354], ""type"": ""Point""}";39.464726247806354, -0.4005812794305663
223181;1;"{""coordinates"": [-0.3995719703517498, 39.46317258031526], ""type"": ""Point""}";39.46317258031526, -0.3995719703517498
223184;1;"{""coordinates"": [-0.3714590739799283, 39.49042436611454], ""type"": ""Point""}";39.49042436611454, -0.3714590739799283
223189;1;"{""coordinates"": [-0.37229486011835383, 39.48505627781974], ""type"": ""Point""}";39.48505627781974, -0.37229486011835383
223191;1;"{""coordinates"": [-0.3636315629377239, 39.49266464591492], ""type"": ""Point""}";39.49266464591492, -0.3636315629377239
223192;4;"{""coordinates"": [-0.3666130113105108, 39.49535592010823], ""type"": ""Point""}";39.49535592010823, -0.3666130113105108
223197;1;"{""coordinates"": [-0.36987804229691723, 39.491709922804894], ""type"": ""Point""}";39.491709922804894, -0.36987804229691723
223198;1;"{""coordinates"": [-0.3675587502695074, 39.493546366312486], ""type"": ""Point""}";39.493546366312486, -0.3675587502695074
223201;1;"{""coordinates"": [-0.3722299419002583, 39.491174998434246], ""type"": ""Point""}";39.491174998434246, -0.3722299419002583
223203;1;"{""coordinates"": [-0.3713300853388325, 39.4923894937211], ""type"": ""Point""}";39.4923894937211, -0.3713300853388325
223205;1;"{""coordinates"": [-0.37440978365617483, 39.48665939598981], ""type"": ""Point""}";39.48665939598981, -0.37440978365617483
223206;1;"{""coordinates"": [-0.3698197813623025, 39.49717218178753], ""type"": ""Point""}";39.49717218178753, -0.3698197813623025
223207;1;"{""coordinates"": [-0.3700953291629558, 39.49613019619576], ""type"": ""Point""}";39.49613019619576, -0.3700953291629558
223213;1;"{""coordinates"": [-0.37301340898568724, 39.49440866300205], ""type"": ""Point""}";39.49440866300205, -0.37301340898568724
223215;1;"{""coordinates"": [-0.37258522462870997, 39.49659469571395], ""type"": ""Point""}";39.49659469571395, -0.37258522462870997
223224;1;"{""coordinates"": [-0.37769475768248906, 39.49872574641799], ""type"": ""Point""}";39.49872574641799, -0.37769475768248906
223225;1;"{""coordinates"": [-0.37624637280699325, 39.49773798435345], ""type"": ""Point""}";39.49773798435345, -0.37624637280699325
223228;1;"{""coordinates"": [-0.3765095971399814, 39.49690335634225], ""type"": ""Point""}";39.49690335634225, -0.3765095971399814
223236;1;"{""coordinates"": [-0.3817478433711826, 39.492564044240524], ""type"": ""Point""}";39.492564044240524, -0.3817478433711826
223243;2;"{""coordinates"": [-0.37646174848503783, 39.49175237779684], ""type"": ""Point""}";39.49175237779684, -0.37646174848503783
223244;1;"{""coordinates"": [-0.37892847622962605, 39.49152377567252], ""type"": ""Point""}";39.49152377567252, -0.37892847622962605
223249;1;"{""coordinates"": [-0.3794205309935151, 39.49067077944577], ""type"": ""Point""}";39.49067077944577, -0.3794205309935151
223253;1;"{""coordinates"": [-0.37631730647806444, 39.48995445189636], ""type"": ""Point""}";39.48995445189636, -0.37631730647806444
223257;1;"{""coordinates"": [-0.38163432848510426, 39.48988614926828], ""type"": ""Point""}";39.48988614926828, -0.38163432848510426
223258;1;"{""coordinates"": [-0.38142481809642376, 39.4893102532658], ""type"": ""Point""}";39.4893102532658, -0.38142481809642376
223261;1;"{""coordinates"": [-0.37981950443318807, 39.48801111542759], ""type"": ""Point""}";39.48801111542759, -0.37981950443318807
223264;1;"{""coordinates"": [-0.3753875049555186, 39.4882826138002], ""type"": ""Point""}";39.4882826138002, -0.3753875049555186
223265;1;"{""coordinates"": [-0.37562992553145996, 39.48614510878874], ""type"": ""Point""}";39.48614510878874, -0.37562992553145996
223269;1;"{""coordinates"": [-0.3791127571483171, 39.487507324120756], ""type"": ""Point""}";39.487507324120756, -0.3791127571483171
223271;1;"{""coordinates"": [-0.37466634103184265, 39.48272664554628], ""type"": ""Point""}";39.48272664554628, -0.37466634103184265
223273;1;"{""coordinates"": [-0.3833785081131414, 39.485996798411335], ""type"": ""Point""}";39.485996798411335, -0.3833785081131414
223275;1;"{""coordinates"": [-0.38416108666107496, 39.4871170307879], ""type"": ""Point""}";39.4871170307879, -0.38416108666107496
223276;1;"{""coordinates"": [-0.3852288574079771, 39.487689275156846], ""type"": ""Point""}";39.487689275156846, -0.3852288574079771
223277;1;"{""coordinates"": [-0.38560782173327013, 39.4878024303355], ""type"": ""Point""}";39.4878024303355, -0.38560782173327013
223287;1;"{""coordinates"": [-0.39567590996434693, 39.493890338324285], ""type"": ""Point""}";39.493890338324285, -0.39567590996434693
223290;1;"{""coordinates"": [-0.37110440854786764, 39.48582537513893], ""type"": ""Point""}";39.48582537513893, -0.37110440854786764
223291;1;"{""coordinates"": [-0.37014765516415093, 39.4539358728897], ""type"": ""Point""}";39.4539358728897, -0.37014765516415093
223293;1;"{""coordinates"": [-0.3374925173890544, 39.466070723927345], ""type"": ""Point""}";39.466070723927345, -0.3374925173890544
223298;1;"{""coordinates"": [-0.33942667324003234, 39.46739487594789], ""type"": ""Point""}";39.46739487594789, -0.33942667324003234
223300;1;"{""coordinates"": [-0.341002849809224, 39.466404971064904], ""type"": ""Point""}";39.466404971064904, -0.341002849809224
223302;1;"{""coordinates"": [-0.342280647538106, 39.46703161633201], ""type"": ""Point""}";39.46703161633201, -0.342280647538106
223310;1;"{""coordinates"": [-0.40219513469310014, 39.45242281621865], ""type"": ""Point""}";39.45242281621865, -0.40219513469310014
223311;1;"{""coordinates"": [-0.38601194621713386, 39.46857834494602], ""type"": ""Point""}";39.46857834494602, -0.38601194621713386
223318;1;"{""coordinates"": [-0.388441861338347, 39.43440747578655], ""type"": ""Point""}";39.43440747578655, -0.388441861338347
223319;1;"{""coordinates"": [-0.40096668974100275, 39.46818654008578], ""type"": ""Point""}";39.46818654008578, -0.40096668974100275
223323;1;"{""coordinates"": [-0.36002506278365015, 39.487236363785634], ""type"": ""Point""}";39.487236363785634, -0.36002506278365015
223324;1;"{""coordinates"": [-0.3879247969682448, 39.45465321867231], ""type"": ""Point""}";39.45465321867231, -0.3879247969682448
223327;1;"{""coordinates"": [-0.39517519374428783, 39.45483536442848], ""type"": ""Point""}";39.45483536442848, -0.39517519374428783
223331;1;"{""coordinates"": [-0.39302713516817483, 39.451085415023215], ""type"": ""Point""}";39.451085415023215, -0.39302713516817483
223332;1;"{""coordinates"": [-0.39313110569121207, 39.45058800841659], ""type"": ""Point""}";39.45058800841659, -0.39313110569121207
223334;1;"{""coordinates"": [-0.3321664447673338, 39.46379158705253], ""type"": ""Point""}";39.46379158705253, -0.3321664447673338
223338;1;"{""coordinates"": [-0.3919651710848422, 39.4510648695279], ""type"": ""Point""}";39.4510648695279, -0.3919651710848422
223345;1;"{""coordinates"": [-0.36973298549494504, 39.45854820444726], ""type"": ""Point""}";39.45854820444726, -0.36973298549494504
223346;1;"{""coordinates"": [-0.40313221794092197, 39.47962666042356], ""type"": ""Point""}";39.47962666042356, -0.40313221794092197
223347;1;"{""coordinates"": [-0.3328671004491415, 39.47434752311587], ""type"": ""Point""}";39.47434752311587, -0.3328671004491415
223353;1;"{""coordinates"": [-0.3674494120241564, 39.45845361863316], ""type"": ""Point""}";39.45845361863316, -0.3674494120241564
223356;1;"{""coordinates"": [-0.3661002710338483, 39.456643128344275], ""type"": ""Point""}";39.456643128344275, -0.3661002710338483
223357;1;"{""coordinates"": [-0.3647795942861345, 39.43035195748045], ""type"": ""Point""}";39.43035195748045, -0.3647795942861345
223362;1;"{""coordinates"": [-0.3959961747241105, 39.481254886213556], ""type"": ""Point""}";39.481254886213556, -0.3959961747241105
223364;1;"{""coordinates"": [-0.419088130989041, 39.50277769043089], ""type"": ""Point""}";39.50277769043089, -0.419088130989041
223369;1;"{""coordinates"": [-0.332306692801171, 39.47918723740676], ""type"": ""Point""}";39.47918723740676, -0.332306692801171
223377;1;"{""coordinates"": [-0.3906665064731988, 39.48651109894421], ""type"": ""Point""}";39.48651109894421, -0.3906665064731988
223378;1;"{""coordinates"": [-0.39084886436233807, 39.485541396769285], ""type"": ""Point""}";39.485541396769285, -0.39084886436233807
223379;1;"{""coordinates"": [-0.3908146956389032, 39.485612898122014], ""type"": ""Point""}";39.485612898122014, -0.3908146956389032
223383;1;"{""coordinates"": [-0.4222034273688998, 39.49745250988007], ""type"": ""Point""}";39.49745250988007, -0.4222034273688998
223384;1;"{""coordinates"": [-0.3703406802493362, 39.49105853818649], ""type"": ""Point""}";39.49105853818649, -0.3703406802493362
223385;1;"{""coordinates"": [-0.33640494006923743, 39.474861530245256], ""type"": ""Point""}";39.474861530245256, -0.33640494006923743
223387;1;"{""coordinates"": [-0.3387596833458188, 39.461188519228], ""type"": ""Point""}";39.461188519228, -0.3387596833458188
223389;1;"{""coordinates"": [-0.37535621905523586, 39.44572200340491], ""type"": ""Point""}";39.44572200340491, -0.37535621905523586
223391;1;"{""coordinates"": [-0.32953739105757196, 39.482530500248735], ""type"": ""Point""}";39.482530500248735, -0.32953739105757196
223395;1;"{""coordinates"": [-0.38037087221583304, 39.483206712512604], ""type"": ""Point""}";39.483206712512604, -0.38037087221583304
223399;1;"{""coordinates"": [-0.3899250885746892, 39.450641459351324], ""type"": ""Point""}";39.450641459351324, -0.3899250885746892
223402;1;"{""coordinates"": [-0.3954753026038704, 39.46235146117621], ""type"": ""Point""}";39.46235146117621, -0.3954753026038704
223407;1;"{""coordinates"": [-0.395729331367158, 39.482064690008976], ""type"": ""Point""}";39.482064690008976, -0.395729331367158
223408;1;"{""coordinates"": [-0.3630705956336116, 39.423246439519026], ""type"": ""Point""}";39.423246439519026, -0.3630705956336116
223410;1;"{""coordinates"": [-0.3301954174161915, 39.47530152764746], ""type"": ""Point""}";39.47530152764746, -0.3301954174161915
223413;1;"{""coordinates"": [-0.36457061236537874, 39.45581165969009], ""type"": ""Point""}";39.45581165969009, -0.36457061236537874
223414;1;"{""coordinates"": [-0.41827247940840856, 39.49943910864094], ""type"": ""Point""}";39.49943910864094, -0.41827247940840856
223415;1;"{""coordinates"": [-0.38716893348298553, 39.45293299164963], ""type"": ""Point""}";39.45293299164963, -0.38716893348298553
223424;1;"{""coordinates"": [-0.3834984707494122, 39.44084953226135], ""type"": ""Point""}";39.44084953226135, -0.3834984707494122
223429;1;"{""coordinates"": [-0.3819432527598066, 39.43872156072915], ""type"": ""Point""}";39.43872156072915, -0.3819432527598066
223430;1;"{""coordinates"": [-0.2772272150197845, 39.280876843629336], ""type"": ""Point""}";39.280876843629336, -0.2772272150197845
223432;1;"{""coordinates"": [-0.3826101087523501, 39.438905954115064], ""type"": ""Point""}";39.438905954115064, -0.3826101087523501
223433;1;"{""coordinates"": [-0.3826300350772852, 39.43879052204447], ""type"": ""Point""}";39.43879052204447, -0.3826300350772852
223437;1;"{""coordinates"": [-0.38923404636002296, 39.461593084326566], ""type"": ""Point""}";39.461593084326566, -0.38923404636002296
223438;1;"{""coordinates"": [-0.3891244411085218, 39.44348433757504], ""type"": ""Point""}";39.44348433757504, -0.3891244411085218
