geo_point_2d;geo_shape;nivel2;nivel3;id;m2_poligon;m2zv_enero;m2zv_febre;m2zv_marzo;m2zv_abril;m2zv_mayo;m2zv_junio;m2zv_julio;m2zv_agost;m2zv_octub;m2zv_novie;m2zv_dicie
39.471593562615524, -0.3939656995706629;"{""coordinates"": [[[-0.393878299072345, 39.47132832210867], [-0.393902306496088, 39.47131979221147], [-0.394228662501398, 39.47179524569816], [-0.394040883334293, 39.471873313469445], [-0.393952110230663, 39.471750742402484], [-0.393698280735901, 39.471391820447906], [-0.3937314684993, 39.47138049023307], [-0.393878299072345, 39.47132832210867]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;860;1139.004;;;;;58.693;65.828;124.389;58.693;58.693;466.4;
39.43251508693343, -0.39514817013072245;"{""coordinates"": [[[-0.394899618244674, 39.43222285132408], [-0.39556527286238, 39.43236559067718], [-0.395383056800415, 39.43281708648728], [-0.394733110275847, 39.432653813753994], [-0.394899618244674, 39.43222285132408]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;862;3030.681;1493.852;1178.834;1133.578;981.856;386.997;178.957;83.976;83.976;483.976;1572.216;
39.43189052848518, -0.39530534830453806;"{""coordinates"": [[[-0.395121999164911, 39.431647246522225], [-0.395577287114703, 39.43175590704157], [-0.395557350954178, 39.43193267747764], [-0.395546944556145, 39.43213509977238], [-0.394985950165207, 39.431999383247195], [-0.395121999164911, 39.431647246522225]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;864;1863.613;153.382;;103.506;160.299;160.299;;;;;;
39.43029218878997, -0.39412660744972267;"{""coordinates"": [[[-0.393325677399779, 39.43028646597964], [-0.393435550958154, 39.43001341868816], [-0.393543697252785, 39.430038030680976], [-0.395041218376086, 39.43037878893688], [-0.394978432268711, 39.43054222805755], [-0.393325677399779, 39.43028646597964]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;867;3656.735;176.507;338.611;1344.934;1641.376;1469.688;;;;;;
39.469138750111, -0.33525415327945673;"{""coordinates"": [[[-0.335026551744477, 39.469119501408485], [-0.33510870471583, 39.4686123986916], [-0.335558385737089, 39.46862837989213], [-0.335337198084664, 39.46977861538853], [-0.335329010571292, 39.46977703399681], [-0.335268269295676, 39.46976096594428], [-0.335211293309558, 39.469738064588995], [-0.335159362793598, 39.46970883585528], [-0.335113626556423, 39.46967393850789], [-0.335075113928937, 39.469634146586884], [-0.335044681378455, 39.46959034728191], [-0.335023009781445, 39.46954352104952], [-0.33501059011811, 39.46949472056429], [-0.335007714172588, 39.46944421827819], [-0.335010319072604, 39.469269721960416], [-0.335026551744477, 39.469119501408485]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;870;4315.847;;;;100.0;100.0;99.927;100.0;100.0;100.0;100.0;
39.43419913908392, -0.39300276617283986;"{""coordinates"": [[[-0.392880246666977, 39.434085882417236], [-0.392908350014979, 39.43407458589922], [-0.393192732955784, 39.434142997965196], [-0.393141183800215, 39.43421159845422], [-0.393134151632151, 39.434320099369295], [-0.392841901640473, 39.43427657967116], [-0.392870225510731, 39.434107123978144], [-0.392880246666977, 39.434085882417236]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;874;560.418;;;;98.212;203.881;161.048;100.0;;98.212;116.069;
39.471016038111266, -0.33396675400515324;"{""coordinates"": [[[-0.33415837873752, 39.47114944335376], [-0.333735202941676, 39.47105751295703], [-0.333783810298797, 39.47088276504066], [-0.334191038813876, 39.47097241416402], [-0.33415837873752, 39.47114944335376]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;875;733.297;;;;;;;;;;;
39.478668635404844, -0.3412451518848776;"{""coordinates"": [[[-0.333218867087078, 39.476444865038005], [-0.333165420296322, 39.47676164962441], [-0.33315508789419, 39.47675813479349], [-0.333098336133529, 39.47673097187989], [-0.333086986412023, 39.47672445213499], [-0.333036116260956, 39.4766952008224], [-0.332990493651922, 39.47666183672396], [-0.332939858786874, 39.47661955604062], [-0.332905410546861, 39.4765628680322], [-0.332870900728158, 39.47650064453838], [-0.332867797527862, 39.47649120153259], [-0.332855666513665, 39.47643674820721], [-0.332853015307792, 39.47638153141437], [-0.332859878437244, 39.4763265329974], [-0.332876146207457, 39.47627273689256], [-0.332899747830014, 39.47622410985665], [-0.332904495575667, 39.47621585692431], [-0.332937946090019, 39.47616812167528], [-0.33297930720998, 39.47612427236378], [-0.332990055370079, 39.47611465178584], [-0.333026162561243, 39.476086521020726], [-0.333080726439589, 39.476052863567276], [-0.33314059166326, 39.476025150094536], [-0.333204689031091, 39.47600386144677], [-0.333271876098794, 39.47598938760287], [-0.33332095192781, 39.47598332485287], [-0.333391413617557, 39.4759791014466], [-0.333459993419551, 39.4759825426831], [-0.333527285431407, 39.475993342388385], [-0.333595297360136, 39.476012439398865], [-0.333650988914921, 39.47603573011208], [-0.333709602382804, 39.476068070447035], [-0.333762262307084, 39.47610606045943], [-0.333808077322828, 39.47614905540071], [-0.333846260780617, 39.476196316531755], [-0.333876157692548, 39.47624703606385], [-0.333897261913709, 39.476300343858625], [-0.33390920025422, 39.4763553277827], [-0.333910194767186, 39.47636374043053], [-0.333939702512723, 39.47638226102279], [-0.335554762565039, 39.47683118246611], [-0.350537014827475, 39.48116474317371], [-0.350493060526201, 39.48121999249774], [-0.350452784306599, 39.481281550714115], [-0.350421147429372, 39.48134036545236], [-0.350384676036935, 39.48141018944095], [-0.35036247653607, 39.481484523411886], [-0.350272466960643, 39.48146088509655], [-0.333888977928766, 39.47674289503943], [-0.333725973017723, 39.476699964344995], [-0.333668602762966, 39.476734261285294], [-0.333608716304375, 39.476760633136486], [-0.333544752826967, 39.476780440432805], [-0.333477907727016, 39.4767933079084], [-0.333441343033487, 39.47679726329626], [-0.333412285782744, 39.476800904479354], [-0.333346482516077, 39.47679982955386], [-0.333280382070979, 39.47679290290793], [-0.33321616734884, 39.4767789125144], [-0.333165493834522, 39.47676167464031], [-0.333218867087078, 39.476444865038005]]], ""type"": ""Polygon""}";Red viaria;Transito;879;67050.017;;;;8.695;423.689;28.176;525.301;328.264;;2193.639;
39.47058903686927, -0.33639950051686;"{""coordinates"": [[[-0.335310320197751, 39.470373403811784], [-0.335345637560367, 39.47003072120624], [-0.335448321541592, 39.470062083839316], [-0.337586678446752, 39.470686055994555], [-0.337594852008471, 39.47072713844218], [-0.337422614481294, 39.471076283572955], [-0.337333358652217, 39.47110161065313], [-0.336103118578163, 39.47076411863124], [-0.33528966087075, 39.47053490722006], [-0.335297950960527, 39.470493427391766], [-0.335310320197751, 39.470373403811784]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;881;10526.589;1395.153;100.0;1800.0;1951.79;1851.646;998.378;1032.552;1280.055;700.0;2359.276;
39.47164421797646, -0.3399942219665308;"{""coordinates"": [[[-0.338287885495976, 39.470946472175605], [-0.338372213349983, 39.47092179182223], [-0.341856001230409, 39.47194897218835], [-0.341868290711692, 39.471986461224795], [-0.341693394670153, 39.47232841800039], [-0.341598830236507, 39.47236427255565], [-0.338174369835237, 39.47135065734598], [-0.338127822495869, 39.47128496151676], [-0.338287885495976, 39.470946472175605]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;882;16624.065;3399.191;;1386.179;400.0;2676.977;633.882;2683.806;2372.274;1900.0;3398.147;1000.061
39.47056802851478, -0.33956450215906614;"{""coordinates"": [[[-0.339219680459155, 39.47086297616541], [-0.339270444626216, 39.47075713171531], [-0.33933573134592, 39.47077179639911], [-0.33938206253972, 39.47067078899438], [-0.339321145952909, 39.470652931698694], [-0.339358360895048, 39.47056817725723], [-0.339425707659478, 39.470584535853234], [-0.339474036141627, 39.470486865929466], [-0.339415365620501, 39.47046576831113], [-0.339456826141672, 39.47038111103562], [-0.339521987178218, 39.470399065430925], [-0.339568381661896, 39.47029641349215], [-0.339505403990544, 39.4702768623111], [-0.339554170898228, 39.47016767929697], [-0.339911722000976, 39.470275978600384], [-0.339858300744779, 39.47038042473012], [-0.339790891357979, 39.47036571175109], [-0.339742751478659, 39.470458446636506], [-0.339814217558237, 39.47047819110237], [-0.33977044761465, 39.470567734236006], [-0.339698919950582, 39.47054963423051], [-0.339650654434644, 39.47064565889295], [-0.339719935058954, 39.47066700018539], [-0.339669861149798, 39.47075475216487], [-0.339606821495425, 39.470736846414944], [-0.339558556872196, 39.47083287105421], [-0.339621408548001, 39.47085571112158], [-0.339570394062512, 39.47096813539067], [-0.339219680459155, 39.47086297616541]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;884;2250.971;;;287.857;187.857;;;;;;100.0;
39.47599297341766, -0.334493594785575;"{""coordinates"": [[[-0.33370481415423, 39.47595393978354], [-0.333852171244179, 39.47512045291109], [-0.334234402630207, 39.475238209676405], [-0.334343728230966, 39.475400306375214], [-0.334506916952963, 39.47559866985298], [-0.334676164648704, 39.47576992516824], [-0.33482180707388, 39.475901714820466], [-0.334987522743559, 39.476033965554414], [-0.335154278511763, 39.476138992096644], [-0.335395712415, 39.476261300622156], [-0.335611524964638, 39.47635257437959], [-0.335434282995571, 39.476698134726405], [-0.334023085403985, 39.47629988115864], [-0.333986505171162, 39.476205624086475], [-0.333924389307213, 39.476122458255404], [-0.33385666086314, 39.476054733407686], [-0.333783320974808, 39.476002449559665], [-0.33370481415423, 39.47595393978354]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;893;12566.432;1582.309;800.0;800.0;1805.171;2484.305;434.967;210.88;210.88;;;
39.47493277405966, -0.33397367170883513;"{""coordinates"": [[[-0.333871384846609, 39.47501190700218], [-0.33394378217703, 39.47469439044233], [-0.334002777417441, 39.47485922450264], [-0.334072552416852, 39.47500484427437], [-0.334126502371127, 39.47508263276361], [-0.333871384846609, 39.47501190700218]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;894;365.497;;;;;;;;;;;
39.46944513086329, -0.3302471352744857;"{""coordinates"": [[[-0.329877923704439, 39.46947216572601], [-0.329920152560413, 39.469320297446835], [-0.330613974085167, 39.469414599482], [-0.330567058130047, 39.46957235747448], [-0.329877923704439, 39.46947216572601]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;897;1064.672;;;;;;;;;;;
39.46933254307224, -0.32947420911206804;"{""coordinates"": [[[-0.329123416760188, 39.46936783958959], [-0.329159317331857, 39.46920721831321], [-0.329835588463175, 39.46930846553732], [-0.329807531425731, 39.469450280457515], [-0.329123416760188, 39.46936783958959]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;898;1011.244;;;;;;;;;;;
39.46815771827839, -0.33162919754365655;"{""coordinates"": [[[-0.331703053627815, 39.4684089802348], [-0.33151286753487, 39.46837381413624], [-0.331460810872563, 39.467952170208285], [-0.33182716235776, 39.46798357789089], [-0.331703053627815, 39.4684089802348]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;899;1137.987;;;;;;;;;;;
39.46934491880552, -0.32604070132759905;"{""coordinates"": [[[-0.326386543989864, 39.46946908414626], [-0.326041038206022, 39.46942378258085], [-0.325666979718259, 39.469420735975845], [-0.325665844068841, 39.4692554420393], [-0.326378540981801, 39.46925355898747], [-0.326386543989864, 39.46946908414626]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;902;1226.418;89.913;;176.516;251.964;251.964;146.832;100.0;75.448;89.913;;
39.469034587595864, -0.3260005972095541;"{""coordinates"": [[[-0.326407673248369, 39.469110251735465], [-0.325603664926054, 39.469115266771816], [-0.325589430848383, 39.46895787293079], [-0.326406835932644, 39.46895578592855], [-0.326407673248369, 39.469110251735465]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;906;1208.595;43.035;;138.121;138.121;138.121;158.967;238.121;138.121;120.709;141.608;
39.473180894290884, -0.32451219415388244;"{""coordinates"": [[[-0.324654964724188, 39.473576892053316], [-0.324355525097261, 39.47356998067293], [-0.32437306862393, 39.472779641459596], [-0.324665947887333, 39.472791344808684], [-0.324654964724188, 39.473576892053316]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;918;2231.714;;;;;;;;;;;
39.432160635113824, -0.37762437002935545;"{""coordinates"": [[[-0.377331109921312, 39.43233956147643], [-0.37745452670682, 39.431880651658105], [-0.377940413629082, 39.431981068903774], [-0.377756315918555, 39.43245653349455], [-0.377331109921312, 39.43233956147643]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;921;2195.108;200.0;200.0;500.0;600.0;600.0;487.78;300.0;300.0;100.0;499.939;
39.46704685551694, -0.3253552163921571;"{""coordinates"": [[[-0.325277676589162, 39.46674811691633], [-0.325285646786638, 39.466746284205826], [-0.325336926360488, 39.46674995536439], [-0.325346516112062, 39.46675214448595], [-0.325349452047144, 39.46675845420706], [-0.325435965180886, 39.46733513830781], [-0.325429514096402, 39.46733754561304], [-0.325407850590235, 39.467335565090394], [-0.325388138680904, 39.467332519604895], [-0.325366048825108, 39.4673257402215], [-0.325352586817031, 39.467318925182525], [-0.325340149751491, 39.467310659002855], [-0.325329124013093, 39.46730153524231], [-0.325323896978387, 39.46729456379921], [-0.325325589657629, 39.46728605887897], [-0.325350442387744, 39.46725017886202], [-0.325352212419089, 39.46723971542208], [-0.325274267738135, 39.46675308965231], [-0.325277676589162, 39.46674811691633]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;924;415.552;;;;;;;;;;;
39.46399095931332, -0.3321989758677602;"{""coordinates"": [[[-0.332066365959499, 39.46409695885007], [-0.332072733654279, 39.46387647011526], [-0.332337485656549, 39.46388797373758], [-0.332320101670133, 39.46410561149496], [-0.332066365959499, 39.46409695885007]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;927;544.022;198.197;;;;373.621;320.446;273.621;234.769;100.0;209.976;
39.47252296853265, -0.3317313389732739;"{""coordinates"": [[[-0.331539027295311, 39.47267251064977], [-0.3316080069477, 39.472315124587034], [-0.33192780643031, 39.47238606287992], [-0.331856275212657, 39.4727217813168], [-0.331539027295311, 39.47267251064977]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;930;1095.433;185.462;;285.397;285.397;385.397;181.249;200.0;299.935;199.935;196.367;
39.46706554458753, -0.3346057642653944;"{""coordinates"": [[[-0.334409783836967, 39.466813574307075], [-0.3344886080185, 39.46683078365553], [-0.334500276281062, 39.466872121244606], [-0.334559638126401, 39.466878615976896], [-0.334584934150943, 39.46690999886214], [-0.33467076583181, 39.46691710154784], [-0.33478404876328, 39.46689916423588], [-0.334798654315198, 39.46686356332674], [-0.334897722038697, 39.46687096940073], [-0.334835734906587, 39.46728024559176], [-0.334295048719534, 39.46721650707876], [-0.334409783836967, 39.466813574307075]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;934;1871.484;553.212;;100.0;628.82;912.648;572.249;712.648;493.256;423.782;1106.317;94.962
39.46374529149499, -0.33551360206630065;"{""coordinates"": [[[-0.335377856927671, 39.46386580907976], [-0.335431398074827, 39.46358142515781], [-0.335659131782534, 39.46360900706958], [-0.335590051364697, 39.46389853828378], [-0.335583216719947, 39.46390099412345], [-0.335577438576006, 39.46390521557601], [-0.335571562020923, 39.46391204640798], [-0.335398219798154, 39.463891527491356], [-0.33539756171707, 39.46387932176536], [-0.335387792343481, 39.46387038991226], [-0.335377856927671, 39.46386580907976]]], ""type"": ""Polygon""}";Zonas verdes;Jardin;936;655.35;100.0;;;;;;;;;;
39.475967284030155, -0.3293088120530059;"{""coordinates"": [[[-0.329053065581731, 39.47578430892932], [-0.329573928032146, 39.47579627980145], [-0.329564464610217, 39.47615027816952], [-0.329043788833832, 39.47613831151727], [-0.329053065581731, 39.47578430892932]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;943;1763.051;300.0;;;300.0;200.0;;100.0;;;200.0;
39.46428239386351, -0.3280894834934073;"{""coordinates"": [[[-0.328224834448269, 39.46339683978759], [-0.328318681934784, 39.46323586979903], [-0.328011123435794, 39.46532116796122], [-0.327967304970332, 39.46531446694064], [-0.327947258048463, 39.46515087852747], [-0.327946033568795, 39.4649537374372], [-0.327944549168043, 39.46476338745667], [-0.327953385461485, 39.464532493125425], [-0.327988765601013, 39.46429541200462], [-0.328024923940436, 39.464037957479235], [-0.328069844375274, 39.46378070528701], [-0.328129687174563, 39.4635917652711], [-0.328224834448269, 39.46339683978759]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;947;2670.944;1773.399;;601.303;1312.424;938.269;1263.868;2037.74;1847.939;1693.741;2241.214;1466.564
39.4658727471625, -0.32521013909594726;"{""coordinates"": [[[-0.325390805752073, 39.46661507261144], [-0.324968906277804, 39.46512881823636], [-0.325030257657205, 39.465133161883294], [-0.325354116572803, 39.466281063734264], [-0.325319270986238, 39.46628697054385], [-0.325338320952281, 39.46635449430353], [-0.325386138836268, 39.46634888604907], [-0.325455128049696, 39.466620266381405], [-0.325390805752073, 39.46661507261144]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;957;835.588;80.651;;;;;;;;;52.369;
39.467047856155276, -0.325458349074584;"{""coordinates"": [[[-0.325471552242203, 39.46733725639385], [-0.325396046142056, 39.466751516024225], [-0.325443552296944, 39.46675362736256], [-0.325521199341276, 39.46734141060936], [-0.325471552242203, 39.46733725639385]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;958;270.164;;;;;;;;;;;
39.46439674691169, -0.35533793535088803;"{""coordinates"": [[[-0.354719048279198, 39.464109167742635], [-0.35473261255069, 39.46410751618329], [-0.355722503272943, 39.46437860042824], [-0.355558619845061, 39.464715927409856], [-0.355268351870314, 39.464506149829845], [-0.355384813131318, 39.46439918495467], [-0.355262211127385, 39.46432034373604], [-0.355146011365903, 39.46441773450893], [-0.354719048279198, 39.464109167742635]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;959;1641.631;263.635;79.742;179.742;653.191;616.565;506.965;313.068;439.443;79.742;257.616;100.0
39.47068865777935, -0.35628209495724755;"{""coordinates"": [[[-0.356261495912944, 39.470314367209035], [-0.356298384014031, 39.47031415056933], [-0.356325750461955, 39.47031549293702], [-0.356352959639101, 39.470317980338635], [-0.356384066146671, 39.47032240138892], [-0.356417771840885, 39.47032905807684], [-0.356456710574856, 39.47033927064207], [-0.356480082319673, 39.470346775989455], [-0.35650285415134, 39.470355328918586], [-0.35653228769654, 39.47036807831757], [-0.356561371650312, 39.47038287735993], [-0.356589063942584, 39.47039918974303], [-0.35661503968099, 39.47041712338997], [-0.356642255433635, 39.470438777030836], [-0.356664471557908, 39.470459520567445], [-0.356684793300101, 39.47048139395189], [-0.356701368246752, 39.470502269520125], [-0.356714365067077, 39.47052097726757], [-0.356730310662986, 39.47054855905863], [-0.356742170380201, 39.47057390652729], [-0.356751364363056, 39.47059905192353], [-0.356756834040655, 39.470618215467475], [-0.356760862713453, 39.47063755523825], [-0.356764529537169, 39.47066847746113], [-0.356765126049901, 39.47070113340389], [-0.356763372479663, 39.47072233439443], [-0.356760168550438, 39.47074343663174], [-0.356752806212984, 39.47077312153015], [-0.356745654848736, 39.47079447180902], [-0.356735680063133, 39.470817727183565], [-0.356726401664196, 39.47083597510738], [-0.356715771243902, 39.47085376796435], [-0.35670094180606, 39.470875413852916], [-0.35668655057748, 39.47089349863092], [-0.356666453856929, 39.470915499466365], [-0.356644446853179, 39.47093637849624], [-0.356620410131178, 39.4709558825589], [-0.356591557585572, 39.47097618965936], [-0.356571752478615, 39.470988400975806], [-0.356551060327903, 39.47099969573842], [-0.356527885790096, 39.471011041233496], [-0.35649917186955, 39.4710231129448], [-0.356461712408108, 39.471036228013915], [-0.356429978158352, 39.47104509054434], [-0.356396493419438, 39.47105238715935], [-0.356356181458653, 39.47105862847627], [-0.356324793808933, 39.47106162244289], [-0.356297442945227, 39.47106286864559], [-0.356260540649825, 39.471062651636004], [-0.356213206351273, 39.47106418101522], [-0.356165738846161, 39.47105207167328], [-0.356139325019447, 39.47104634655115], [-0.356115351463424, 39.47104011749739], [-0.356091864814447, 39.471032817563454], [-0.356058562318212, 39.4710205097426], [-0.356024715717148, 39.47100550492003], [-0.355998488562453, 39.4709918139563], [-0.35597679520431, 39.47097884324159], [-0.355951397976065, 39.47096162349732], [-0.35592413078197, 39.47094003969484], [-0.355901611505153, 39.47091947650327], [-0.355881222506073, 39.47089763298459], [-0.355862825395892, 39.47087475643483], [-0.355849834555381, 39.47085604873072], [-0.355836663018614, 39.470833764937225], [-0.355827398573575, 39.4708155203872], [-0.355819511324864, 39.47079688195879], [-0.355809348495117, 39.47076602270835], [-0.355802139765739, 39.470731343390476], [-0.35579908816154, 39.470700392799394], [-0.355798952480008, 39.47067914973987], [-0.355802006492189, 39.47064657776095], [-0.355808031550105, 39.47061587513762], [-0.355816625625553, 39.47058808134243], [-0.355828510695284, 39.47055929488904], [-0.355844003335562, 39.47053067069662], [-0.355861178743968, 39.47050444779017], [-0.355877645345852, 39.470483527530234], [-0.355891982378471, 39.47046736769449], [-0.355907505830051, 39.47045189159043], [-0.355923943733081, 39.470436975915575], [-0.355941469415396, 39.47042283181491], [-0.355961421576206, 39.47040827086005], [-0.355985776355612, 39.47039264433592], [-0.356018484772772, 39.470374718744495], [-0.356056580553467, 39.47035725534491], [-0.356086932928383, 39.470345865143756], [-0.356118254042563, 39.47033614918247], [-0.356142252184581, 39.47032993768309], [-0.356166655744817, 39.470324806544845], [-0.356197610205741, 39.47031970732234], [-0.356224728779301, 39.47031660725592], [-0.356261495912944, 39.470314367209035]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;960;5432.514;3437.1;2436.467;2815.745;3240.186;3596.937;3170.214;4089.295;4163.865;3354.85;3440.31;893.223
39.466643882369766, -0.35900987649786126;"{""coordinates"": [[[-0.358611633150317, 39.46667494141587], [-0.358793895029731, 39.46629347308315], [-0.358929317596051, 39.46604102581465], [-0.359146081776196, 39.466476663293925], [-0.359209654455785, 39.46645971109417], [-0.359278146253056, 39.466602049437405], [-0.359218035527858, 39.46662063976097], [-0.359486413299419, 39.467159411696635], [-0.359123006599653, 39.467057423983164], [-0.359176903686235, 39.466943312987], [-0.358653422587288, 39.466793137764434], [-0.358611633150317, 39.46667494141587]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;961;3812.127;;;;;;;;;;;
39.46842694436639, -0.3575816339876493;"{""coordinates"": [[[-0.357598075159556, 39.468491411459745], [-0.357504664344999, 39.46846283859744], [-0.3574946378211, 39.46848499020073], [-0.357445273554416, 39.46847165811541], [-0.357516450620244, 39.4683247651779], [-0.357565815961173, 39.46833809725662], [-0.357557339711271, 39.4683541761682], [-0.357662242767351, 39.468391147014984], [-0.357670839132957, 39.4683720168525], [-0.357716159421249, 39.46838830456241], [-0.357651881015797, 39.46852619976798], [-0.357589553362576, 39.46850850913068], [-0.357598075159556, 39.468491411459745]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;964;276.578;;;;2.641;6.899;63.402;6.57;6.899;2.312;133.252;
39.46842426361697, -0.35763171260174303;"{""coordinates"": [[[-0.357258469568125, 39.46856097439749], [-0.357230016693586, 39.46851653210399], [-0.357228129070587, 39.468466853542566], [-0.357341498828037, 39.46824861850695], [-0.35738252762983, 39.46816962746422], [-0.357417181669345, 39.46814997727845], [-0.357470424498928, 39.46813658926043], [-0.357508284350403, 39.46813161156207], [-0.357568835054769, 39.46812422915643], [-0.357589198584082, 39.46808381757518], [-0.35767862648044, 39.46810533782512], [-0.357789545470416, 39.4681382202249], [-0.357905811938655, 39.468178606786125], [-0.357982095107473, 39.46825333376685], [-0.358013209109096, 39.468327040123086], [-0.358024951268876, 39.46841489757972], [-0.357987875315039, 39.468498729947015], [-0.357939156793034, 39.468586237144], [-0.357826598757428, 39.4686790089223], [-0.35771944643338, 39.46872328765257], [-0.357568889032878, 39.468719862542905], [-0.35740471300536, 39.46867817269622], [-0.357319249462584, 39.46864703272548], [-0.357331976648223, 39.46860936097922], [-0.357287696649365, 39.468584996087614], [-0.357258469568125, 39.46856097439749]], [[-0.357716159421249, 39.46838830456241], [-0.357670839132957, 39.4683720168525], [-0.357662242767351, 39.468391147014984], [-0.357557339711271, 39.4683541761682], [-0.357565815961173, 39.46833809725662], [-0.357516450620244, 39.4683247651779], [-0.357445273554416, 39.46847165811541], [-0.3574946378211, 39.46848499020073], [-0.357504664344999, 39.46846283859744], [-0.357598075159556, 39.468491411459745], [-0.357589553362576, 39.46850850913068], [-0.357651881015797, 39.46852619976798], [-0.357716159421249, 39.46838830456241]], [[-0.357595529713025, 39.46831462216965], [-0.357737014165459, 39.46835871465349], [-0.357805524432309, 39.46824056014231], [-0.357655205099513, 39.46819567948969], [-0.357595529713025, 39.46831462216965]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;965;3102.78;869.046;;297.149;969.386;1407.15;1333.288;1320.979;1446.895;996.072;1590.54;308.002
39.46806061884361, -0.3663391996771555;"{""coordinates"": [[[-0.365973331097503, 39.46810940633878], [-0.366578248203089, 39.46785266825699], [-0.366611423215455, 39.467857397391924], [-0.366711650148709, 39.46798726986141], [-0.366705627432726, 39.46801265258033], [-0.366100784286311, 39.46826740474816], [-0.366060068793199, 39.46825852808337], [-0.365967155552477, 39.46813710711587], [-0.365973331097503, 39.46810940633878]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;968;1310.313;42.394;;;232.433;1247.546;1216.735;1116.433;1115.413;1010.53;1204.84;
39.46788381320641, -0.363527849738439;"{""coordinates"": [[[-0.363510924385256, 39.467753291848304], [-0.363552014338844, 39.46775223580466], [-0.363679113447026, 39.46793502275412], [-0.363669745358336, 39.46796370770574], [-0.363542035098198, 39.46801649104153], [-0.363503658037272, 39.46801363215085], [-0.363377036749365, 39.46783377470071], [-0.363378012224843, 39.467807945231186], [-0.363510924385256, 39.467753291848304]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;975;464.017;;;;;;;;;;101.923;
39.467320463763905, -0.36316880637323334;"{""coordinates"": [[[-0.36285055215367, 39.466964749318706], [-0.362981050183352, 39.46690606436374], [-0.363024552538449, 39.46690903971867], [-0.363496709969398, 39.46765429707407], [-0.363490553956855, 39.46768124051537], [-0.363350027955421, 39.46773373289412], [-0.363311726119889, 39.46772888650923], [-0.362844300468392, 39.46699443643201], [-0.36285055215367, 39.466964749318706]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;976;1722.237;16.971;;;;;;;;;29.451;
39.465536617233866, -0.3620556616357265;"{""coordinates"": [[[-0.361899588710581, 39.46544775027922], [-0.362042750130125, 39.465393331186505], [-0.362081124507873, 39.46539619048432], [-0.362214891911891, 39.46560220186461], [-0.362192669493259, 39.46563536418823], [-0.362065188960836, 39.465682184646326], [-0.362029601387257, 39.46567342298418], [-0.361898537711011, 39.46547556626299], [-0.361899588710581, 39.46544775027922]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;979;521.271;;;;;11.637;;;;;;
39.47139747576462, -0.3753563570499772;"{""coordinates"": [[[-0.375258978107548, 39.47156641665744], [-0.375153803054993, 39.47147935844134], [-0.375080473217567, 39.47141094694675], [-0.375097004517469, 39.47139789724673], [-0.375106846161231, 39.47138037222073], [-0.375089475339974, 39.47121976836135], [-0.375186645860193, 39.471220056008576], [-0.375533486512677, 39.471221083356355], [-0.375623496525604, 39.47122135036419], [-0.375634501358849, 39.47141589697129], [-0.375476557277954, 39.47143079805078], [-0.375506088057496, 39.47157499759779], [-0.375485295700217, 39.47157864503891], [-0.375439321282295, 39.47168228892139], [-0.375385888356202, 39.471702973514105], [-0.37535554211252, 39.471663009794135], [-0.375258978107548, 39.47156641665744]]], ""type"": ""Polygon""}";Zonas verdes;Jardines;994;1635.665;100.0;;;300.0;574.182;375.601;374.182;374.182;300.0;548.0;
