"stop_id";"neighbours_in";"neighbours_out";"betweenness";"closeness";"pagerank";"eigenvector";"metros_in_Afternoon";"metros_in_Evening";"metros_in_Mid_morning";"metros_in_Midday";"metros_in_Morning";"metros_in_Night";"stop_name";"lines";"n_lines";"people_Afternoon";"people_Evening";"people_Mid_morning";"people_Midday";"people_Morning";"people_Night";"capacidad_hora";"metros_hora";"stop_lat";"stop_lon";"barrio";"geometry"
"123";3;3;0,0474924012158055;0,0315244314343616;0,010503101743712;2,07357092478571e-05;36;36;36;36;26;20;"Grau - La Marina";<chr>;2;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6171,04347826087;4746,95652173913;2505,33816425121;10,5555555555556;39,4631004333;-0,3294720054;"CABANYAL-CANYAMELAR";c(-0.3294720054, 39.4631004333)
"126";1;1;0;0,0296673023945751;0,0046273926210342;5,22850714509511e-06;18;18;18;18;8;6;"Neptú";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;1898,78260869565;1424,08695652174;1360,79420289855;5,73333333333333;39,4632530212;-0,3258508444;"CABANYAL-CANYAMELAR";c(-0.3258508444, 39.4632530212)
"127";2;2;0,0285714285714286;0,0305743612142389;0,00703587495438747;5,34832886329472e-06;18;18;18;18;18;14;"Canyamelar";<chr>;1;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;4272,26086956522;3322,86956521739;1371,34299516908;5,77777777777778;39,4665222168;-0,3279320002;"CABANYAL-CANYAMELAR";c(-0.3279320002, 39.4665222168)
"128";2;2;0,0553191489361702;0,0363541937159179;0,0063437337938131;0,000829757403202381;36;36;36;36;26;24;"Alfauir";<chr>;1;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6171,04347826087;5696,34782608696;2423,44622425629;10,2105263157895;39,4892997742;-0,3660329878;"BENIMACLET";c(-0.3660329878, 39.4892997742)
"129";2;2;0,0417933130699088;0,0340053436968666;0,00491890451554583;0,000212845228827123;36;36;36;36;27;23;"Orriols";<chr>;1;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6408,39130434783;5459;2423,44622425629;10,2105263157895;39,4931488037;-0,3676636219;"ELS ORRIOLS";c(-0.3676636219, 39.4931488037)
"13";2;2;0,257396149949341;0,0436001245717845;0,0059669547391216;0,0173827915782711;48;48;48;48;46;50;"Facultats - Manuel Broseta";<chr>;2;30732,3870967742;30732,3870967742;30732,3870967742;30732,3870967742;29451,8709677419;32012,9032258065;8780,68202764977;13,7142857142857;39,4780044556;-0,361905545;"EXPOSICIO";c(-0.361905545, 39.4780044556)
"130";2;2;0,02806484295846;0,0329256820319849;0,00602010704992079;2,87287619024634e-05;36;36;36;36;27;23;"Estadi Ciutat de València";<chr>;1;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6408,39130434783;5459;2423,44622425629;10,2105263157895;39,4949188232;-0,3655419946;"SANT LLORENS";c(-0.3655419946, 39.4949188232)
"131";2;2;0,0141337386018237;0,0309323906319046;0,00840018684472982;7,51263274808098e-06;36;36;36;36;27;23;"Sant Miquel dels Reis";<chr>;1;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6408,39130434783;5459;2423,44622425629;10,2105263157895;39,4972190857;-0,3684949875;"ELS ORRIOLS";c(-0.3684949875, 39.4972190857)
"132";1;1;0;0,0300171526586621;0,00462641743718076;1,4207322329621e-06;36;36;36;36;27;23;"Tossal del Rei";<chr>;1;8544,52173913043;8544,52173913043;8544,52173913043;8544,52173913043;6408,39130434783;5459;2423,44622425629;10,2105263157895;39,4959526062;-0,3725369871;"TORREFIEL";c(-0.3725369871, 39.4959526062)
"14";3;3;0,363475177304965;0,0456769983686786;0,00728324950491001;0,0631421544756266;96;96;96;96;89;79;"Alameda";<chr>;4;61464,7741935484;61464,7741935484;61464,7741935484;61464,7741935484;56982,9677419355;50580,3870967742;16829,6405529954;26,2857142857143;39,4731559753;-0,3653166592;"MESTALLA";c(-0.3653166592, 39.4731559753)
"15";3;3;0,353622087132725;0,0464961806708735;0,00699891478743868;0,431888976935432;96;96;96;96;78;70;"Colón";<chr>;4;61464,7741935484;61464,7741935484;61464,7741935484;61464,7741935484;49940,1290322581;44818,064516129;16219,8709677419;25,3333333333333;39,4701461792;-0,3709277809;"SANT FRANCESC";c(-0.3709277809, 39.4701461792)
"16";3;3;0,266995947315096;0,0472334682860999;0,00969209908249784;0,801058764277924;72;72;72;72;59;55;"Xàtiva";<chr>;3;46098,5806451613;46098,5806451613;46098,5806451613;46098,5806451613;37775,2258064516;35214,1935483871;12869,1870967742;20,1;39,4671859741;-0,3773750067;"LA ROQUETA";c(-0.3773750067, 39.4671859741)
"17";4;4;0,518034447821682;0,0485100485100485;0,00920993312042903;0,245025803068536;120;123;120;125;113;99;"Àngel Guimerà";<chr>;5;76830,9677419355;78751,7419354839;76830,9677419355;80032,2580645161;72349,1612903226;63385,5483870968;21341,935483871;33,3333333333333;39,4703025818;-0,3850361109;"ARRANCAPINS";c(-0.3850361109, 39.4703025818)
