Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
46250 València;4625019 València distrito 19;4625019006 València sección 19006;Renta bruta media por persona;2021;15.932,00
46250 València;4625019 València distrito 19;4625019006 València sección 19006;Fuente de ingreso: salario;2021;9.624,00
46250 València;4625019 València distrito 19;4625019007 València sección 19007;Renta bruta media por persona;2021;17.523,00
46250 València;4625019 València distrito 19;4625019007 València sección 19007;Fuente de ingreso: salario;2021;9.623,00
46250 València;4625019 València distrito 19;4625019008 València sección 19008;Renta bruta media por persona;2021;21.178,00
46250 València;4625019 València distrito 19;4625019008 València sección 19008;Fuente de ingreso: salario;2021;12.162,00
46250 València;4625019 València distrito 19;4625019009 València sección 19009;Renta bruta media por persona;2021;15.722,00
46250 València;4625019 València distrito 19;4625019009 València sección 19009;Fuente de ingreso: salario;2021;8.010,00
46250 València;4625019 València distrito 19;4625019011 València sección 19011;Renta bruta media por persona;2021;9.553,00
46250 València;4625019 València distrito 19;4625019011 València sección 19011;Fuente de ingreso: salario;2021;5.125,00
46250 València;4625019 València distrito 19;4625019012 València sección 19012;Renta bruta media por persona;2021;13.022,00
46250 València;4625019 València distrito 19;4625019012 València sección 19012;Fuente de ingreso: salario;2021;9.359,00
46250 València;4625019 València distrito 19;4625019013 València sección 19013;Renta bruta media por persona;2021;12.989,00
46250 València;4625019 València distrito 19;4625019013 València sección 19013;Fuente de ingreso: salario;2021;7.374,00
46250 València;4625019 València distrito 19;4625019014 València sección 19014;Renta bruta media por persona;2021;11.450,00
46250 València;4625019 València distrito 19;4625019014 València sección 19014;Fuente de ingreso: salario;2021;5.837,00
46250 València;4625019 València distrito 19;4625019015 València sección 19015;Renta bruta media por persona;2021;14.854,00
46250 València;4625019 València distrito 19;4625019015 València sección 19015;Fuente de ingreso: salario;2021;8.813,00
46250 València;4625019 València distrito 19;4625019016 València sección 19016;Renta bruta media por persona;2021;21.749,00
46250 València;4625019 València distrito 19;4625019016 València sección 19016;Fuente de ingreso: salario;2021;12.802,00
