Municipios;Distritos;Secciones;Distribución por fuente de ingresos;Periodo;Total
46250 València;4625009 València distrito 09;4625009005 València sección 09005;Renta bruta media por persona;2021;13.839,00
46250 València;4625009 València distrito 09;4625009005 València sección 09005;Fuente de ingreso: salario;2021;8.891,00
46250 València;4625009 València distrito 09;4625009007 València sección 09007;Renta bruta media por persona;2021;12.549,00
46250 València;4625009 València distrito 09;4625009007 València sección 09007;Fuente de ingreso: salario;2021;7.405,00
46250 València;4625009 València distrito 09;4625009008 València sección 09008;Renta bruta media por persona;2021;13.655,00
46250 València;4625009 València distrito 09;4625009008 València sección 09008;Fuente de ingreso: salario;2021;7.541,00
46250 València;4625009 València distrito 09;4625009009 València sección 09009;Renta bruta media por persona;2021;15.921,00
46250 València;4625009 València distrito 09;4625009009 València sección 09009;Fuente de ingreso: salario;2021;10.064,00
46250 València;4625009 València distrito 09;4625009010 València sección 09010;Renta bruta media por persona;2021;16.313,00
46250 València;4625009 València distrito 09;4625009010 València sección 09010;Fuente de ingreso: salario;2021;10.875,00
46250 València;4625009 València distrito 09;4625009012 València sección 09012;Renta bruta media por persona;2021;13.438,00
46250 València;4625009 València distrito 09;4625009012 València sección 09012;Fuente de ingreso: salario;2021;8.175,00
46250 València;4625009 València distrito 09;4625009013 València sección 09013;Renta bruta media por persona;2021;11.432,00
46250 València;4625009 València distrito 09;4625009013 València sección 09013;Fuente de ingreso: salario;2021;6.769,00
46250 València;4625009 València distrito 09;4625009015 València sección 09015;Renta bruta media por persona;2021;15.205,00
46250 València;4625009 València distrito 09;4625009015 València sección 09015;Fuente de ingreso: salario;2021;10.899,00
46250 València;4625009 València distrito 09;4625009016 València sección 09016;Renta bruta media por persona;2021;13.666,00
46250 València;4625009 València distrito 09;4625009016 València sección 09016;Fuente de ingreso: salario;2021;7.020,00
46250 València;4625009 València distrito 09;4625009017 València sección 09017;Renta bruta media por persona;2021;13.927,00
46250 València;4625009 València distrito 09;4625009017 València sección 09017;Fuente de ingreso: salario;2021;8.511,00
46250 València;4625009 València distrito 09;4625009018 València sección 09018;Renta bruta media por persona;2021;13.028,00
46250 València;4625009 València distrito 09;4625009018 València sección 09018;Fuente de ingreso: salario;2021;8.766,00
46250 València;4625009 València distrito 09;4625009019 València sección 09019;Renta bruta media por persona;2021;13.847,00
46250 València;4625009 València distrito 09;4625009019 València sección 09019;Fuente de ingreso: salario;2021;7.665,00
46250 València;4625009 València distrito 09;4625009020 València sección 09020;Renta bruta media por persona;2021;15.416,00
46250 València;4625009 València distrito 09;4625009020 València sección 09020;Fuente de ingreso: salario;2021;9.043,00
46250 València;4625009 València distrito 09;4625009021 València sección 09021;Renta bruta media por persona;2021;16.182,00
46250 València;4625009 València distrito 09;4625009021 València sección 09021;Fuente de ingreso: salario;2021;9.440,00
46250 València;4625009 València distrito 09;4625009022 València sección 09022;Renta bruta media por persona;2021;13.306,00
46250 València;4625009 València distrito 09;4625009022 València sección 09022;Fuente de ingreso: salario;2021;6.607,00
46250 València;4625009 València distrito 09;4625009023 València sección 09023;Renta bruta media por persona;2021;14.931,00
46250 València;4625009 València distrito 09;4625009023 València sección 09023;Fuente de ingreso: salario;2021;6.807,00
46250 València;4625009 València distrito 09;4625009024 València sección 09024;Renta bruta media por persona;2021;14.482,00
46250 València;4625009 València distrito 09;4625009024 València sección 09024;Fuente de ingreso: salario;2021;7.767,00
46250 València;4625009 València distrito 09;4625009025 València sección 09025;Renta bruta media por persona;2021;16.882,00
46250 València;4625009 València distrito 09;4625009025 València sección 09025;Fuente de ingreso: salario;2021;9.926,00
46250 València;4625009 València distrito 09;4625009026 València sección 09026;Renta bruta media por persona;2021;12.047,00
46250 València;4625009 València distrito 09;4625009026 València sección 09026;Fuente de ingreso: salario;2021;7.255,00
46250 València;4625009 València distrito 09;4625009028 València sección 09028;Renta bruta media por persona;2021;16.670,00
46250 València;4625009 València distrito 09;4625009028 València sección 09028;Fuente de ingreso: salario;2021;9.109,00
46250 València;4625009 València distrito 09;4625009029 València sección 09029;Renta bruta media por persona;2021;15.148,00
46250 València;4625009 València distrito 09;4625009029 València sección 09029;Fuente de ingreso: salario;2021;8.879,00
46250 València;4625009 València distrito 09;4625009030 València sección 09030;Renta bruta media por persona;2021;13.102,00
46250 València;4625009 València distrito 09;4625009030 València sección 09030;Fuente de ingreso: salario;2021;7.351,00
46250 València;4625009 València distrito 09;4625009031 València sección 09031;Renta bruta media por persona;2021;15.930,00
46250 València;4625009 València distrito 09;4625009031 València sección 09031;Fuente de ingreso: salario;2021;10.836,00
46250 València;4625009 València distrito 09;4625009032 València sección 09032;Renta bruta media por persona;2021;11.930,00
46250 València;4625009 València distrito 09;4625009032 València sección 09032;Fuente de ingreso: salario;2021;7.411,00
46250 València;4625009 València distrito 09;4625009033 València sección 09033;Renta bruta media por persona;2021;11.621,00
46250 València;4625009 València distrito 09;4625009033 València sección 09033;Fuente de ingreso: salario;2021;6.853,00
46250 València;4625009 València distrito 09;4625009034 València sección 09034;Renta bruta media por persona;2021;10.850,00
46250 València;4625009 València distrito 09;4625009034 València sección 09034;Fuente de ingreso: salario;2021;5.936,00
46250 València;4625009 València distrito 09;4625009035 València sección 09035;Renta bruta media por persona;2021;14.341,00
46250 València;4625009 València distrito 09;4625009035 València sección 09035;Fuente de ingreso: salario;2021;6.684,00
46250 València;4625009 València distrito 09;4625009036 València sección 09036;Renta bruta media por persona;2021;14.091,00
46250 València;4625009 València distrito 09;4625009036 València sección 09036;Fuente de ingreso: salario;2021;6.810,00
46250 València;4625009 València distrito 09;4625009037 València sección 09037;Renta bruta media por persona;2021;11.582,00
46250 València;4625009 València distrito 09;4625009037 València sección 09037;Fuente de ingreso: salario;2021;5.743,00
46250 València;4625009 València distrito 09;4625009038 València sección 09038;Renta bruta media por persona;2021;14.322,00
46250 València;4625009 València distrito 09;4625009038 València sección 09038;Fuente de ingreso: salario;2021;10.299,00
46250 València;4625009 València distrito 09;4625009039 València sección 09039;Renta bruta media por persona;2021;12.758,00
46250 València;4625009 València distrito 09;4625009039 València sección 09039;Fuente de ingreso: salario;2021;8.071,00
46250 València;4625009 València distrito 09;4625009040 València sección 09040;Renta bruta media por persona;2021;14.167,00
46250 València;4625009 València distrito 09;4625009040 València sección 09040;Fuente de ingreso: salario;2021;6.681,00
46250 València;4625009 València distrito 09;4625009041 València sección 09041;Renta bruta media por persona;2021;18.164,00
46250 València;4625009 València distrito 09;4625009041 València sección 09041;Fuente de ingreso: salario;2021;11.049,00
46250 València;4625009 València distrito 09;4625009042 València sección 09042;Renta bruta media por persona;2021;15.706,00
46250 València;4625009 València distrito 09;4625009042 València sección 09042;Fuente de ingreso: salario;2021;9.414,00
46250 València;4625010 València distrito 10;;Renta bruta media por persona;2021;15.683,00
46250 València;4625010 València distrito 10;;Fuente de ingreso: salario;2021;9.224,00
46250 València;4625010 València distrito 10;4625010001 València sección 10001;Renta bruta media por persona;2021;22.150,00
46250 València;4625010 València distrito 10;4625010001 València sección 10001;Fuente de ingreso: salario;2021;10.854,00
46250 València;4625010 València distrito 10;4625010002 València sección 10002;Renta bruta media por persona;2021;15.359,00
46250 València;4625010 València distrito 10;4625010002 València sección 10002;Fuente de ingreso: salario;2021;8.795,00
46250 València;4625010 València distrito 10;4625010003 València sección 10003;Renta bruta media por persona;2021;13.617,00
46250 València;4625010 València distrito 10;4625010003 València sección 10003;Fuente de ingreso: salario;2021;8.444,00
46250 València;4625010 València distrito 10;4625010004 València sección 10004;Renta bruta media por persona;2021;14.414,00
46250 València;4625010 València distrito 10;4625010004 València sección 10004;Fuente de ingreso: salario;2021;8.239,00
46250 València;4625010 València distrito 10;4625010005 València sección 10005;Renta bruta media por persona;2021;15.740,00
46250 València;4625010 València distrito 10;4625010005 València sección 10005;Fuente de ingreso: salario;2021;7.413,00
46250 València;4625010 València distrito 10;4625010006 València sección 10006;Renta bruta media por persona;2021;12.475,00
46250 València;4625010 València distrito 10;4625010006 València sección 10006;Fuente de ingreso: salario;2021;7.308,00
46250 València;4625010 València distrito 10;4625010007 València sección 10007;Renta bruta media por persona;2021;13.584,00
46250 València;4625010 València distrito 10;4625010007 València sección 10007;Fuente de ingreso: salario;2021;7.836,00
46250 València;4625010 València distrito 10;4625010008 València sección 10008;Renta bruta media por persona;2021;12.302,00
46250 València;4625010 València distrito 10;4625010008 València sección 10008;Fuente de ingreso: salario;2021;6.178,00
46250 València;4625010 València distrito 10;4625010009 València sección 10009;Renta bruta media por persona;2021;12.303,00
46250 València;4625010 València distrito 10;4625010009 València sección 10009;Fuente de ingreso: salario;2021;6.316,00
46250 València;4625010 València distrito 10;4625010010 València sección 10010;Renta bruta media por persona;2021;18.317,00
46250 València;4625010 València distrito 10;4625010010 València sección 10010;Fuente de ingreso: salario;2021;10.033,00
46250 València;4625010 València distrito 10;4625010011 València sección 10011;Renta bruta media por persona;2021;16.547,00
46250 València;4625010 València distrito 10;4625010011 València sección 10011;Fuente de ingreso: salario;2021;8.098,00
46250 València;4625010 València distrito 10;4625010012 València sección 10012;Renta bruta media por persona;2021;17.140,00
46250 València;4625010 València distrito 10;4625010012 València sección 10012;Fuente de ingreso: salario;2021;9.121,00
46250 València;4625010 València distrito 10;4625010013 València sección 10013;Renta bruta media por persona;2021;15.205,00
46250 València;4625010 València distrito 10;4625010013 València sección 10013;Fuente de ingreso: salario;2021;10.287,00
46250 València;4625010 València distrito 10;4625010014 València sección 10014;Renta bruta media por persona;2021;16.014,00
46250 València;4625010 València distrito 10;4625010014 València sección 10014;Fuente de ingreso: salario;2021;9.652,00
46250 València;4625010 València distrito 10;4625010015 València sección 10015;Renta bruta media por persona;2021;12.953,00
46250 València;4625010 València distrito 10;4625010015 València sección 10015;Fuente de ingreso: salario;2021;6.894,00
46250 València;4625010 València distrito 10;4625010016 València sección 10016;Renta bruta media por persona;2021;14.603,00
46250 València;4625010 València distrito 10;4625010016 València sección 10016;Fuente de ingreso: salario;2021;7.863,00
46250 València;4625010 València distrito 10;4625010017 València sección 10017;Renta bruta media por persona;2021;12.765,00
46250 València;4625010 València distrito 10;4625010017 València sección 10017;Fuente de ingreso: salario;2021;7.467,00
46250 València;4625010 València distrito 10;4625010018 València sección 10018;Renta bruta media por persona;2021;15.888,00
46250 València;4625010 València distrito 10;4625010018 València sección 10018;Fuente de ingreso: salario;2021;9.546,00
46250 València;4625010 València distrito 10;4625010019 València sección 10019;Renta bruta media por persona;2021;13.582,00
46250 València;4625010 València distrito 10;4625010019 València sección 10019;Fuente de ingreso: salario;2021;7.604,00
46250 València;4625010 València distrito 10;4625010021 València sección 10021;Renta bruta media por persona;2021;11.955,00
46250 València;4625010 València distrito 10;4625010021 València sección 10021;Fuente de ingreso: salario;2021;7.191,00
46250 València;4625010 València distrito 10;4625010022 València sección 10022;Renta bruta media por persona;2021;17.785,00
46250 València;4625010 València distrito 10;4625010022 València sección 10022;Fuente de ingreso: salario;2021;10.612,00
46250 València;4625010 València distrito 10;4625010023 València sección 10023;Renta bruta media por persona;2021;17.917,00
46250 València;4625010 València distrito 10;4625010023 València sección 10023;Fuente de ingreso: salario;2021;9.547,00
46250 València;4625010 València distrito 10;4625010024 València sección 10024;Renta bruta media por persona;2021;14.071,00
46250 València;4625010 València distrito 10;4625010024 València sección 10024;Fuente de ingreso: salario;2021;7.920,00
46250 València;4625010 València distrito 10;4625010025 València sección 10025;Renta bruta media por persona;2021;16.166,00
46250 València;4625010 València distrito 10;4625010025 València sección 10025;Fuente de ingreso: salario;2021;10.933,00
46250 València;4625010 València distrito 10;4625010026 València sección 10026;Renta bruta media por persona;2021;16.783,00
46250 València;4625010 València distrito 10;4625010026 València sección 10026;Fuente de ingreso: salario;2021;9.363,00
46250 València;4625010 València distrito 10;4625010027 València sección 10027;Renta bruta media por persona;2021;16.597,00
46250 València;4625010 València distrito 10;4625010027 València sección 10027;Fuente de ingreso: salario;2021;9.058,00
46250 València;4625010 València distrito 10;4625010028 València sección 10028;Renta bruta media por persona;2021;14.093,00
46250 València;4625010 València distrito 10;4625010028 València sección 10028;Fuente de ingreso: salario;2021;7.902,00
46250 València;4625010 València distrito 10;4625010029 València sección 10029;Renta bruta media por persona;2021;13.392,00
46250 València;4625010 València distrito 10;4625010029 València sección 10029;Fuente de ingreso: salario;2021;8.642,00
46250 València;4625010 València distrito 10;4625010030 València sección 10030;Renta bruta media por persona;2021;13.255,00
46250 València;4625010 València distrito 10;4625010030 València sección 10030;Fuente de ingreso: salario;2021;8.312,00
46250 València;4625010 València distrito 10;4625010031 València sección 10031;Renta bruta media por persona;2021;11.875,00
46250 València;4625010 València distrito 10;4625010031 València sección 10031;Fuente de ingreso: salario;2021;6.775,00
46250 València;4625010 València distrito 10;4625010032 València sección 10032;Renta bruta media por persona;2021;13.494,00
46250 València;4625010 València distrito 10;4625010032 València sección 10032;Fuente de ingreso: salario;2021;7.677,00
46250 València;4625010 València distrito 10;4625010033 València sección 10033;Renta bruta media por persona;2021;9.257,00
46250 València;4625010 València distrito 10;4625010033 València sección 10033;Fuente de ingreso: salario;2021;4.707,00
46250 València;4625010 València distrito 10;4625010034 València sección 10034;Renta bruta media por persona;2021;9.032,00
46250 València;4625010 València distrito 10;4625010034 València sección 10034;Fuente de ingreso: salario;2021;4.273,00
46250 València;4625010 València distrito 10;4625010035 València sección 10035;Renta bruta media por persona;2021;10.437,00
46250 València;4625010 València distrito 10;4625010035 València sección 10035;Fuente de ingreso: salario;2021;5.578,00
46250 València;4625010 València distrito 10;4625010036 València sección 10036;Renta bruta media por persona;2021;9.252,00
46250 València;4625010 València distrito 10;4625010036 València sección 10036;Fuente de ingreso: salario;2021;4.119,00
46250 València;4625010 València distrito 10;4625010037 València sección 10037;Renta bruta media por persona;2021;10.271,00
46250 València;4625010 València distrito 10;4625010037 València sección 10037;Fuente de ingreso: salario;2021;4.668,00
46250 València;4625010 València distrito 10;4625010039 València sección 10039;Renta bruta media por persona;2021;18.230,00
46250 València;4625010 València distrito 10;4625010039 València sección 10039;Fuente de ingreso: salario;2021;12.704,00
46250 València;4625010 València distrito 10;4625010040 València sección 10040;Renta bruta media por persona;2021;24.656,00
46250 València;4625010 València distrito 10;4625010040 València sección 10040;Fuente de ingreso: salario;2021;15.131,00
46250 València;4625010 València distrito 10;4625010041 València sección 10041;Renta bruta media por persona;2021;13.296,00
46250 València;4625010 València distrito 10;4625010041 València sección 10041;Fuente de ingreso: salario;2021;5.687,00
46250 València;4625010 València distrito 10;4625010043 València sección 10043;Renta bruta media por persona;2021;16.682,00
46250 València;4625010 València distrito 10;4625010043 València sección 10043;Fuente de ingreso: salario;2021;9.050,00
46250 València;4625010 València distrito 10;4625010044 València sección 10044;Renta bruta media por persona;2021;14.652,00
46250 València;4625010 València distrito 10;4625010044 València sección 10044;Fuente de ingreso: salario;2021;8.034,00
46250 València;4625010 València distrito 10;4625010045 València sección 10045;Renta bruta media por persona;2021;19.484,00
46250 València;4625010 València distrito 10;4625010045 València sección 10045;Fuente de ingreso: salario;2021;9.688,00
46250 València;4625010 València distrito 10;4625010046 València sección 10046;Renta bruta media por persona;2021;18.985,00
46250 València;4625010 València distrito 10;4625010046 València sección 10046;Fuente de ingreso: salario;2021;10.056,00
46250 València;4625010 València distrito 10;4625010047 València sección 10047;Renta bruta media por persona;2021;16.734,00
46250 València;4625010 València distrito 10;4625010047 València sección 10047;Fuente de ingreso: salario;2021;8.898,00
46250 València;4625010 València distrito 10;4625010048 València sección 10048;Renta bruta media por persona;2021;15.871,00
46250 València;4625010 València distrito 10;4625010048 València sección 10048;Fuente de ingreso: salario;2021;10.683,00
46250 València;4625010 València distrito 10;4625010049 València sección 10049;Renta bruta media por persona;2021;14.924,00
46250 València;4625010 València distrito 10;4625010049 València sección 10049;Fuente de ingreso: salario;2021;9.800,00
46250 València;4625010 València distrito 10;4625010050 València sección 10050;Renta bruta media por persona;2021;14.809,00
46250 València;4625010 València distrito 10;4625010050 València sección 10050;Fuente de ingreso: salario;2021;8.681,00
46250 València;4625010 València distrito 10;4625010051 València sección 10051;Renta bruta media por persona;2021;15.000,00
46250 València;4625010 València distrito 10;4625010051 València sección 10051;Fuente de ingreso: salario;2021;9.646,00
46250 València;4625010 València distrito 10;4625010052 València sección 10052;Renta bruta media por persona;2021;23.022,00
46250 València;4625010 València distrito 10;4625010052 València sección 10052;Fuente de ingreso: salario;2021;15.063,00
46250 València;4625010 València distrito 10;4625010053 València sección 10053;Renta bruta media por persona;2021;22.032,00
46250 València;4625010 València distrito 10;4625010053 València sección 10053;Fuente de ingreso: salario;2021;14.780,00
46250 València;4625010 València distrito 10;4625010054 València sección 10054;Renta bruta media por persona;2021;16.618,00
46250 València;4625010 València distrito 10;4625010054 València sección 10054;Fuente de ingreso: salario;2021;11.203,00
46250 València;4625010 València distrito 10;4625010055 València sección 10055;Renta bruta media por persona;2021;
46250 València;4625010 València distrito 10;4625010055 València sección 10055;Fuente de ingreso: salario;2021;
46250 València;4625011 València distrito 11;;Renta bruta media por persona;2021;14.692,00
46250 València;4625011 València distrito 11;;Fuente de ingreso: salario;2021;8.700,00
46250 València;4625011 València distrito 11;4625011001 València sección 11001;Renta bruta media por persona;2021;12.216,00
46250 València;4625011 València distrito 11;4625011001 València sección 11001;Fuente de ingreso: salario;2021;8.044,00
46250 València;4625011 València distrito 11;4625011002 València sección 11002;Renta bruta media por persona;2021;11.804,00
46250 València;4625011 València distrito 11;4625011002 València sección 11002;Fuente de ingreso: salario;2021;7.374,00
46250 València;4625011 València distrito 11;4625011004 València sección 11004;Renta bruta media por persona;2021;17.547,00
46250 València;4625011 València distrito 11;4625011004 València sección 11004;Fuente de ingreso: salario;2021;10.832,00
46250 València;4625011 València distrito 11;4625011005 València sección 11005;Renta bruta media por persona;2021;14.862,00
46250 València;4625011 València distrito 11;4625011005 València sección 11005;Fuente de ingreso: salario;2021;9.293,00
46250 València;4625011 València distrito 11;4625011006 València sección 11006;Renta bruta media por persona;2021;18.342,00
46250 València;4625011 València distrito 11;4625011006 València sección 11006;Fuente de ingreso: salario;2021;10.361,00
46250 València;4625011 València distrito 11;4625011008 València sección 11008;Renta bruta media por persona;2021;13.241,00
46250 València;4625011 València distrito 11;4625011008 València sección 11008;Fuente de ingreso: salario;2021;7.832,00
46250 València;4625011 València distrito 11;4625011009 València sección 11009;Renta bruta media por persona;2021;18.377,00
46250 València;4625011 València distrito 11;4625011009 València sección 11009;Fuente de ingreso: salario;2021;12.345,00
46250 València;4625011 València distrito 11;4625011010 València sección 11010;Renta bruta media por persona;2021;
46250 València;4625011 València distrito 11;4625011010 València sección 11010;Fuente de ingreso: salario;2021;
46250 València;4625011 València distrito 11;4625011011 València sección 11011;Renta bruta media por persona;2021;16.540,00
46250 València;4625011 València distrito 11;4625011011 València sección 11011;Fuente de ingreso: salario;2021;9.202,00
46250 València;4625011 València distrito 11;4625011012 València sección 11012;Renta bruta media por persona;2021;17.740,00
46250 València;4625011 València distrito 11;4625011012 València sección 11012;Fuente de ingreso: salario;2021;8.965,00
46250 València;4625011 València distrito 11;4625011013 València sección 11013;Renta bruta media por persona;2021;11.837,00
46250 València;4625011 València distrito 11;4625011013 València sección 11013;Fuente de ingreso: salario;2021;6.338,00
46250 València;4625011 València distrito 11;4625011015 València sección 11015;Renta bruta media por persona;2021;17.790,00
46250 València;4625011 València distrito 11;4625011015 València sección 11015;Fuente de ingreso: salario;2021;9.701,00
46250 València;4625011 València distrito 11;4625011017 València sección 11017;Renta bruta media por persona;2021;12.888,00
46250 València;4625011 València distrito 11;4625011017 València sección 11017;Fuente de ingreso: salario;2021;7.872,00
46250 València;4625011 València distrito 11;4625011018 València sección 11018;Renta bruta media por persona;2021;14.782,00
46250 València;4625011 València distrito 11;4625011018 València sección 11018;Fuente de ingreso: salario;2021;8.400,00
46250 València;4625011 València distrito 11;4625011019 València sección 11019;Renta bruta media por persona;2021;15.567,00
46250 València;4625011 València distrito 11;4625011019 València sección 11019;Fuente de ingreso: salario;2021;8.278,00
46250 València;4625011 València distrito 11;4625011021 València sección 11021;Renta bruta media por persona;2021;14.022,00
46250 València;4625011 València distrito 11;4625011021 València sección 11021;Fuente de ingreso: salario;2021;7.829,00
46250 València;4625011 València distrito 11;4625011022 València sección 11022;Renta bruta media por persona;2021;13.096,00
46250 València;4625011 València distrito 11;4625011022 València sección 11022;Fuente de ingreso: salario;2021;7.380,00
46250 València;4625011 València distrito 11;4625011024 València sección 11024;Renta bruta media por persona;2021;11.985,00
46250 València;4625011 València distrito 11;4625011024 València sección 11024;Fuente de ingreso: salario;2021;5.828,00
46250 València;4625011 València distrito 11;4625011026 València sección 11026;Renta bruta media por persona;2021;13.208,00
46250 València;4625011 València distrito 11;4625011026 València sección 11026;Fuente de ingreso: salario;2021;7.275,00
46250 València;4625011 València distrito 11;4625011027 València sección 11027;Renta bruta media por persona;2021;
46250 València;4625011 València distrito 11;4625011027 València sección 11027;Fuente de ingreso: salario;2021;
46250 València;4625011 València distrito 11;4625011028 València sección 11028;Renta bruta media por persona;2021;14.807,00
46250 València;4625011 València distrito 11;4625011028 València sección 11028;Fuente de ingreso: salario;2021;8.386,00
46250 València;4625011 València distrito 11;4625011029 València sección 11029;Renta bruta media por persona;2021;14.798,00
46250 València;4625011 València distrito 11;4625011029 València sección 11029;Fuente de ingreso: salario;2021;9.591,00
46250 València;4625011 València distrito 11;4625011030 València sección 11030;Renta bruta media por persona;2021;14.271,00
46250 València;4625011 València distrito 11;4625011030 València sección 11030;Fuente de ingreso: salario;2021;8.197,00
46250 València;4625011 València distrito 11;4625011031 València sección 11031;Renta bruta media por persona;2021;15.637,00
46250 València;4625011 València distrito 11;4625011031 València sección 11031;Fuente de ingreso: salario;2021;9.759,00
46250 València;4625011 València distrito 11;4625011032 València sección 11032;Renta bruta media por persona;2021;10.733,00
46250 València;4625011 València distrito 11;4625011032 València sección 11032;Fuente de ingreso: salario;2021;5.795,00
46250 València;4625011 València distrito 11;4625011033 València sección 11033;Renta bruta media por persona;2021;16.430,00
46250 València;4625011 València distrito 11;4625011033 València sección 11033;Fuente de ingreso: salario;2021;9.664,00
46250 València;4625011 València distrito 11;4625011034 València sección 11034;Renta bruta media por persona;2021;15.250,00
46250 València;4625011 València distrito 11;4625011034 València sección 11034;Fuente de ingreso: salario;2021;7.902,00
46250 València;4625011 València distrito 11;4625011035 València sección 11035;Renta bruta media por persona;2021;14.186,00
46250 València;4625011 València distrito 11;4625011035 València sección 11035;Fuente de ingreso: salario;2021;7.273,00
46250 València;4625011 València distrito 11;4625011036 València sección 11036;Renta bruta media por persona;2021;11.184,00
46250 València;4625011 València distrito 11;4625011036 València sección 11036;Fuente de ingreso: salario;2021;6.559,00
46250 València;4625011 València distrito 11;4625011037 València sección 11037;Renta bruta media por persona;2021;11.220,00
46250 València;4625011 València distrito 11;4625011037 València sección 11037;Fuente de ingreso: salario;2021;5.586,00
46250 València;4625011 València distrito 11;4625011038 València sección 11038;Renta bruta media por persona;2021;16.992,00
46250 València;4625011 València distrito 11;4625011038 València sección 11038;Fuente de ingreso: salario;2021;9.597,00
46250 València;4625011 València distrito 11;4625011039 València sección 11039;Renta bruta media por persona;2021;12.962,00
46250 València;4625011 València distrito 11;4625011039 València sección 11039;Fuente de ingreso: salario;2021;7.353,00
46250 València;4625011 València distrito 11;4625011040 València sección 11040;Renta bruta media por persona;2021;20.831,00
46250 València;4625011 València distrito 11;4625011040 València sección 11040;Fuente de ingreso: salario;2021;12.625,00
46250 València;4625011 València distrito 11;4625011041 València sección 11041;Renta bruta media por persona;2021;16.597,00
46250 València;4625011 València distrito 11;4625011041 València sección 11041;Fuente de ingreso: salario;2021;10.520,00
46250 València;4625011 València distrito 11;4625011042 València sección 11042;Renta bruta media por persona;2021;8.645,00
46250 València;4625011 València distrito 11;4625011042 València sección 11042;Fuente de ingreso: salario;2021;4.359,00
46250 València;4625011 València distrito 11;4625011044 València sección 11044;Renta bruta media por persona;2021;12.028,00
46250 València;4625011 València distrito 11;4625011044 València sección 11044;Fuente de ingreso: salario;2021;7.498,00
46250 València;4625011 València distrito 11;4625011045 València sección 11045;Renta bruta media por persona;2021;10.348,00
46250 València;4625011 València distrito 11;4625011045 València sección 11045;Fuente de ingreso: salario;2021;5.448,00
46250 València;4625011 València distrito 11;4625011046 València sección 11046;Renta bruta media por persona;2021;11.704,00
46250 València;4625011 València distrito 11;4625011046 València sección 11046;Fuente de ingreso: salario;2021;6.651,00
46250 València;4625011 València distrito 11;4625011047 València sección 11047;Renta bruta media por persona;2021;11.307,00
46250 València;4625011 València distrito 11;4625011047 València sección 11047;Fuente de ingreso: salario;2021;6.443,00
46250 València;4625011 València distrito 11;4625011048 València sección 11048;Renta bruta media por persona;2021;10.975,00
46250 València;4625011 València distrito 11;4625011048 València sección 11048;Fuente de ingreso: salario;2021;6.711,00
46250 València;4625011 València distrito 11;4625011050 València sección 11050;Renta bruta media por persona;2021;14.115,00
46250 València;4625011 València distrito 11;4625011050 València sección 11050;Fuente de ingreso: salario;2021;6.747,00
46250 València;4625011 València distrito 11;4625011051 València sección 11051;Renta bruta media por persona;2021;18.564,00
46250 València;4625011 València distrito 11;4625011051 València sección 11051;Fuente de ingreso: salario;2021;10.904,00
46250 València;4625011 València distrito 11;4625011052 València sección 11052;Renta bruta media por persona;2021;22.014,00
46250 València;4625011 València distrito 11;4625011052 València sección 11052;Fuente de ingreso: salario;2021;15.369,00
46250 València;4625011 València distrito 11;4625011053 València sección 11053;Renta bruta media por persona;2021;14.353,00
46250 València;4625011 València distrito 11;4625011053 València sección 11053;Fuente de ingreso: salario;2021;9.383,00
46250 València;4625011 València distrito 11;4625011054 València sección 11054;Renta bruta media por persona;2021;15.077,00
46250 València;4625011 València distrito 11;4625011054 València sección 11054;Fuente de ingreso: salario;2021;9.951,00
46250 València;4625011 València distrito 11;4625011055 València sección 11055;Renta bruta media por persona;2021;15.418,00
46250 València;4625011 València distrito 11;4625011055 València sección 11055;Fuente de ingreso: salario;2021;9.702,00
46250 València;4625012 València distrito 12;;Renta bruta media por persona;2021;18.008,00
46250 València;4625012 València distrito 12;;Fuente de ingreso: salario;2021;11.192,00
46250 València;4625012 València distrito 12;4625012001 València sección 12001;Renta bruta media por persona;2021;13.318,00
46250 València;4625012 València distrito 12;4625012001 València sección 12001;Fuente de ingreso: salario;2021;7.355,00
46250 València;4625012 València distrito 12;4625012002 València sección 12002;Renta bruta media por persona;2021;15.163,00
46250 València;4625012 València distrito 12;4625012002 València sección 12002;Fuente de ingreso: salario;2021;8.808,00
46250 València;4625012 València distrito 12;4625012003 València sección 12003;Renta bruta media por persona;2021;14.042,00
46250 València;4625012 València distrito 12;4625012003 València sección 12003;Fuente de ingreso: salario;2021;8.353,00
46250 València;4625012 València distrito 12;4625012006 València sección 12006;Renta bruta media por persona;2021;12.749,00
46250 València;4625012 València distrito 12;4625012006 València sección 12006;Fuente de ingreso: salario;2021;7.098,00
46250 València;4625012 València distrito 12;4625012008 València sección 12008;Renta bruta media por persona;2021;16.081,00
46250 València;4625012 València distrito 12;4625012008 València sección 12008;Fuente de ingreso: salario;2021;9.066,00
46250 València;4625012 València distrito 12;4625012009 València sección 12009;Renta bruta media por persona;2021;14.520,00
46250 València;4625012 València distrito 12;4625012009 València sección 12009;Fuente de ingreso: salario;2021;7.683,00
46250 València;4625012 València distrito 12;4625012010 València sección 12010;Renta bruta media por persona;2021;13.411,00
46250 València;4625012 València distrito 12;4625012010 València sección 12010;Fuente de ingreso: salario;2021;7.331,00
46250 València;4625012 València distrito 12;4625012011 València sección 12011;Renta bruta media por persona;2021;13.175,00
46250 València;4625012 València distrito 12;4625012011 València sección 12011;Fuente de ingreso: salario;2021;7.899,00
